neighborhood,portion,household_1_person,household_2_person,household_3_person,household_4_person,household_5_person,household_6_person,household_7ormore_person,household_family,household_female_family,household_male_family,household_married_family,household_nonfamily,household_total,median_gross_rent,median_house_value,median_household_income,occupied_housing_units,per_capita_income,population_19to34,population_35to64,population_65andover,population_asian,population_black,population_edu_advanced,population_edu_bachelor,population_edu_highschool,population_edu_nodiploma,population_edu_somecollege,population_edu_total,population_female,population_hispanic,population_industry_administration,population_industry_agriculture,population_industry_art,population_industry_construction,population_industry_education,population_industry_finance,population_industry_informatin,population_industry_management,population_industry_manufacture,population_industry_other,population_industry_retail,population_industry_total,population_industry_transportation,population_industry_wholesale,population_male,population_no_health_insurance,population_poverty,population_race_other,population_total,population_trans_car,population_trans_other,population_trans_public,population_trans_total,population_under18,population_unemployed,population_white,tenure_owner,tenure_renter,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5ormore,vehicle_no,household_1_person_margin,household_2_person_margin,household_3_person_margin,household_4_person_margin,household_5_person_margin,household_6_person_margin,household_7ormore_person_margin,household_family_margin,household_female_family_margin,household_male_family_margin,household_married_family_margin,household_nonfamily_margin,household_total_margin,median_gross_rent_margin,median_house_value_margin,median_household_income_margin,occupied_housing_units_margin,per_capita_income_margin,population_19to34_margin,population_35to64_margin,population_65andover_margin,population_asian_margin,population_black_margin,population_edu_advanced_margin,population_edu_bachelor_margin,population_edu_highschool_margin,population_edu_nodiploma_margin,population_edu_somecollege_margin,population_edu_total_margin,population_female_margin,population_hispanic_margin,population_industry_administration_margin,population_industry_agriculture_margin,population_industry_art_margin,population_industry_construction_margin,population_industry_education_margin,population_industry_finance_margin,population_industry_informatin_margin,population_industry_management_margin,population_industry_manufacture_margin,population_industry_other_margin,population_industry_retail_margin,population_industry_total_margin,population_industry_transportation_margin,population_industry_wholesale_margin,population_male_margin,population_no_health_insurance_margin,population_poverty_margin,population_race_other_margin,population_total_margin,population_trans_car_margin,population_trans_other_margin,population_trans_public_margin,population_trans_total_margin,population_under18_margin,population_unemployed_margin,population_white_margin,tenure_owner_margin,tenure_renter_margin,vehicle_1_margin,vehicle_2_margin,vehicle_3_margin,vehicle_4_margin,vehicle_5ormore_margin,vehicle_no_margin
7.2,1.000000001,2437,1798,497,180,54,3,217,947,130,88,729,4239,5186,10531.0,2524400.0,306245.0,5186,200999.0,15932,2096,596,4711,436,1618,2136,423,236,1173,5586,10143,1258,64,90,1651,92,2976,199,250,1090,154,802,1297,8809,53,91,9019,1433,5567,2218,19162,2498,3607,2446,8551,538,1608,11797,685,4501,1684,721,184,30,213,2354,322.7398333023056,311.99038446721397,167.09578091621583,101.45442326483355,69.28924880528002,56.74504383644443,138.4088147481944,194.65867563507155,93.60555539069249,75.31932023060219,168.40724449975423,370.68719967109735,370.8679010105889,990.7153980836273,364050.5374271545,71792.905993559,370.8679010105889,23768.426220513633,1520.2279434347995,386.6510054299613,284.2516490717336,529.9679235576433,210.91941589147262,305.6501267789693,485.8075750747409,197.8711702093056,203.59518658357325,354.9267530068704,684.5553301231391,1244.0659146524351,367.4479554984624,98.38699100999075,95.4358423235212,373.82482528585496,75.0066663703967,441.8280208406886,97.58073580374356,191.75765956018552,243.28584011405184,92.30926280715278,322.2297317132608,312.75229815302714,1092.7671298131181,64.51356446515726,78.93034904268447,987.010638240541,332.2092713938008,990.844084606655,2309.414644449974,1679.327246250712,423.35564245678836,1243.5594075073375,441.6344642348466,1082.6675389980064,181.4056228455998,363.38684621213247,1479.1561783665713,150.08331019803634,381.78789923202123,291.1940933466886,201.357890334598,114.31972708154967,66.55073252789934,143.18519476538066,318.02043959469023
7.3,1.000000002,3228,3091,1521,1783,367,91,36,5270,525,95,4650,4847,10117,23489.0,9336600.0,1585031.0,10117,825392.0,8538,9413,2924,2944,466,5989,6377,1014,188,2934,16502,12870,836,346,24,1306,327,4625,555,680,2637,924,599,1198,13877,349,307,12692,1279,3803,1960,25562,7723,3343,2621,13687,4687,774,20192,6100,4017,3682,3980,844,253,79,1279,301.7167545894659,289.4080164750106,228.70723643995177,234.39496581624786,131.5446692192428,80.34923770640266,79.09487973314076,304.06907110063,141.82735984287376,66.0,292.51666619185994,346.31632938687716,360.01111093964863,2897.8288424266884,242853.89004502274,104389.49161673315,360.01111093964863,42630.83195294223,757.8020849799768,549.4524547219713,315.40608744918035,472.33250999693,179.57728141388043,458.47355430820653,525.6538785170333,254.18497201841024,207.63670195801126,351.3018644983257,757.4701314243355,793.4532122311939,216.6356388039604,114.90430801323335,72.89718787443039,275.26895938336384,133.461604965623,439.67260546911496,143.19567032560727,150.96357176484665,347.3427701853027,181.9313057172954,177.30482226944648,235.84740829612693,868.1520604133817,144.08677940741129,139.26593266122194,823.9514548806865,263.5602397934863,616.6319810064996,1730.1262959680141,1247.645382310214,567.3305914544006,1084.6312737515916,347.1210163617294,856.7776841164807,417.4793408062248,184.61852561430555,1086.9093798472807,295.577401030593,316.88010350919797,314.1830676532394,328.1325951501923,161.63539216396885,121.71688461343396,94.95788540189804,217.91741555001977
7.4,1.000000001,1524,2209,1256,947,296,58,12,4211,499,180,3532,2091,6302,15872.0,6250500.0,1327311.0,6302,651372.0,3032,7191,2212,1776,108,4190,3903,886,161,2505,11645,8071,664,273,16,726,243,2756,521,344,1675,548,438,699,8651,161,251,7773,823,683,1113,15844,5979,1246,1224,8449,3409,460,12847,4948,1354,2218,2788,859,176,59,202,182.41984541162182,231.36551169091732,214.44346574330496,155.3930500376384,97.3909646733207,70.83784299369935,60.00833275470999,259.2817000869903,122.67844146385298,73.06846104852626,256.3084079775769,216.18741869035765,237.34784599823104,1564.3381987281396,267502.4075069232,124206.9132576766,237.34784599823104,40442.68200799744,365.3833603217311,477.7028364998474,254.4720023892609,313.5697689510263,112.7785440586994,417.96650583509677,365.1232668565508,251.86702840983375,167.5022387910084,306.61865566204546,548.5426145706457,463.85126926634575,218.69156362329116,99.66945369570358,63.56886030125128,181.8900766946894,91.3892772703669,283.3037239430502,135.41787178950938,107.56393447619885,256.89686646590303,135.07405376311175,152.34500319997372,161.30406070524077,544.9366935709138,93.637599285757,97.56023780208821,489.7958758503383,233.35380862544326,179.13681921927719,1120.733688259615,787.5385704840113,472.2816956012587,759.0744364026496,225.9114870917369,549.6435208387342,351.98863618020397,119.7998330549755,724.41838739778,237.52263050075882,168.02975926900567,225.9867252738532,254.10627697874762,171.89822570346675,84.19026071939675,65.2916533716217,85.4107721543366
7.5,1.0,981,1613,605,626,302,95,0,2910,257,110,2543,1312,4222,6323.0,7005600.0,991321.0,4222,538643.0,2048,4698,1504,1243,249,3171,2877,292,168,1026,7534,5492,239,234,14,276,131,1782,536,193,1095,359,182,531,5441,27,81,5501,314,1110,573,10993,3698,958,636,5292,2743,354,8928,2762,1460,1205,1919,702,135,0,261,159.91247606112537,235.78591985103776,156.91717560547667,156.62375298785304,111.44505372604026,80.02499609497022,48.00000000000001,250.2578670092111,101.56278846112882,65.32227797620043,246.65968458586823,178.26104453862038,248.51559307214507,722.160646947755,547340.933501232,109555.85275556939,248.51559307214507,61917.78148480451,321.91613814781016,437.9178005059854,249.83194351403506,418.5869085387167,197.24350432903995,393.392933337649,334.33665668005955,123.1137685232647,153.35253502958471,271.44060123717674,543.9393348527021,494.80804358862235,124.00403219250575,107.16342659695052,51.85556864985669,112.5921844534513,87.12634503983281,281.31832503411505,176.459627110566,87.46999485537883,198.4263087395419,107.95832529267948,94.12226091632095,185.77136485475904,497.0885233034454,52.630789467763066,65.46754921333165,503.7896386389859,153.89281984550158,320.4340805844472,1204.9842322619827,845.4856592515333,393.4488530927495,648.232982807879,171.06139248819414,485.9444412687524,366.1502423869196,134.320512208672,723.2019081833233,227.8420505525703,195.46866756592985,195.35864454894235,256.6495665299281,158.1992414646796,93.58418669839472,48.00000000000001,91.60240171523888
8.1,1.0000000009999999,3493,2073,948,574,202,43,16,2890,402,274,2214,4459,7349,13486.0,4093400.0,696517.0,7349,449564.0,4854,5677,2119,2370,528,2117,3710,1315,669,3255,11066,7575,1016,257,32,1002,265,2032,558,278,1302,479,555,998,8123,173,192,7304,1847,2807,1428,14879,5015,1290,1632,7937,2229,626,10553,3130,4219,3278,1920,494,80,124,1453,347.56582110443486,288.9134818591891,200.76354250709963,149.55266630856167,89.23564310296643,59.715994507334464,57.0,298.77081517444105,149.67297685287082,116.54183798104438,257.96317566660554,364.9328705392267,377.83726655797204,892.1821562887257,201802.21964834776,64666.5784776031,377.83726655797204,44971.00017789242,527.5082937736619,484.701970286897,325.4012907165551,490.71682261768854,303.7515432059564,282.0372315847679,413.0387391032468,283.3866616480035,251.84320518926057,469.71374261351986,673.9488111125355,567.5746646917919,372.8525177600387,98.84836872705588,65.37583651472461,258.96717938765903,110.39021695784459,279.54248335449836,180.6432949212342,106.7988763985839,213.84106247397855,160.63623501564024,161.46516652207063,249.6116984438029,612.7642287209658,80.97530487747484,109.79981785048643,599.1519006061818,428.3223085481306,567.3429298052457,1339.650327510877,908.034690967256,504.908902674532,839.8202188563931,277.34274823762746,611.102282764514,362.08562523248554,227.57855786519082,798.1653963935044,225.83400983908513,368.84549610914326,359.844410822233,240.85680393129857,136.41114323983948,65.05382386916237,78.46655338422862,277.3769997674645
8.2,1.000000001,2465,2150,1095,833,177,98,14,3754,853,330,2571,3078,6832,11954.0,4155200.0,785006.0,6832,417007.0,4639,6075,2156,2942,1187,2306,3702,1528,757,2869,11162,8246,1165,260,87,1039,210,2410,418,194,1393,618,489,1117,8511,181,95,7289,1693,1984,1413,15535,5675,800,1797,8272,2665,522,9993,3718,3114,3030,2344,641,94,59,664,315.1634496574753,289.12454063949673,255.9042789794653,209.124364912365,101.82337649086284,80.18728078691782,61.61168720299746,346.8674098268674,235.17227727774377,152.34828518890524,275.30165273750174,333.0015014981164,380.2038926681314,1178.8053274396075,134686.43166258433,91433.7806119817,380.2038926681314,26353.130497153463,563.1971235722001,536.318002681245,328.3199658869378,703.9893465103005,567.9867956211658,345.4214816713054,418.2044954325575,315.6928887384066,284.7296963788639,401.6889343758426,746.5085398037988,738.8260959116158,418.328818036721,105.88200980336556,96.37945839233586,267.06927940143174,108.17116066678771,370.0959335091376,135.35508856337836,96.06768447297978,277.0,168.16361080804612,177.56970462328306,263.77262936097065,705.5430532575599,120.20815280171308,85.67379996241559,609.7155074294897,351.2321169824878,530.9208980629788,1660.1252964761425,1131.3522881932047,548.9371548729417,974.3120649976577,411.1836572627857,692.0115605970756,396.99118378120187,187.91753510516256,811.0782946177268,275.6174885597792,362.0731970196082,351.1794413117032,287.94964837623957,174.9942856209882,81.35109095765097,83.13843876330611,211.85372312045877
8.3,0.9999999989999999,2306,2004,871,524,209,103,39,3137,497,155,2485,2919,6056,12996.0,4496300.0,822611.0,6056,473713.0,3407,5690,1771,1472,1373,2505,2784,1344,619,2539,9791,6926,1087,393,103,555,238,2138,413,121,1257,559,274,625,7026,255,95,6544,1161,2049,1494,13470,4752,798,1307,6857,2602,578,9131,2946,3110,2481,1934,724,63,79,775,273.65671926704084,220.13632140108092,189.34096228761487,132.89469515371937,105.4466689848475,68.0808343074613,55.11805511808268,267.31629205867716,149.88328792764054,74.73285756613352,238.43447737271555,284.9578916261138,314.95555241970254,1780.8509202064051,217007.29422533244,94271.05949866056,314.95555241970254,31581.751091413535,407.4542919150564,456.057013979612,240.30605485505353,333.6240399012038,343.8967868416336,289.098599097263,318.22790575309386,318.4399472428043,237.58156494139018,308.72317697251043,585.5638308502328,499.2424260817584,458.38193681688637,141.9260370756543,79.29060473977985,147.02380759591284,87.98295289429652,269.4327374318125,111.59301053381435,73.64102117705865,241.8863369436149,181.8240908130713,89.40917178902843,161.05589091989154,520.3892773683947,111.93301568348814,65.93178292750773,567.2777097683286,281.7818305001229,443.2629016734877,1203.6743745714618,870.6928275804274,448.29231534792115,720.4685975113697,223.4367919569201,517.8658127353069,350.71498399697725,156.1569723067145,679.0846780777784,202.90145391297716,279.6122314921148,295.26428839261956,215.96990531090205,161.91355718407277,57.89645930452051,68.05879810869422,197.4411304667799
9.1,1.0000000000000002,3033,2335,824,469,133,14,38,3043,669,98,2276,3803,6846,6541.0,4163200.0,726123.0,6846,435229.0,3036,5764,3151,1455,1443,1933,3708,1668,641,3035,10985,7138,743,362,21,589,212,1864,491,318,825,640,338,888,7101,307,246,6719,1134,1899,859,13857,5053,880,939,6872,1906,396,10100,3208,3638,2740,2004,644,127,40,1291,345.5198981245509,338.54098717880527,202.55122808810617,157.89553508570154,79.02531240052139,58.180752831155424,68.17624219623724,308.25638679514816,219.34219840240502,59.93329625508679,261.95801190267116,365.8865944524341,396.02398917237326,673.9250700189153,217505.0659042221,75889.07325827613,396.02398917237326,29575.33169721009,476.5144279032902,539.6832404290502,361.81072399805953,421.18523240968455,539.0538006544431,297.6524819315303,428.9592055195925,294.41807009760794,233.4394996567633,435.74878083593075,735.9510853310836,544.4639565664563,299.3760177435728,123.50708481702578,59.60704656330492,202.3660050502554,110.09995458672996,310.64127220960194,162.1141573089778,147.2650671408532,179.50208912433303,168.67424225411537,151.08275877809487,222.79587069782062,674.9777774119678,137.08391590555036,176.46812743382304,656.0205789455084,331.84333653096,473.7172152244417,1392.514631880039,945.303654917297,562.9600341054417,909.8296543859185,236.53540961133072,674.4753516623124,380.02631487832525,152.66302761310612,759.9486824779684,248.36666442983045,378.12035121109255,349.7041606844277,279.9071274548042,171.46428199482247,84.81155581640984,68.17624219623724,272.6261176043117
9.2,0.999999999,1472,1765,744,305,45,0,74,1991,237,94,1660,2414,4405,6610.0,2071400.0,417934.0,4405,242460.0,4126,3659,705,1513,238,1348,2642,637,608,1859,7094,4621,957,230,34,816,161,1251,421,138,1386,320,455,1063,6450,113,62,4985,1134,1237,1039,9606,4382,680,1348,6410,1116,410,6816,2070,2335,1862,1597,448,45,37,416,255.96484133568032,297.85902705810344,187.81639970992947,143.1537634852818,61.424750711744856,41.569219381653056,83.81527307120105,268.81406213217343,99.71459271340379,66.41535966928132,261.6658174083883,308.0081167761655,297.1329668683702,586.3855387029936,97127.88482717,59263.25167420364,297.1329668683702,23395.639230420697,633.4271860285127,450.55077405326915,211.50886506243657,350.2470556621426,136.194713553794,298.8093037373502,419.33399575994315,210.36159345279736,315.1856595722591,355.0816807440226,583.8141827670855,485.05360528502416,518.423571994947,133.63382805263043,66.27971031922213,360.62584488635866,92.19544457292888,258.7914218052832,162.6991087867417,82.80096617793781,252.7053620325457,139.06113763377604,151.2349166032765,317.5342501211484,702.7061974965071,73.08214556237384,64.17164482853778,663.6557842737453,408.762767384702,394.642876535229,1280.073044790804,931.421494276356,474.7767896601518,920.3580824874631,362.83742916077443,699.9964285623178,276.87542325024083,187.50733318993153,793.6113658460292,272.31966509967657,298.68377927165716,309.90643749364096,277.86687460005015,158.09490820390135,60.58052492344384,55.00909015790027,133.98134198462114
9.3,1.000000001,4035,3721,1855,1407,247,33,12,5652,614,299,4739,5658,11310,26245.0,9357900.0,1689180.0,11310,943074.0,7263,11158,2288,1715,404,5044,7407,1488,492,4497,18928,12811,1234,554,24,1617,449,4025,666,581,3481,954,656,1786,15562,492,277,12229,1775,1984,2004,25040,9069,2999,3083,15151,4331,838,20917,6393,4917,4964,4037,1054,153,112,990,319.0548542178915,333.2116444543918,239.6914683504609,219.51081977888927,110.18620603324175,77.4919350642375,77.07139547199077,339.24032779137565,150.1932089010685,109.85444915887567,322.4639514736492,351.1296057013706,365.1410686296462,2180.6054205197233,288690.4974830311,116788.20926360674,365.1410686296462,42943.14804482782,604.7412669894456,611.7115333226928,282.3455329910498,328.2361954446828,203.27813458412098,416.673733273409,536.6684264981498,233.64930986416374,241.80157154162583,442.2397539796711,758.0455131454839,650.7495678062337,337.1690970418256,145.13442045221387,78.26237921249263,265.6652028399655,134.07833531186162,404.708537097996,147.7294825009551,156.60459763365824,337.358859376777,193.06216615380652,146.64242223858687,299.0769131845519,761.2338668241186,144.4126033281029,123.68912644206037,694.4278220232827,315.2998572787498,341.76600181995866,1510.9953672993176,1068.4675942676033,567.742018878293,1006.6548564428624,380.1026177231617,739.2868184946896,428.46586795216257,201.13179758556328,996.2042963167746,329.16864978305574,348.75206092581016,383.1435762217605,337.435919842568,187.8776197422141,91.53687781435414,99.16148445843275,198.57240493079595
9.4,0.999999999,2336,2582,961,880,150,0,40,2927,427,124,2376,4022,6949,15086.0,6385400.0,1102221.0,6949,608960.0,6153,5684,1536,1650,208,3734,5189,742,206,1900,11771,7709,780,221,53,642,501,2951,535,501,2070,945,524,664,9990,144,239,7904,998,1631,1177,15613,5609,1851,2426,9886,2240,350,12578,3404,3545,2929,2379,608,238,31,764,282.9893990947364,320.5807230636303,196.9289211873157,204.74374227311563,101.9166325974323,56.28498911788116,70.8942874990644,287.509999826093,115.31695452100702,83.01204731844649,279.00716836669267,335.2879359595272,335.4131780356878,1782.6014697626613,271014.28025290475,123709.70070693729,335.4131780356878,42769.35748874421,695.0712193725187,531.8684047769711,253.24099194245784,594.6511582432174,170.4640724610321,421.0106887004177,655.7087768209299,211.27233609727517,174.58808664969095,331.2868847388921,841.1599134528464,595.8489741536861,274.9254444390333,102.62066068779717,86.74675786448735,183.69540005128056,181.8378398463862,388.79429008152886,166.9281282468596,166.57730937915883,387.7163911933567,224.9088704342272,183.81240436923727,178.11793845651817,770.6659457897435,100.11992808627062,140.39943019827396,713.5390669052396,286.9668970456349,468.76859963099065,1473.119818616259,1017.3303298339237,546.81715408352,1037.527349037123,433.8790153948448,767.5955966522997,339.79699822099667,133.18032887780387,867.4404878722229,273.10803723069006,313.78814509155694,339.24474940667835,282.67472472791053,178.21616088334974,122.63767773404713,61.82232606429493,185.95429545993284
9.5,1.000000001,1449,1689,544,510,131,82,27,2417,388,266,1763,2015,4432,10438.0,2838400.0,528406.0,4432,272432.0,2850,4200,1390,1320,643,1226,2073,1612,574,2222,7707,5110,1070,216,0,772,336,1396,314,64,1004,353,279,681,5792,336,41,5201,1512,1157,1328,10311,4051,527,1097,5675,1871,287,7020,2358,2074,1756,1805,444,95,39,293,236.8670513178226,275.81878108642275,160.11558325159984,152.32530978140173,86.85044617041412,79.76841480184999,50.06995106848019,280.4442903679802,151.7794452486897,107.57323087088163,242.24574299665207,258.3505370615668,305.6681206799296,1407.9634228203515,242222.8823893399,66357.07811529981,305.6681206799296,22781.489284065694,460.0119563663536,433.1039136281269,245.3874487417806,424.1603470387113,305.08851174700106,268.9274995235705,358.20943594495105,369.82833855722845,193.7808040028733,339.3036987714693,632.1265696045374,529.4808778416838,393.83626039256467,94.93682109698007,48.00000000000001,265.4806960967219,149.1174034108695,281.95389694061686,127.69886452118514,59.413803110051795,220.76005073382277,124.85992151206888,119.64948808916819,203.29781110479277,564.5104073442757,125.98015716770638,52.91502622129181,552.0072463292488,391.9247376729364,388.46235338833026,1258.0635913975095,900.4532192179669,475.85607067683816,777.2020329360957,249.94199327043864,561.3670813291424,325.4228019054596,127.35776379946375,706.3405694139336,236.16943070600817,297.9865768788923,262.07250905045345,289.9517201190571,127.90621564255585,82.18272324521742,56.31163290120435,134.75904422338414
10.1,0.999999999,1469,1849,868,698,150,49,0,3078,326,159,2593,2005,5083,12216.0,4748000.0,787742.0,5083,428748.0,2567,5615,1717,663,25,2259,3200,907,510,2226,9102,6009,681,164,41,610,251,1514,609,249,1318,417,424,815,6988,343,233,6005,1003,782,854,12014,5201,638,924,6763,2115,445,10472,3547,1536,1596,2074,871,219,23,300,210.03809178337153,234.8488875851874,190.07630046904848,173.01445026355458,84.13679337840252,55.98214000911362,50.91168824543143,258.0503826774919,107.83320453366856,73.79701890998037,246.73872821265817,248.43510218968655,248.9919677419334,1712.0490647174806,190107.48796667636,91643.67721234237,248.9919677419334,25128.587107117663,412.3275397059964,446.5971338913854,244.1945945347685,235.12975141397993,39.395431207184416,300.3148347984162,356.58098659350867,198.77877150239158,231.28337596982624,320.0718669299131,564.6299673237331,431.2365939945264,357.15262843775906,77.69813382572325,57.087651904768336,159.38004893963358,117.983049630021,235.16802503741872,163.53592877407704,90.50966799187809,273.497714798497,125.76963067449948,170.88300090997933,176.84173715500535,576.0277771080141,122.62544597268545,100.37928073063684,532.814226536792,307.5906370486592,263.66455962074235,1137.8378619117927,796.3190315445186,516.7552612214025,804.3643453062797,208.54735673223,580.0637895955927,304.75071780063126,144.5441109142811,776.989703921487,230.64258063072396,231.87496630727517,221.11535450981236,234.73176180483117,192.062489830784,93.888231424391,52.583267300539625,122.3396910246221
10.2,1.000000001,1774,2236,785,652,144,9,0,2899,264,134,2501,2701,5600,13572.0,4186200.0,798545.0,5600,419860.0,3764,5344,951,547,114,2349,3947,784,186,2158,9424,6122,578,191,33,898,239,2190,365,411,1753,544,363,835,8167,241,104,6169,942,721,907,12291,4903,1620,1400,7923,2232,355,10723,3010,2590,2251,2291,514,93,37,414,245.4200480808363,323.5660674421841,224.52616773997636,172.65862272125304,92.24424101265076,52.0,50.91168824543143,324.2483615995615,112.78741064498288,89.02808545621994,310.702429987279,311.0562650068312,342.4543765233553,1635.277958024262,289759.40866173786,77387.44139716728,342.4543765233553,25258.01548023914,494.061737032934,527.6097042322099,219.7862598071135,176.55310815729072,86.7179335547152,377.2346749703691,505.84088407324293,279.38145965686414,163.09812997088594,369.4644773181855,750.6956773553449,531.9116467986013,260.43041297052844,107.89346597454362,57.56735185849702,241.35658267385207,132.5631924781536,338.73883745446136,140.01071387576025,138.16656614391198,291.65561883838274,184.04618985461232,142.8705707974879,226.05309110914635,767.3480305571911,132.17791040866092,81.70067319184095,589.157024909319,332.70256987285205,236.70445707675213,1367.3408499712132,974.9933333105412,567.6292804286967,985.4511657104069,306.9641672899298,744.7711057768017,368.67736572781354,121.99180300331658,938.2526312246612,287.4091160697586,333.1891354771341,296.3106478005811,348.50681485445875,156.86618501130192,94.67312184564318,67.55738301621814,141.08508071373103
10.3,0.9999999999999999,2314,2208,1080,760,193,15,11,3415,355,164,2896,3166,6581,15270.0,6366500.0,1084435.0,6581,576819.0,3492,6645,1672,520,55,2737,4754,791,253,2403,10938,7186,910,238,102,842,462,1760,549,551,1966,564,395,913,8741,234,165,7270,714,1105,732,14456,5290,1766,1440,8496,2647,431,13149,4107,2474,2686,2634,496,183,114,468,321.7219296224614,307.48658507323535,233.15659973502787,192.40841977418765,130.6139349380456,59.941638282582836,59.941638282582836,312.46599815019874,119.27698856024158,123.13407326974935,295.5367997390511,366.3495598468763,383.8945167620918,2066.764863258518,282101.8703163806,115746.39840185094,383.8945167620918,37501.73731975627,524.8085365159374,571.6065080105369,275.28712283722973,212.2851855405836,90.12213934433647,365.6104484283785,512.2909329668055,220.8030796886674,197.24857413933313,353.22797171232065,692.9927849552259,615.3844326922806,342.5113136817527,109.67223896684156,111.11705539655019,220.65357463680482,190.60430215501432,269.62937525425525,162.18199653475722,197.99242409748913,385.0337647531707,158.3256138469073,148.2329248176666,276.6604416970377,735.3237382269118,128.10152223919903,95.42012366372201,683.057830641008,247.96572343773644,356.1628840853578,1514.4797786698903,1081.8881642757722,533.5391269625875,963.2367310272174,322.5585218220098,734.2458716261195,428.54988041067054,161.6539513899985,1034.3983758687946,323.16868660190454,323.9428962024017,363.3373088467519,315.13806498104924,166.3099515964093,103.82677881933928,110.69778678907723,173.0173401714406
10.4,1.0,2349,2033,395,120,25,0,0,1572,127,62,1383,3350,4922,4853.0,1776400.0,282261.0,4922,202009.0,4124,2711,897,665,186,1832,2991,766,272,1598,7459,4219,456,119,0,406,135,1009,501,340,1517,296,565,834,5992,154,116,4176,485,583,526,8395,3395,1144,1294,5833,663,326,7018,1014,3908,2537,1435,0,0,23,927,424.55859430707557,429.2738053969751,180.8037610228283,87.86922100485471,51.85556864985669,33.941125496954285,33.941125496954285,345.02608597032196,95.25754563287887,70.68946173228369,332.5748036156678,451.57280697579654,397.7712910706352,508.4732048004103,222345.18294759616,37475.35456803578,397.7712910706352,21271.9565860783,615.3949951047701,485.68199472494354,305.6075915287446,349.46816736292305,188.2551460120015,393.0127224403811,579.5084123634444,395.1328890386119,162.36686854158393,423.86908356236603,715.0174823037546,525.4160256406346,289.68258490975944,119.97499739529064,33.941125496954285,222.37805647140638,101.06433594498111,310.0790221862808,230.62306909760784,191.89319946261776,355.8637379672169,140.98226838861686,343.12242713060886,322.8079924661098,730.0835568618156,106.53637876331258,98.17331613019904,524.8009146333493,267.3649191647999,307.2035156048837,1167.1820766272929,778.5724115328002,595.3066436719819,992.931518283109,331.4060952969936,722.2831854612151,227.06386766722704,205.45072401916718,773.6737038312727,228.67662757702195,417.95573928347966,438.9578567470914,357.69819680842676,33.941125496954285,33.941125496954285,48.75448697299563,329.300774368965
11.1,1.0000000009999999,3615,3205,855,681,152,0,0,2986,241,220,2525,5522,8508,18018.0,6436100.0,1070820.0,8508,675539.0,8214,5735,994,858,182,3768,6606,548,171,2477,13570,8546,679,304,19,1011,490,3063,515,575,3223,836,630,1277,12542,263,336,8171,1168,1144,1229,16717,6569,2504,3315,12388,1774,504,14448,3328,5180,4325,2528,729,74,58,794,372.63386856269517,363.835127495958,193.21490625725542,203.09849827115906,91.40568910084318,61.18823416311342,61.18823416311342,321.23511638673625,107.90736768172968,102.66937225872184,300.01499962501873,412.59544350368196,396.83623826460206,850.3916744653607,434320.84596643527,83777.48596729315,396.83623826460206,34436.23212548086,828.3248155162321,532.611490675896,221.8422863207103,254.7901096981592,110.67971810589327,436.01146773909517,658.0015197550839,174.51647486698783,181.29258120507856,375.2732337910606,786.3447081274217,660.9198135931468,205.69880894161736,128.5496013218244,67.08203932499369,242.47061677654884,182.49931506720785,381.8900365288416,162.79742012697866,191.98697872512082,480.3311357803073,198.87684631449685,201.34547424762246,239.64765803153597,846.1359228870974,133.31916591398252,179.91664736760745,678.5455032641511,276.5772948020137,285.24726116125987,1441.3025359028547,1022.1986108384222,578.5455902519697,1164.6566017500609,557.7445651909125,842.9893237758115,334.56837866122373,152.86268347768856,977.3919377608964,305.5339588327294,398.2825630127435,422.368322675837,328.0990704040473,193.7833842206292,75.43208866258443,85.3580693314932,192.85486771144772
11.2,0.9999999989999999,2689,2522,1142,644,268,57,88,2872,349,251,2272,4538,7410,16885.0,5829800.0,878988.0,7410,531431.0,8021,5884,1193,2703,211,3668,4472,639,212,2045,11036,8062,750,410,22,1187,327,2984,344,361,2305,637,562,1146,10818,223,310,9055,1290,3790,1207,17117,5052,2889,2681,10622,2019,585,12996,2914,4496,3229,2232,411,224,38,1276,319.88591716422906,274.2717630380495,199.34141566668978,145.8492372280363,114.6778095361086,74.57881736793632,80.73413156775763,223.9039972845505,99.3529063490344,103.94229168149026,199.39157454616782,342.4616766880639,345.63275307759824,1140.6414861822273,237383.23122326902,86798.36201219467,345.63275307759824,32541.475965296966,776.6260361332215,470.4083332595204,222.95515244102344,623.8020519363495,131.16020738013492,361.6890930066872,434.70794793746296,156.97133496278866,188.2817038376273,329.3706119252293,677.9321499973282,577.0329280032466,253.32192956789194,129.1743008496659,62.048368229954285,241.90907382733704,113.14592347937243,409.3421551709523,108.8806686239573,124.63546846704592,300.97175947254584,162.75748830699004,146.42062696218727,244.59967293518605,766.4939660558327,92.41753080449618,138.24254048591555,924.1152525524076,294.06461874900896,710.425928580876,1549.8012775836778,1099.6012913779248,469.50292863836324,967.7618508703471,364.156559737704,763.8848080699079,267.54625768266686,185.58017135459272,886.8083220177853,215.4947795191336,340.1514368630537,336.53231642741235,256.03124809288414,109.74971526158963,103.03397497913006,66.85057965343307,238.3904360497711
