neighborhood,portion,household_1_person,household_2_person,household_3_person,household_4_person,household_5_person,household_6_person,household_7ormore_person,household_family,household_female_family,household_male_family,household_married_family,household_nonfamily,household_total,median_gross_rent,median_house_value,median_household_income,occupied_housing_units,per_capita_income,population_19to34,population_35to64,population_65andover,population_asian,population_black,population_edu_advanced,population_edu_bachelor,population_edu_highschool,population_edu_nodiploma,population_edu_somecollege,population_edu_total,population_female,population_hispanic,population_industry_administration,population_industry_agriculture,population_industry_art,population_industry_construction,population_industry_education,population_industry_finance,population_industry_informatin,population_industry_management,population_industry_manufacture,population_industry_other,population_industry_retail,population_industry_total,population_industry_transportation,population_industry_wholesale,population_male,population_no_health_insurance,population_poverty,population_race_other,population_total,population_trans_car,population_trans_other,population_trans_public,population_trans_total,population_under18,population_unemployed,population_white,tenure_owner,tenure_renter,vehicle_1,vehicle_2,vehicle_3,vehicle_4,vehicle_5ormore,vehicle_no,household_1_person_margin,household_2_person_margin,household_3_person_margin,household_4_person_margin,household_5_person_margin,household_6_person_margin,household_7ormore_person_margin,household_family_margin,household_female_family_margin,household_male_family_margin,household_married_family_margin,household_nonfamily_margin,household_total_margin,median_gross_rent_margin,median_house_value_margin,median_household_income_margin,occupied_housing_units_margin,per_capita_income_margin,population_19to34_margin,population_35to64_margin,population_65andover_margin,population_asian_margin,population_black_margin,population_edu_advanced_margin,population_edu_bachelor_margin,population_edu_highschool_margin,population_edu_nodiploma_margin,population_edu_somecollege_margin,population_edu_total_margin,population_female_margin,population_hispanic_margin,population_industry_administration_margin,population_industry_agriculture_margin,population_industry_art_margin,population_industry_construction_margin,population_industry_education_margin,population_industry_finance_margin,population_industry_informatin_margin,population_industry_management_margin,population_industry_manufacture_margin,population_industry_other_margin,population_industry_retail_margin,population_industry_total_margin,population_industry_transportation_margin,population_industry_wholesale_margin,population_male_margin,population_no_health_insurance_margin,population_poverty_margin,population_race_other_margin,population_total_margin,population_trans_car_margin,population_trans_other_margin,population_trans_public_margin,population_trans_total_margin,population_under18_margin,population_unemployed_margin,population_white_margin,tenure_owner_margin,tenure_renter_margin,vehicle_1_margin,vehicle_2_margin,vehicle_3_margin,vehicle_4_margin,vehicle_5ormore_margin,vehicle_no_margin
3.2,1.0,364,133,53,46,0,0,1,155,27,5,123,442,597,1545.0,611900.0,86989.0,597,64660.0,342,568,65,33,21,78,289,107,74,301,849,464,117,15,7,121,39,154,18,10,120,74,6,93,763,53,53,591,136,169,156,1055,404,138,183,725,80,28,845,244,353,279,156,30,11,0,121,72.86288492778748,55.344376408086845,37.322915213043046,31.575306807693888,24.000000000000004,24.000000000000004,21.633307652783937,47.38143096192854,29.546573405388315,13.892443989449804,43.86342439892262,77.33692520394123,75.6042326857432,142.8355697996826,51012.2915580157,26159.797438053683,75.6042326857432,8270.130954223156,112.07586716149022,118.41874851559614,54.662601474865795,60.40695324215582,19.235384061671343,40.607881008493905,79.81227975693966,56.13376880274475,67.512961718473,80.50465825031493,125.25573839150046,95.46203433826454,95.75489543621255,22.135943621178654,23.515952032609693,60.04165220911229,45.96737973824482,60.28266749240614,27.01851217221259,20.39607805437114,63.97655820689325,40.69397989875161,23.065125189341593,45.265881191025095,151.71684151734772,37.376463182061514,37.17526059088222,112.37882362794157,60.74537019394977,66.29479617586888,226.92509777457406,161.15210206509875,107.54068997360952,222.64321233758733,119.07980517283357,154.35349040433132,51.41011573610781,21.400934559032695,146.64924138910504,57.0087712549569,73.60027173862879,76.2102355330306,54.54356057317857,23.769728648009426,20.808652046684813,24.000000000000004,53.25410782277739
3.3,1.0,367,463,78,110,46,5,0,431,123,0,308,638,1069,4072.0,1070200.0,264559.0,1069,119502.0,973,1252,334,585,292,325,645,410,340,516,2236,1011,329,68,10,323,39,227,93,78,295,84,132,179,1629,76,25,1821,598,576,488,2832,829,438,440,1707,273,132,1467,557,512,497,314,77,34,9,138,82.68010643437755,97.60635225229963,44.11349000022556,57.62811813689564,35.05709628591621,28.000000000000004,29.39387691339814,79.21489758877429,57.34980383575867,20.784609690826528,68.4178339323893,98.01020355044673,99.40321926376429,423.5445667223226,43215.05942377032,71597.52723383678,99.40321926376429,20309.77395245944,182.36227680087785,225.7122061387022,95.90620417887469,138.173803595327,188.16216410320115,87.93179174792242,180.16936476548946,140.88647912415158,130.8816259067712,130.42622435691374,317.9308100829487,132.5481044753187,152.43031194614804,42.32020793899766,36.0,116.15076409563562,45.221676218380054,64.31174076325411,55.6327241828045,36.02776706930364,86.85044617041412,45.46427168667722,64.10928169929842,62.23343153000644,199.7223072167954,92.1845974119321,31.11269837220809,302.67309097440426,224.41256649305538,160.22172137385118,465.397679409771,337.9659746187477,123.02032352420473,288.0277764383151,138.37629854855925,220.63091351848226,91.15371632577578,71.5122367151245,218.80813513212894,73.98648525237566,94.26558226627574,102.36698686588367,77.88452991448301,35.679125549822544,36.0,30.265491900843113,64.48255578061404
3.4,0.9999999989999999,1155,934,775,860,395,287,214,3279,915,334,2030,1341,4620,8338.0,3000600.0,405473.0,4620,212944.0,3100,6051,1946,7573,4168,614,1689,2568,3090,1990,9951,7474,849,303,24,1139,191,1450,230,117,545,663,419,800,6596,485,230,7636,2703,3945,1271,15110,4429,426,1521,6376,4013,682,2098,2497,2123,1600,1368,627,311,58,656,208.03124765284662,184.64831437086016,170.859591477915,181.81034074001403,126.80693987317888,115.1911454930456,91.52048950918041,256.7703253882738,196.44337606547083,117.01709276853532,226.67818598180108,215.466934818315,277.89386463180506,1328.271056674804,167026.64213831277,67686.80915067573,277.89386463180506,20635.895788649446,414.0289844926319,525.0380938560554,264.3179903071299,909.2700368977304,873.800320439401,165.33299731148648,300.29319006597535,375.0906557087233,435.704027982299,328.4920090352275,734.4249451101181,687.1011570358472,365.6501059756444,113.85517116055817,56.61271941887264,223.50838910430184,93.71766108903914,252.37472139657729,121.58536096093148,69.28203230275508,158.47712768724702,180.41895687537937,166.37608001152088,212.6687565205571,623.3129230170027,148.72457765951128,101.06433594498111,669.0433468767177,505.6441436425423,920.2396427018343,1780.3395743509159,1184.3187915422097,486.30031873318774,828.0839329439981,279.23824952896405,609.311906990172,476.9381511265376,170.11760637864617,420.355801672821,224.7865654348587,243.41733709824368,251.7796655808407,212.63583893596112,155.03225470849608,105.59356040971439,58.29236656715869,167.42162345408076
3.5,0.9999999999999999,570,915,491,488,222,51,246,2043,290,160,1593,940,2983,8440.0,2337500.0,481755.0,2983,195975.0,2667,4320,1391,5697,1167,619,1717,1280,1884,1921,7421,4624,771,159,16,1046,158,939,244,131,639,478,331,525,5202,426,110,5305,1520,1461,914,9929,3761,430,947,5138,1551,566,2151,2072,911,929,1055,445,249,79,226,133.62634470792054,175.00857121866918,141.742724681022,122.45407302331759,105.18555033843764,54.194095619356915,109.64488132147346,207.4198640439242,96.70573922989266,63.49803146555018,198.3027987699619,180.88946901353876,218.12611031236037,678.5845562639928,87607.8007713925,71828.64040896222,218.12611031236037,18994.600943426,369.58354941744903,518.4727572399538,230.24986427791873,912.7294232136926,396.83371832544674,150.1399347275734,350.8290181840721,244.48721847982156,412.42090150718593,315.76415249359763,878.7081426730948,529.6036253652348,565.0707920252116,79.39143530633515,50.47771785649586,314.2594469542642,94.99473669630333,180.9834246554087,94.64671151181112,81.17881497040962,182.27177510519834,137.793323495734,132.53678734600442,141.5450458334731,721.6120841560236,167.99107119129874,70.9929573971954,730.0541075838146,418.87468293034857,504.97029615612047,1585.4217104606585,1134.7801549198857,635.380988069363,978.7318325261523,232.26062946612367,707.2920189002559,265.0339600881366,257.01945451657934,485.0608209286749,188.65577118127078,209.51133620880756,177.62601160866052,191.59331929897763,117.11105840184351,114.38094246857735,73.91210996852952,94.48809448814173
3.6,0.9999999989999999,1767,1868,976,780,241,89,94,3429,745,386,2298,2386,5815,11277.0,4438400.0,714587.0,5815,359315.0,3904,6110,1923,4941,2147,1329,2887,1623,2331,2645,10815,7547,1912,338,13,1727,377,1485,453,358,1179,675,661,769,8457,355,67,7247,2248,2277,1867,14794,4848,1322,2120,8290,2857,312,5839,2626,3189,2275,1635,522,162,66,1155,270.2831848265815,278.65390720390053,215.96064456284623,216.15272378575293,112.31651704001509,87.88629017087932,83.55237878121724,342.70978976387585,190.4074578371341,162.81277591147446,281.93970986719836,289.03460000491293,366.251279861245,803.8239857083141,279135.8480632683,108633.08884957658,366.251279861245,27835.791222812404,486.30648772147794,545.9148285218125,339.8896879871468,762.6958764802653,443.3497490695128,225.426262888777,404.99629627936105,397.35626332046155,450.7061126721047,382.0222506608745,796.919067408981,667.215107742623,693.4493492678466,120.37856952132302,61.61168720299745,369.4725970894188,170.0294092208757,256.1620580804269,166.34602489990556,128.2107639786925,232.09480821422954,200.39211561336438,181.67003054989559,181.8240908130713,809.343561165467,136.2974687952788,65.93936608733814,683.7207032114795,500.77140493442715,536.4736713017704,1665.9171648074223,1172.9531107422836,572.0917758541893,1060.0330183536737,388.85987193332255,803.2241281236514,440.90588564908046,123.60016181219181,788.1605166461969,260.36512823340996,342.5697009369042,320.2296051273211,249.97199843182435,149.7431133641878,94.36630754670864,71.99305522062528,242.96501805815586
4.1,0.999999999,1602,1947,749,572,638,129,249,3810,1264,287,2259,2076,5886,14918.0,3985500.0,783945.0,5886,359558.0,4094,6835,1834,4918,4533,1141,2278,2478,2172,3113,11182,8837,2346,395,54,1070,307,1853,318,116,742,820,564,1012,7866,576,39,8000,2255,4312,2160,16837,5931,328,1327,7586,4074,801,5226,3400,2486,2383,1835,903,166,199,400,273.61651996909836,311.5333048006264,204.98536533128407,180.09719598039277,220.83704399398212,89.46507698538016,138.77319625922004,376.0864262373743,270.5180215808182,140.76221083799445,301.1195775767494,304.218671353354,423.3709956999889,1732.8537156955863,252726.00528437906,85768.170104066,423.3709956999889,38954.74126470358,584.4792554060409,622.7792546320084,305.9313648516608,1080.5225587649709,1024.3148929894558,261.5434954266689,391.64014094574117,431.96180386696227,455.21094011458024,437.8675598854064,952.126567216775,936.4731709985076,771.4583592132501,141.67215675636479,103.47946656221222,310.5575631022371,132.23842104320514,361.3488619049464,131.64345787011217,88.27230596285564,236.30911958703584,238.88700257653198,191.3112646970899,270.8043574243221,779.223972937178,172.74258305351347,66.55824516917495,925.5895418596733,501.50074775617236,1193.4776914546833,2415.512988994263,1702.3983082698362,678.8409239284267,1060.0957503923878,296.7355725220689,758.2387486801239,615.7475131902686,293.2285797803481,848.4061527358226,313.3193259280378,381.2754909510969,377.94973210732667,312.4947999567353,220.77363973083382,92.67146270562476,112.39217054581694,157.01273833673497
4.2,1.0,2237,2456,881,768,500,115,127,3799,983,271,2545,3285,7084,14093.0,5129600.0,789990.0,7084,444111.0,4381,8307,2335,4936,4613,2094,3051,2805,2011,4006,13967,9355,1304,433,7,1537,426,2730,270,186,1480,660,474,774,9690,499,214,8868,1997,3188,1590,18223,6590,1203,1616,9409,3200,1059,7084,3700,3384,2987,2257,659,221,107,853,377.56059116385546,345.1738692311456,200.4195599236761,204.76327795774318,150.7348665704123,92.10320298447823,107.08407911543154,355.19149764598814,224.30782420593357,103.76897416858277,307.6524012583032,418.7051468515762,455.2636598719472,1632.0242032519004,256849.42480371648,105116.60082498862,455.2636598719472,38229.953845119926,555.2584983590976,710.1218205350402,353.7188148798421,792.9823453268049,1013.6710511798194,333.49062955351536,408.7774455617629,454.1343413572684,384.0455702127027,560.6308946178403,1036.8982592327948,828.3706899691707,390.59057848340376,187.59530910979623,63.69458375717672,318.913781451978,201.96039215648202,399.06390465688577,136.22775047691275,95.55103348473003,292.1010099263609,176.6097392557953,187.18440105949,229.53866776645714,853.2502563726541,191.2589867169645,116.14645926587689,789.9860758266566,422.82738794926706,640.8463154298385,2030.3039181363956,1393.65705968147,634.4635529327118,1088.8760260011238,336.55163051157547,818.4375357961046,435.0540196343438,285.50306478214907,723.5357627650482,331.15706243412654,398.1457019735363,405.4639318114498,325.0538416939569,182.808643121708,112.33432244866215,87.46999485537883,241.3607258855508
4.3,1.0,986,1114,535,343,203,57,145,2139,307,181,1651,1244,3383,9272.0,3460400.0,593309.0,3383,310882.0,2094,3902,1265,1933,1052,1526,1850,976,962,1240,6554,4894,985,153,44,478,80,1235,438,169,864,388,278,579,4956,167,83,4356,973,1352,1050,9250,3585,602,686,4873,1989,269,5215,2336,1047,1093,1464,429,73,20,304,164.96666329898292,176.34908562280668,113.70576062803502,110.62549434917794,89.19080670113934,67.26812023536856,86.43494663618414,202.3660050502554,106.14612569472331,98.44795579391175,178.45167413056117,169.9382240698072,215.63394908965518,1336.4396731614936,175217.1212638765,67982.54961385312,215.63394908965518,34719.374115902494,315.7150614082261,347.5471191076111,196.9949237924673,546.1849503602236,264.8527893000185,214.29419030855692,225.03333086456325,224.12942689437278,296.56871041969345,203.12557692225764,527.0635635291061,482.7338811394949,472.76526945197656,68.93475175845634,65.30696746902278,154.24655587727074,58.77924803874238,192.57985356729296,115.52488909321661,83.09031231136396,163.5817838269286,105.35179163165665,87.19518335321051,161.95987157317703,455.4788688841668,98.20386957752733,61.27805479941412,529.1256939518247,322.05744829145,582.0300679518198,1250.7777580369745,864.1273054359525,386.56564772364345,621.5368050244491,181.78008691823206,451.47646671781246,285.3944638566067,92.70382947861431,670.2715867467455,172.3745920952389,181.20982313329483,178.3423673724222,189.8736421939601,117.49893616539683,58.36951259004996,50.15974481593781,115.58114033007288
4.4,1.0,764,869,500,313,49,0,82,1450,234,216,1000,1127,2577,2743.0,2081100.0,338741.0,2577,243138.0,1162,3039,834,597,1253,1293,1405,605,428,886,4617,3365,267,138,42,286,192,796,128,178,610,206,175,284,3223,134,54,2936,495,1015,391,6301,2133,443,559,3135,1266,339,4060,1794,783,1051,1062,163,33,21,247,179.6914021315433,201.61349161204464,167.02694393420484,136.52472303579304,46.88283267892417,33.941125496954285,76.13803254615921,215.9513834176572,126.95668552699381,110.57576588023255,196.66977398675172,196.2065238466856,221.912144778063,541.4323595796616,245869.11648883435,76441.61558339803,221.912144778063,43636.00079063158,322.4143297063578,394.7733526974687,219.78170988505846,319.8280788173546,511.6385442868823,236.37681781426878,289.47711481220756,265.7084868798887,180.41618552668717,249.45941553687646,543.8547600232989,476.3297177376192,136.55035701161677,79.80601481091509,47.085029467974216,145.6262339003519,126.36850873536493,236.86071856684046,76.62897624267207,105.76861538282516,167.4007168443433,131.293564198707,88.37986195961157,117.45211790342479,429.99302319921424,100.70749723828906,63.702433234531945,447.35779863549936,259.3993060900511,411.2055447096987,1157.9265952555024,814.7159014036733,340.45704574879926,593.5166383514451,255.69122002915938,413.488814842675,284.8455721965852,211.74985242025554,559.4354296967614,187.9308383421944,199.88496691847539,242.39224410034248,208.9712898940905,77.63375554486592,47.07440918375928,45.79301256742125,110.20435563080073
5.1,0.9999999990000001,1176,1514,799,582,122,38,0,2502,498,102,1902,1729,4231,10313.0,5095200.0,887228.0,4231,561278.0,2115,4655,1564,868,1519,2660,2716,623,323,1372,7694,5303,580,256,17,499,132,1514,320,222,1476,377,244,507,5782,117,101,5024,609,683,1759,10327,3819,1013,844,5676,1993,189,6181,2645,1586,1487,1969,336,124,0,315,259.55538907909425,270.2868846244671,212.43116532185195,177.79763777958357,80.95677859203639,57.00000000000001,48.00000000000001,303.39248507502623,177.451401797788,84.00595217006948,268.88473366853685,299.9783325508694,327.9542651041453,2069.3436157390584,403497.13507657027,174987.98237593347,327.9542651041453,72531.55216180059,418.3909654856328,525.5378197618131,291.75846174532796,271.9669097519035,485.00103092673936,412.80382750163545,404.7332454839854,224.16957866757926,199.9774987342326,297.7028720049573,665.3908625762756,568.6176219569703,314.18784190353387,99.26731586982696,53.25410782277739,181.0524785801067,109.27945827098522,300.59274775017445,139.11865439257238,122.40098038823056,309.4608214297894,177.60349095668138,144.5060552364502,218.74871428193583,633.1366361220934,85.77295611088614,75.55130707009641,579.793928909229,232.64995164409555,280.1535293370405,1267.0268347592328,943.3313309754956,493.38119137235054,838.5266841311611,246.09754163745723,631.7736936593673,368.11139618327496,102.05880657738459,637.4096014338033,266.9194635091267,307.0455992193993,284.0246468178422,302.2002647252315,121.17755567760888,78.51114570556209,48.00000000000001,178.56651421809187
5.2,1.0,905,483,215,106,14,0,19,582,100,44,438,1160,1742,2117.0,627000.0,92683.0,1742,66167.0,1010,1252,742,956,766,507,663,504,443,596,2713,1729,93,66,0,243,39,339,76,61,382,92,142,269,1838,86,43,1749,434,848,356,3478,997,373,467,1837,474,81,1400,486,1256,919,312,33,9,0,469,147.4347313220328,115.36030513135789,94.9789450352024,55.33534132902769,27.49545416973504,24.000000000000004,36.49657518178932,115.27792503337315,52.009614495783374,41.7612260356422,103.58571330062848,158.83639381451596,137.3608386695422,333.86524227598176,72776.05404252143,15610.909806926693,137.3608386695422,6819.509953068476,205.3484842895121,216.94469341286043,147.20733677368122,184.22811946062956,259.9423012901132,123.93143265531953,163.35544068074378,145.89722409970656,141.15239990875108,148.9798644112687,256.9708154635464,255.32724100651697,72.069410986909,45.78209256903838,24.000000000000004,106.23558725775464,45.78209256903838,93.69098142297368,38.97435053981015,38.71692136521188,108.1711606667877,56.17828762075256,96.5090669315583,111.63780721601441,268.40454541605664,52.58326730053963,39.20459156782532,216.8893727225933,167.05986950791024,272.3361892955103,557.6280122088559,356.29903171353135,209.11719202399405,365.11641978963365,136.8575902169843,266.1766330841233,146.78215150351218,48.02082881417188,287.2107240337658,90.44335243676011,135.66502865514016,137.22244714331543,98.96969233053117,33.0,25.059928172283335,24.000000000000004,110.82418508610833
5.3,1.000000001,3313,2944,1265,673,260,150,60,3349,622,282,2445,5316,8665,16198.0,6266800.0,1138332.0,8665,681360.0,8264,7033,1597,1465,3020,3290,5634,1302,817,3546,14589,9431,1400,360,63,1318,277,2948,698,405,3002,865,672,1320,12485,396,161,10215,2112,2694,1756,19646,5548,3489,3262,12299,2752,780,13405,3651,5014,4159,2218,507,155,51,1575,327.7254948886339,328.9878417206326,250.9760944791356,151.98355174162762,128.31211945876353,115.82745788456207,73.58668357794092,310.02257982282515,171.75272923595713,145.5712883778941,265.0603704818961,367.5051020054007,377.08221915120845,809.8024450444689,283905.4040397963,114655.37121304,377.08221915120845,53905.00995269364,844.7810367189832,554.3933621536246,301.39343058533973,370.82475645512125,802.4250743838953,400.78797387147233,608.3674876256948,300.81555810828667,287.2072422485199,435.98623831492665,881.3308118975531,736.4557013154288,451.99446899270794,150.3096803269836,73.47108274688756,304.55213018463684,129.8961123359741,352.66272839640993,190.84810714282708,126.66096478394597,388.84187017346784,233.93802598124142,236.95569206077326,285.69739235771823,895.205004454287,175.681530047982,96.37945839233586,812.2955127292038,465.4363544030483,620.6810775269373,1806.4362706721763,1220.408128455395,588.9906620651977,1158.8062823440337,454.6031236144336,888.401936062726,395.08100435227203,299.5730294936445,996.2022886944197,281.092511461974,373.76463182061514,392.27796267442807,289.20580907028824,151.94077793666847,93.9734004918413,75.49172140042907,250.27784560364108
6.1,1.0,5102,2585,509,63,8,10,0,1754,191,176,1387,6523,8277,11655.0,3413300.0,501669.0,8277,431047.0,8469,4321,2632,2402,1557,2491,3635,1371,1027,2993,11517,6908,1350,219,75,978,244,1984,583,315,1692,384,421,1187,8331,202,47,8953,1606,3033,1624,15861,2471,4161,1556,8188,439,583,10278,1371,6906,3627,785,44,7,61,3753,355.60089988637543,300.08498796174393,171.62459031269384,62.07253821135398,56.28498911788116,57.271284253105414,56.28498911788116,232.17881040267218,95.0789145920377,110.53958566956908,198.09593635408072,369.4563573684989,355.73726259699026,952.4001259974717,442612.1007518886,49274.277579686546,355.73726259699026,32455.140763829695,649.2095193387108,458.6589146631732,319.2428542661527,419.59265961167625,316.6749121733517,367.18660106272944,373.7004147709767,253.39100220805,258.6580754587028,377.7168251481525,638.050938405391,558.6958027406328,405.32086055370996,91.96738552334736,99.42333730065593,274.2626478396211,162.52384440444422,308.73775279353185,171.53133824464845,115.20850663036997,280.8540546262418,115.50324670761424,134.02238618977054,263.6873148257231,637.1538275801221,116.30563184988077,61.78996682310163,638.9522673877916,404.4440628813829,454.55692712794513,1264.0063290980786,886.3582797040934,371.4175547816769,801.9201955307025,316.8311853337673,636.1941527552733,165.96083875420732,184.2226913276429,731.9426207019236,183.4638929053889,365.8059594921876,336.9985163172087,181.43042743707574,62.90468980926621,56.28498911788116,80.14362108115655,340.36891749982107
6.2,1.000000001,9288,4753,582,143,76,0,0,2666,395,102,2169,12176,14842,18243.0,6171100.0,854580.0,14842,760368.0,12178,7655,1373,2629,1137,4363,7509,1173,359,5041,18445,9672,1412,455,38,2259,229,3295,1416,893,3995,1011,539,2281,17027,363,253,12467,2152,2985,1970,22139,5055,6918,4781,16754,933,734,16403,2815,12027,8224,1244,50,58,10,5256,692.6146114543066,559.6588246422994,254.78225997898676,126.65701717630967,81.71903083125741,65.72670690061994,65.72670690061994,416.2210950925001,151.33406754594287,97.75990998359194,383.6456698569658,719.8937421592161,702.3296946591394,697.3177181170718,544670.785009624,89382.17010120083,702.3296946591394,48916.68777625893,1058.2608374120248,799.0012515634753,320.97040362002224,532.7372710820973,353.9562119810867,559.191380477203,730.8412960417603,300.679231075244,241.53260649444414,777.6438773628968,1191.4973772526737,789.4599419856589,528.9404503344398,206.23772690756655,77.17512552629896,509.0756328876879,176.77669529663686,497.96787044948996,347.76141246550054,268.3412007128239,553.8212708085524,258.66194153759847,177.9100896520487,418.83648360666956,1100.379479997696,171.8865905182833,144.7653273404927,938.213195387914,544.8981556217639,561.7962264024208,1835.4165739689722,1296.805305356205,646.0015479857614,1390.5621165557475,607.4067829716754,1071.168520822004,310.2434527915134,275.0309073540645,1130.467160071446,381.8101622534424,713.9719882460375,717.0125521913825,303.8453554030405,93.22016949137134,110.79711187571633,68.26419266350405,566.3311751969867
6.3,1.0,1185,847,193,160,27,22,0,912,32,87,793,1522,2434,4972.0,2488400.0,384569.0,2434,286789.0,1321,2068,476,215,20,1506,1164,143,69,745,3627,1871,125,98,0,283,208,667,231,38,840,190,53,281,3024,114,21,2578,376,223,142,4449,1515,979,439,2933,584,185,4072,1047,1387,1366,602,125,9,20,312,222.47247020698987,181.40837907880663,117.14520903562381,83.94045508573325,41.30375285612676,43.312815655415434,29.39387691339814,178.88543819998318,40.70626487409524,88.63972021616495,155.7979460711854,218.46967752985768,241.805707128678,2097.711610302999,485378.8034144054,127393.16798792627,241.805707128678,48476.297311160226,291.30911417255726,366.9345990772743,139.5313584826006,113.38430226446692,33.301651610693426,294.0612181162283,235.63106756113464,82.16446920658589,107.5592859775482,274.6634304016463,445.87330038924733,287.5465179757877,76.6550715869472,66.61831579978586,29.39387691339814,190.13153341831543,143.75326083258076,193.34425256521075,149.95332607181476,49.47726750741192,202.90145391297716,91.4330356052997,47.70744176750625,115.1477311977965,433.45818714150505,85.58037158133867,41.7612260356422,411.031628953296,188.82531609929848,116.74759098157016,779.3933538336082,554.8702551047406,294.51315760081076,541.7425587859975,138.03260484392808,433.2366558822095,198.2498423706813,90.60905032059435,534.4230533949673,171.93021840269964,221.23290894439734,247.46312856666142,157.34039532173549,70.09279563550022,31.76476034853718,40.24922359499621,127.02755606560335
6.4,1.000000002,1162,1251,374,388,104,0,8,1438,117,96,1225,1849,3287,10022.0,4134800.0,691679.0,3287,399953.0,2197,3083,702,526,396,2013,2185,358,81,860,5497,3470,271,170,41,239,89,1234,194,229,1218,244,171,437,4394,59,69,3742,270,493,345,7212,1990,1247,1114,4351,1230,199,5945,1678,1609,1453,1058,175,53,0,548,179.0809872655386,182.18122845123204,107.92126759818937,99.35793878699377,53.38539126015655,41.569219381653056,41.569219381653056,167.02993743637697,54.46099521676041,67.45368781616021,156.35856228553652,205.9684441850256,201.24611797498108,705.5118709135942,261030.19008727706,39173.98652167022,201.24611797498108,44017.55285110702,309.34770081576494,293.27461533518374,176.87848936487444,149.4489879524114,215.4158768521949,260.2921435618063,258.940147524481,146.0719001040241,118.84864324004712,171.11107503607124,385.11686537984804,309.4640528397442,97.59098319004681,101.48891565092221,62.35382907247959,101.45935146648632,61.58733636065129,183.2184488527288,74.43117626371358,77.54353615872827,200.08997975910736,96.6385016440135,72.52585745787498,127.8632081562167,332.6409475695979,48.342527861087284,49.79959839195493,349.8385341839861,128.49124483792662,141.2657070912824,726.9043953643422,501.66124028072966,250.42164443194602,473.3032854312338,224.71092541307377,332.8813602471607,201.43733516902967,79.04429138147802,456.055917624144,154.5897797398004,184.3827540742355,207.30894819085836,147.57371039585607,71.23201527403249,50.28916384272063,41.569219381653056,129.9230541512937
6.5,1.000000001,959,975,223,261,60,0,0,1350,68,29,1253,1128,2478,4102.0,4261400.0,585775.0,2478,443748.0,595,2130,1409,303,67,1668,1408,138,30,668,3912,2529,127,48,27,244,69,683,241,28,532,151,58,243,2407,50,33,2459,72,189,280,4988,1604,520,258,2382,854,155,4338,1518,960,904,1174,236,49,13,102,241.29235379514205,187.40064034042146,95.22079604792222,97.06698717895802,49.51767361255979,33.941125496954285,33.941125496954285,175.29974329701685,49.9799959983992,39.20459156782532,172.12204972053988,245.27943248466636,248.93774322107123,1330.5461284750709,757921.8734625621,141990.49540374172,248.93774322107123,74788.94572729315,173.5280957078709,307.2783754187723,258.10850431553,191.4236140083036,87.69264507357501,303.2985328022541,262.36615635405417,93.3702308018996,97.56023780208821,194.44279364378613,380.1696989503503,286.155552104096,114.38968484964018,48.80573736764972,43.93176527297759,110.74294559925703,62.49799996799898,163.49617732534298,111.50784725749126,39.1279950930277,158.117045254457,97.86214794290997,59.00000000000001,125.61448961007642,302.2680929241457,51.78802950489621,43.37049688440288,307.64752558731885,70.88723439378913,116.05171261123206,715.4662815255517,486.55215547770416,278.2570753817412,431.53099541052666,139.64956140282,298.8143236192,201.23369499166884,116.23252556836232,480.4435450705941,183.75799302343287,211.20132575341472,207.91103866798417,204.67290978534507,89.21883209278185,49.28488612140643,37.52332607858744,74.83314773547883
7.1,1.0000000009999999,1709,1870,408,373,135,24,0,2125,255,121,1749,2394,4519,9913.0,5058900.0,716172.0,4519,496919.0,3337,3361,1285,621,148,2735,2954,365,69,915,7038,4672,423,135,0,455,27,1532,541,265,1680,383,329,468,6120,93,212,4610,393,403,622,9282,3413,1337,1236,5986,1299,111,7891,2385,2134,2124,1730,339,9,34,283,238.68179654091765,251.96031433541273,111.57508682497182,101.46427942877237,78.49840762716146,45.5411901469428,44.8998886412873,210.4780273567766,108.99082530194916,71.54019849007969,190.30764566879597,261.57981573508306,269.56817319557587,1691.8584456153535,327052.5561542059,71758.98417619916,269.56817319557587,52173.909763405696,467.2065924192423,335.42659405598715,218.4651001876501,188.23389705363908,94.46692542895634,313.4405844813336,397.7034070761778,131.62446581088182,128.9224573144648,205.83974348992956,483.7840427298114,408.49847000937467,170.8683703907777,85.18802732778826,44.8998886412873,156.17298101784445,49.49747468305833,231.55560887182153,157.03821191035001,105.92922165295089,287.08012818723626,130.42622435691374,149.94999166388772,142.2814112946593,526.2736930533389,66.04543890383347,120.81804500984113,397.90325457326935,157.3276835143771,147.3499236511509,871.9030909453184,616.9870338994167,383.7903073294061,698.7166807798422,262.25750704221986,521.6617678151237,220.90043005843154,68.31544481301428,578.9525023695812,201.42492397913423,256.8014797465155,273.60555549915284,216.3862287669897,116.02585918664857,46.130250378683186,51.51698748956503,120.27884269479816
