gis_id,public_health,farmers_market,parks,libraries,community_centers,emergency_hub,tree_rel_area,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,transitscore,total_bikelanes,avg_driving_time,avg_transit_time,sidewalk_availability,num_units,num_permits,total_value_permits,walk_time_lib,tran_time_lib,walk_time_slc,tran_time_slc,enroll_elem_df,math_perc_elem_df,reading_perc_elem_df,isa_perc_elem_df,s_per_t_elem_df,fam_sat_elem_df,stu_sat_elem_df,red_lunch_elem_df,enroll_ms_df,math_perc_ms_df,reading_perc_ms_df,isa_perc_ms_df,s_per_t_ms_df,fam_sat_ms_df,stu_sat_ms_df,red_lunch_ms_df,enroll_hs_df,math_perc_hs_df,reading_perc_hs_df,isa_perc_hs_df,s_per_t_hs_df,fam_sat_hs_df,stu_sat_hs_df,red_lunch_hs_df
530330016003,3.519192911,2.508692955,0.242097993,1.838730155,1.022574057,0.501397359,0.001013612,0.007905193,2.48E-05,112,35,79,66,53,0.013508005,23,61,0.04381548,54,86,26171831,29,16,67,32,294,0.713533333,0.81977,0.96036,16,0.848,0.597,0.09864,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017011,2.289560772,1.656303348,0.337060759,0.558593163,2.067020586,0.337245591,0.001143942,0.005122679,2.61E-05,93,32,89,76,55,0.031496129,19,59,0.066234574,145,71,13201743,10,10,57,41,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017012,1.735266728,2.044403347,0.341031256,0.945633595,2.477056185,0.330439414,0.001430964,0.002293666,1.05E-05,91,33,81,76,56,0.01816245,19,60,0.030541404,81,84,17724975,13,8,46,32,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017013,1.41897452,2.736337723,0.886593977,1.629116968,2.494795085,0.170304985,0.000670919,0.001594985,7.25E-06,99,34,79,71,56,0.018591418,20,61,0.013667893,0,50,5488558,21,10,38,26,383,0.429936667,0.518276667,0.94808,16,0.912,0.554,0.48042,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017021,1.847314545,2.436218697,0.470589202,1.323149772,2.499675975,0.620626515,0.001444279,0.005200958,3.02E-05,101,33,79,67,55,0.022063824,20,60,0.027910816,139,57,22305999,19,9,46,29,383,0.429936667,0.518276667,0.94808,16,0.912,0.554,0.48042,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017022,2.947004665,1.991836981,0.522843991,1.167821093,1.364437773,0.496009861,0.001933469,0.002585309,1.31E-05,102,39,83,68,56,0.011010698,21,60,0.025092001,0,69,9721299,19,14,61,32,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017023,2.728905454,2.358341614,0.418333258,1.409853111,1.688511228,0.366487128,0.001111428,0.002184891,1.36E-05,107,43,74,55,55,0.012141681,21,59,0.021661483,131,51,25834847,24,19,56,27,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330017024,2.222247955,2.339130767,0.388082814,1.264272961,2.139549831,0.588663328,0.001470377,0.000776042,3.61E-06,104,35,78,66,54,0.015695685,20,60,0.014607044,0,55,6295354,21,14,51,29,383,0.429936667,0.518276667,0.94808,16,0.912,0.554,0.48042,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330018001,1.31713968,2.231963609,0.49089214,1.499749731,1.673839618,0.566259695,0.002339336,0.002444916,1.46E-05,79,31,59,62,61,0.03437015,17,58,0.15669216,23,59,67713072,26,16,37,20,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330018002,1.680929517,1.792759812,0.477951743,0.950739804,1.763858241,0.451024805,0.000631965,0.002747729,1.08E-05,79,26,83,69,55,0.008978047,17,53,0.068091177,338,39,15343497,17,10,44,26,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330018003,1.461305862,2.070809196,0.403014579,1.081343025,2.139382089,0.356386874,0.000978859,0.002184046,8.26E-06,85,27,80,70,57,0.006213365,18,55,0.107665194,51,54,29037784,18,14,41,26,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330019001,0.872456603,3.129057699,0.557697496,0.846196119,2.126211497,0.414465247,0.003789763,0.018621442,6.54E-05,86,20,62,69,61,0.034772158,19,59,0.067718384,0,109,46518663,15,9,23,20,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330019002,1.628271943,3.187563442,0.748618771,1.262174061,1.737774679,0.753972528,0.001843829,0.002241687,2.46E-05,70,26,67,72,61,0.033928148,17,63,0.116093267,20,107,18204601,17,15,29,15,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330019003,1.490325964,2.60053356,0.906548892,1.307363329,1.426583942,0.372230298,0.002224113,0.001646726,9.94E-06,74,28,50,54,59,0.015125236,18,64,0.067421332,0,59,8331804,23,16,33,24,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330020001,2.287096281,3.00240617,0.381057867,1.664312204,1.919069387,0.676318247,0.001621886,0.001179829,9.16E-06,67,24,76,56,50,0.015713627,17,57,0.045052581,0,75,20791406,29,18,32,21,232,0.499683333,0.513266667,0.95666,13,0.799,0.553,0.31034,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330020002,1.764306647,2.583508972,0.455821157,1.052259243,1.821141775,0.764148861,0.000778907,0.000765152,6.16E-06,73,24,78,57,57,0.006759236,17,63,0.010471542,0,35,3489630,18,16,36,27,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330020003,1.99844397,3.031966891,0.515524022,1.439759158,1.933702193,0.63082854,0.002639173,0.004176178,3.00E-05,67,24,67,74,56,0.021863448,17,60,0.115962102,0,40,2904879,23,13,27,16,232,0.499683333,0.513266667,0.95666,13,0.799,0.553,0.31034,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330021001,3.239470049,2.619582879,0.446391337,2.061322556,1.092003472,1.083033253,0.002562668,0.002899619,1.44E-05,71,24,65,72,46,0.016539083,19,67,0.018784002,0,72,9444735,29,10,24,12,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330021002,2.713150941,2.472066264,0.419579204,1.904051215,1.162178257,1.099722884,0.002271475,0.001239981,9.49E-06,66,32,58,55,49,0.006176293,18,65,0.013827607,0,39,7220420,37,30,30,20,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330021003,2.924974943,3.033279582,0.679132065,1.805428029,1.661408925,0.540565934,0.00392012,0.003242015,1.90E-05,58,33,60,60,50,0.009981673,18,62,0.082044396,215,67,36470811,28,18,22,18,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022001,3.868361956,2.262932918,0.552666697,2.289496653,0.762395144,1.808916172,0.003296012,0.001620043,8.90E-06,90,34,35,55,41,0.017938184,21,73,0.033912733,0,63,7076611,40,19,43,23,389,0.606036667,0.623083333,0.95428,16,0.828,0.603,0.43445,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022002,3.792975733,2.747898885,0.403567161,2.073006744,1.151592401,1.161786411,0.002709939,0.004040828,1.94E-05,75,26,66,67,44,0.018773654,20,69,0.050834143,0,69,7938043,30,12,28,15,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022003,4.379458881,3.268964296,0.228281443,1.881604372,1.699198888,1.105578381,0.001113137,0.000828458,5.95E-06,83,47,46,49,44,0.00446097,21,75,0.011206068,0,85,8685199,40,29,38,28,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022004,5.078240018,3.870796274,0.734610961,1.706400971,2.500725654,1.310899502,0.004790236,0.000474959,6.38E-06,70,33,23,56,45,0.034426839,21,49,0.044395774,0,70,11440291,29,29,26,26,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330024001,4.252412711,3.284454611,0.451155748,1.21605874,1.931524246,0.467654997,0.001753106,0.00185574,1.52E-05,63,32,57,75,43,0.009551579,20,73,0.066314745,0,60,23987615,20,12,17,14,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330024002,4.435030085,2.982123047,0.636096549,0.85368497,1.684447874,0.445632428,0.001615728,0.002153198,2.86E-05,57,24,67,80,44,0.008075022,19,63,0.070355735,0,27,4545748,14,14,12,12,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330024003,3.830376957,2.773276228,0.256559587,0.954108552,1.377618926,0.184182517,0.002943524,0.003691911,1.81E-05,57,22,79,81,46,0.035440678,18,67,0.178508509,0,64,7497797,12,12,7,7,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330025001,3.295682706,2.490045091,0.213120547,1.255376521,1.114470493,0.139558333,0.001956176,0.001152638,6.28E-06,50,16,64,78,50,0.022812973,17,60,0.102471848,0,81,10795191,21,16,15,15,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330025002,3.754771395,1.697843445,0.298991231,0.984716865,0.309362934,0.324325838,0.002513527,0.004130463,2.21E-05,43,26,70,75,56,0.033405345,18,53,0.150094982,0,75,10756989,16,12,14,10,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026001,2.779977634,2.468075338,0.485219591,1.456794489,1.280508931,0.468231051,0.000555473,0.000175227,1.77E-06,57,23,78,70,49,0.003531111,16,56,0.047783875,0,65,4480110,24,24,19,19,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026002,3.197300973,1.811303423,0.230580397,1.138569793,0.793846247,0.352437268,0.001463772,0.001280982,1.60E-05,48,19,77,80,57,0.018346964,16,58,0.097331813,29,66,7927795,19,18,8,7,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026003,3.57703825,1.346850068,0.356943516,1.183439858,0.598071946,0.355999832,0.000874408,0.003044958,1.52E-05,43,18,71,78,58,0.015547924,16,54,0.06900509,855,65,108501606,18,13,3,3,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026004,2.670939525,2.283879352,0.337983112,1.030960153,1.222517675,0.339306428,0.000885903,0.002089777,1.34E-05,55,22,79,74,52,0.014262063,15,58,0.074437617,0,51,4215419,17,17,13,13,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027001,2.343676743,2.463342013,0.254984119,0.769465701,0.959327446,0.453284686,0.000970129,0.000964018,1.35E-05,60,23,79,70,53,0.018453595,16,60,0.086627068,0,55,5739704,13,13,19,12,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027002,2.194180295,2.21349581,0.350510665,0.586306139,0.707145545,0.701384357,0.001012898,0.001706194,1.17E-05,63,29,67,71,51,0.007916241,16,62,0.064610438,0,79,9667581,7,7,24,21,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027003,2.086213555,1.817564422,0.331660128,0.854912501,0.866967527,0.590757102,0.001193236,0.006651225,2.17E-05,68,28,62,76,52,0.01603204,17,59,0.086340942,0,65,16263008,13,6,31,18,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027004,2.19606038,1.389234867,0.68646264,1.011491135,1.186391894,0.067489084,0.000681062,0.001407543,5.57E-06,72,23,81,83,53,0.020023425,17,55,0.079357023,70,80,16408830,15,15,36,21,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028001,2.535749578,0.94291161,0.843035674,0.440124514,1.685241635,0.548536204,0.001269787,0.003225571,1.29E-05,79,26,89,80,51,0.012944304,18,58,0.120513772,24,82,12250044,8,7,43,29,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028002,2.793379059,0.681312631,0.567514256,0.636834612,1.608904632,0.559147963,0.000813542,0.000783374,3.51E-06,78,26,91,82,51,0.005828731,18,58,0.078273786,0,76,7997510,12,12,45,30,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028003,3.021804504,0.471610623,0.347439608,0.838387507,1.59690852,0.337008293,0.000977506,0.002659343,1.09E-05,75,26,87,84,49,0.011983231,18,57,0.10983671,0,62,8776057,15,9,45,30,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028004,2.216084795,1.291946162,0.48004953,0.403249842,1.840868212,0.197053343,0.001357566,0.004304741,1.79E-05,81,27,81,77,52,0.01477043,18,57,0.12348998,0,103,9410312,6,6,45,24,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330029001,2.716551101,1.321137082,0.541522202,0.42454818,1.739796262,0.459119414,0.001199974,0.003972757,1.99E-05,90,33,89,79,53,0.021926734,19,60,0.107921966,91,95,29126451,6,6,63,44,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330029002,3.127801936,0.657431378,0.426752365,0.594587234,1.856317625,0.67554957,0.000990247,0.001591072,6.92E-06,86,30,91,77,50,0.021376242,19,60,0.086238026,33,102,7556632,10,6,52,35,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330029003,3.286125925,0.975199985,0.073470511,0.776534383,1.460898317,0.442175103,0.000584309,0.000600251,5.00E-06,93,27,79,79,52,0.007579929,20,44,0.051770225,0,71,7449569,14,14,57,37,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030001,3.405385075,1.352742548,0.360192404,1.025385497,1.105053023,0.460567703,0.001174193,0.001693432,1.14E-05,96,28,75,73,53,0.013054513,20,46,0.096159308,0,82,6736981,16,16,60,35,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030002,3.644507261,2.080738273,0.189392179,1.60243882,0.665956829,0.74756458,0.00079718,0.002531753,8.05E-06,105,31,85,68,54,0.011822029,22,61,0.073260939,0,96,21285346,22,14,71,31,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030003,3.84571789,1.593464588,0.526535811,1.473432843,0.720579769,0.488931542,0.001585828,0.001855541,6.35E-06,101,30,74,70,52,0.015940464,21,63,0.124715684,147,103,39310766,24,24,67,41,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030004,4.185099059,2.002024121,0.300832863,1.530977386,0.313391994,0.314726348,0.00166587,0.002411323,8.17E-06,107,29,78,68,51,0.016446123,23,63,0.141816166,0,74,12351346,20,14,73,52,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031001,4.292399234,2.611335629,0.441048485,1.997203621,0.383844115,0.439830568,0.000812246,0.006209221,2.45E-05,115,38,81,74,51,0.014311801,23,65,0.098282676,0,54,3139834,22,10,80,34,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031002,4.73950472,2.96005987,0.660103192,1.935294918,0.653751567,0.564273702,0.000983771,0.00080594,3.30E-06,120,38,76,76,48,0.019449175,24,66,0.105578579,0,63,34087340,26,10,88,35,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031003,4.611898602,2.407634274,0.26169498,1.386567877,0.334144831,0.24787153,0.001043619,0.00249624,1.12E-05,112,37,74,73,49,0.012792065,24,65,0.084611574,0,66,6608065,15,9,80,48,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031004,5.279056318,3.095204985,0.431899178,1.504786439,0.952966327,0.733087818,0.000947981,7.75E-05,8.15E-06,118,41,56,68,41,0.010003314,25,69,0.08719044,0,94,8820475,22,14,99,42,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031005,5.280954433,3.619250768,0.277156754,2.312857438,1.317193058,0.817287533,0.004327984,0.001823264,2.34E-05,136,46,36,39,42,0.018793186,25,74,0.067946444,0,76,9846929,43,25,96,50,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032001,5.224771492,2.707960469,0.51872128,0.951954997,0.527549653,0.832245595,0.001275213,0.002476278,1.13E-05,110,36,76,71,43,0.042723917,24,65,0.112581253,0,49,9891972,14,14,89,48,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032002,5.525829985,2.75119181,0.10288422,0.57992317,0.163233446,0.459071665,0.000832326,0.001001255,4.70E-06,104,33,86,81,50,0.013278754,24,63,0.089820458,0,99,29191306,8,6,88,45,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032003,6.048915898,3.103707014,0.301332329,0.698173627,0.505422245,0.297447485,0.000890833,0.003136926,1.17E-05,102,34,78,82,50,0.032025014,22,64,0.057491679,25,48,93489482,10,10,94,47,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032004,6.336848201,3.341425328,0.386185575,1.192621023,0.678666227,0.384842076,0.001105175,0.003079059,2.85E-05,109,37,63,84,43,0.027126278,23,69,0.073458289,0,97,16296932,15,9,98,51,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032005,5.838711863,3.150236011,0.261962524,0.928032139,0.243852262,0.266390052,0.001577532,0.000194491,1.77E-05,109,38,70,82,47,0.017493235,24,66,0.121510697,0,41,4886753,13,13,92,50,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032006,6.175263227,3.726232482,0.416632673,1.590981474,0.897721465,0.641142471,0.000498678,2.54E-05,3.18E-06,120,47,46,71,16,0.009450455,25,75,0.032022174,0,116,15045281,24,20,100,62,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032007,5.663249217,3.256962624,0.042511821,1.314723344,0.645983605,0.678420813,0.000806553,0.000101818,1.04E-05,116,42,60,74,37,0.008917701,25,70,0.064058892,0,62,8883231,20,15,95,53,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033001,4.155361868,1.292270186,0.379024946,1.3050707,1.166049916,0.434005194,0.001049781,0.001337503,1.26E-05,93,32,85,72,48,0.008289535,21,62,0.095340219,0,114,25125167,21,18,71,29,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033002,4.39318919,1.231648673,0.697593378,1.181841095,1.535054937,0.728346903,0.001152066,0.001081407,8.38E-06,86,30,84,78,52,0.025091305,19,47,0.107606975,0,45,5141816,18,15,67,49,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033003,4.775153792,1.812884303,0.098319686,0.679725094,1.10323282,0.701939441,0.000552614,0.00063467,2.24E-06,94,28,91,78,52,0.016178737,21,60,0.06097915,328,195,57805419,10,10,75,50,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033004,5.114150799,2.340210303,0.451693813,0.551164525,0.587765622,0.477141836,0.000443188,0.000848108,3.86E-06,102,34,93,82,51,0.008181397,23,63,0.042925849,0,147,52154171,6,6,81,46,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033005,4.677499041,2.053566791,0.149519739,0.924478644,0.765087884,0.694255908,0.001177299,0.001767854,5.99E-06,103,33,84,75,48,0.012420502,22,63,0.086159782,0,63,6972913,11,11,81,51,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330034001,4.065097111,0.683261611,0.58789667,1.567528451,1.9756172,0.220708461,0.001440004,0.000529516,4.41E-06,80,28,76,74,53,0.023406139,18,47,0.121166998,0,58,4693322,27,17,58,46,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330034002,3.719066,0.570408387,0.552376055,1.192717012,1.770429203,0.567516592,0.000733008,0.000271405,2.24E-06,84,29,81,72,48,0.006311577,19,45,0.06735404,0,72,5157326,21,13,61,27,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
