gis_id,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,total_bikelanes,total_sidewalks,SW_rank1,SW_rank2,SW_rank3,SW_rank4,trans_eff,avg_driving_time,avg_transit_time
530330031005,0.001823264,2.34E-05,136,46,36,39,0.018793186,0.083540701,0.04753757,0.004996041,0.020408874,0.010598216,0.337837838,25,74
530330032001,0.002476278,1.13E-05,110,36,76,71,0.042723917,0.112581252,0.093319374,0,0.019261879,0,0.369230769,24,65
530330032002,0.001001255,4.70E-06,104,33,86,81,0.013278754,0.095887764,0.083081639,0.006067306,0.006738819,0,0.380952381,24,63
530330032003,0.003136926,1.17E-05,102,34,78,82,0.032025014,0.069284118,0.041237936,0.010343378,0.016253743,0.001449062,0.34375,22,64
530330032004,0.003079059,2.85E-05,109,37,63,84,0.027126278,0.090474121,0.051857583,0.004133291,0.021600706,0.012882542,0.333333333,23,69
530330032005,0.000194491,1.77E-05,109,38,70,82,0.017493235,0.121510697,0.115123089,0,0.006387608,0,0.363636364,24,66
530330032006,2.54E-05,3.18E-06,120,47,46,71,0.009450455,0.041233884,0.019123707,0.006532565,0.012898467,0.002679144,0.333333333,25,75
530330032007,0.000101818,1.04E-05,116,42,60,74,0.008917701,0.070103215,0.053508876,0.006044324,0.010550016,0,0.357142857,25,70
530330033001,0.001337503,1.26E-05,93,32,85,72,0.008289535,0.095340219,0.080273333,0,0.015066886,0,0.338709677,21,62
530330033002,0.001081407,8.38E-06,86,30,84,78,0.025091305,0.107606975,0.091598804,0,0.016008171,0,0.404255319,19,47
530330033003,0.00063467,2.24E-06,94,28,91,78,0.016178737,0.06097915,0.046395767,0,0.014583383,0,0.35,21,60
530330033004,0.000848108,3.86E-06,102,34,93,82,0.008181397,0.04292585,0.033879788,0,0.009046061,0,0.365079365,23,63
530330033005,0.001767854,5.99E-06,103,33,84,75,0.012420502,0.088316457,0.07566179,0.002156675,0.010497992,0,0.349206349,22,63
530330034001,0.000529516,4.41E-06,80,28,76,74,0.023406139,0.121166998,0.097983933,0,0.023183065,0,0.382978723,18,47
530330034002,0.000271405,2.24E-06,84,29,81,72,0.006311577,0.067354039,0.055505767,0,0.011848273,0,0.422222222,19,45
530330034003,0.000700588,3.65E-06,75,27,72,72,0.009078616,0.050629639,0.039997393,0.001561036,0.008196,0.00087521,0.375,18,48
530330035001,0.003145519,1.30E-05,73,28,85,80,0.015904314,0.094305504,0.067939331,0.001988287,0.023598199,0.000779687,0.309090909,17,55
530330035002,0.001094365,4.99E-06,69,28,68,79,0.009396369,0.056272777,0.04439318,0,0.010914575,0.000965022,0.293103448,17,58
530330035003,0.002607994,1.19E-05,64,26,70,80,0.021864573,0.07040502,0.046384403,0.005953215,0.0162887,0.001778702,0.310344828,18,58
530330036001,0.003094012,1.64E-05,48,21,75,93,0.013397102,0.070526654,0.032917898,0.005498855,0.021441229,0.010668672,0.309090909,17,55
530330036002,0.001393617,1.68E-05,55,26,90,84,0.011815482,0.050578032,0.024649202,0.00339597,0.021476639,0.001056222,0.275862069,16,58
530330036003,0.00112027,7.49E-06,50,28,83,86,0.00704972,0.036412701,0.029700125,0.00013723,0.006503071,7.23E-05,0.305084746,18,59
530330036004,0.018610688,7.15E-05,51,24,91,90,0.041278034,0.148004933,0.055418855,0.005059565,0.070898606,0.016627907,0.298245614,17,57
530330038001,0.006637812,2.73E-05,47,20,73,76,0.019603108,0.133343908,0.110689125,0,0.022654783,0,0.358490566,19,53
530330038002,0.002740483,1.11E-05,42,19,61,65,0.009156224,0.106765048,0.083729149,0.00676394,0.01627196,0,0.333333333,18,54
530330039001,0.004913456,2.42E-05,51,23,75,74,0.029709063,0.136822079,0.095169743,0.002463357,0.039188978,0,0.351851852,19,54
530330039002,0.002061565,1.04E-05,55,25,47,64,0.01166847,0.078460499,0.068539832,0,0.009920667,0,0.377358491,20,53
530330040001,0.005360227,2.94E-05,72,40,31,61,0.030858644,0.098458712,0.037390566,0.031631267,0.021193738,0.00824314,0.347222222,25,72
530330040002,0.005461377,4.45E-05,59,26,40,57,0.006787335,0.110102555,0.087036424,0.000500629,0.021456203,0.0011093,0.375,21,56
530330041001,0.000795215,2.29E-06,60,36,30,54,0,0.07255343,0.065199867,0.004778788,0.002574776,0,0.314285714,22,70
530330041002,0.001275491,3.70E-06,56,40,53,50,0.000811089,0.084079293,0.061395307,0.020100453,0.002583533,0,0.309859155,22,71
530330041003,1.55E-05,1.04E-05,37,26,48,55,0.019244633,0.107692204,0.094365081,0.001710514,0.0100433,0.00157331,0.277777778,20,72
530330041004,0.002368325,1.69E-05,39,19,62,86,0.009961102,0.091041568,0.062216983,0.005065925,0.02375866,0,0.3125,20,64
530330041005,0.001424796,9.77E-06,27,19,72,82,0.003598845,0.043800318,0.03229842,0.002010847,0.008628636,0.000862416,0.287878788,19,66
530330041006,0,0,39,31,32,34,0.014554673,0.071862955,0.064572536,0.007290419,0,0,0.28,21,75
530330042001,0.00185878,1.52E-05,52,28,49,64,0.031858939,0.143932962,0.107372683,0.018273133,0.011461342,0.006825805,0.313432836,21,67
530330042002,0.003179368,2.85E-05,43,20,67,80,0.04071338,0.155222855,0.094319201,0.022323852,0.038579801,0,0.328125,21,64
530330042003,0.002189782,1.03E-05,28,17,90,86,0.019108486,0.074469341,0.036221317,0.021503435,0.016744589,0,0.290322581,18,62
530330042004,0.004257125,1.89E-05,39,18,73,73,0.014133271,0.08448022,0.068631628,0,0.015848592,0,0.350877193,20,57
530330042005,0.005729715,2.34E-05,37,19,76,65,0.018196383,0.089740166,0.077716348,0.000555831,0.011467987,0,0.363636364,20,55
530330043011,0.002338206,1.51E-05,24,16,94,93,0.005700405,0.054598647,0.023798833,0.008077444,0.022021583,0.000700786,0.327586207,19,58
530330043012,0.002099354,1.04E-05,33,13,79,67,0.009601226,0.055391948,0.046610905,0,0.008781043,0,0.358490566,19,53
530330043013,0.001160217,1.22E-05,35,17,85,73,0.007835241,0.036441558,0.021948219,0.003397449,0.009403567,0.001692323,0.350877193,20,57
530330043021,0.000103081,9.37E-06,23,19,83,75,0.014525755,0.073326488,0.034986796,0.002229469,0.02884448,0.007265744,0.305084746,18,59
530330043022,0.002819891,1.58E-05,22,18,93,82,0.020269557,0.088935008,0.034510887,0.027262172,0.027161949,0,0.345454545,19,55
530330044001,0.001419419,5.85E-06,33,19,82,77,0.012051349,0.067933428,0.039620229,0.006702871,0.014274049,0.007336279,0.333333333,19,57
530330044002,0.003241109,1.39E-05,36,17,86,94,0.025624821,0.052216662,0.023066458,0.002200667,0.022963756,0.003985781,0.327272727,18,55
530330044003,0.001173844,3.19E-05,24,17,90,91,0.022504177,0.124478077,0.071166407,0.000399613,0.037335055,0.015577001,0.327586207,19,58
530330044004,0.010650534,4.55E-05,29,15,97,96,0.025153507,0.110947506,0.040258004,0,0.070689503,0,0.293103448,17,58
530330045001,0.000491914,2.46E-06,36,17,92,96,0.011056672,0.056856156,0.048915486,0,0.00794067,0,0.271186441,16,59
530330045002,0.001618933,1.34E-05,40,24,65,80,0.006029594,0.057953348,0.044853418,0.00284597,0.01025396,0,0.263157895,15,57
530330046001,0.002342865,1.03E-05,58,31,36,80,0.055467117,0.144838369,0.064610796,0.000781631,0.023776313,0.055669628,0.283333333,17,60
530330046002,0.003850834,1.74E-05,46,29,73,82,0.020187509,0.14449531,0.122204853,0,0.022290457,0,0.314814815,17,54
530330046003,0.001999476,9.03E-06,42,24,82,77,0.018987228,0.087747101,0.069862049,0.00225831,0.015626742,0,0.307692308,16,52
530330047001,0.002287562,9.86E-06,82,30,84,84,0.010486349,0.072531378,0.057440141,0,0.015091237,0,0.413043478,19,46
530330047002,0.001308581,6.05E-06,79,26,90,87,0.009251141,0.051213026,0.029342346,0.00694919,0.011861672,0.003059818,0.365384615,19,52
530330047003,0.005261031,1.87E-05,90,27,95,80,0.018949297,0.115153962,0.082666587,0,0.032487376,0,0.355932203,21,59
530330047004,0.005352337,1.80E-05,93,28,95,78,0.024641139,0.102150654,0.068214431,0.001686524,0.025958297,0.006291402,0.381818182,21,55
530330048001,0.004291571,1.60E-05,67,25,73,60,0.002637851,0.085264242,0.066535358,0.003276758,0.015452126,0,0.303571429,17,56
530330048002,0,0,62,27,77,63,0.008802592,0.078295077,0.061983949,0.010328135,0.005801172,0.000181822,0.409090909,18,44
530330048003,0.001924393,7.53E-06,64,23,83,81,0.017253622,0.066931829,0.040382747,0.013575562,0.012973521,0,0.382978723,18,47
530330048004,0.000648894,3.81E-06,71,31,85,81,0.006188282,0.036848285,0.030535558,0.000839046,0.00547368,0,0.428571429,18,42
530330049001,0.002437343,1.03E-05,56,24,69,81,0.011281589,0.058158299,0.041501757,0.000107901,0.014607644,0.001940997,0.301886792,16,53
530330049002,0.001331093,3.45E-06,51,19,97,80,0.004388687,0.015281385,0.008552104,0.000566509,0.006055625,0.000107146,0.363636364,16,44
530330049003,0.003050707,1.96E-05,54,21,95,76,0.012001722,0.056296319,0.038246693,0.002574177,0.015475449,0,0.395348837,17,43
530330049004,0.004946891,2.29E-05,52,21,83,68,0.019246384,0.091086203,0.072038853,0.003572561,0.015474789,0,0.31372549,16,51
530330049005,0.002799951,1.12E-05,53,23,76,79,0.008436591,0.05616,0.040364918,0.000219062,0.01557602,0,0.32,16,50
530330050001,0.001408555,3.40E-06,47,21,93,88,0.013976266,0.052317484,0.040925609,0.000161216,0.011230658,0,0.34,17,50
530330050002,0.001621879,7.32E-06,41,23,88,79,0.018334754,0.083657345,0.071072592,0.001729863,0.010854891,0,0.354166667,17,48
530330050003,0.002287728,7.89E-06,46,21,89,82,0.006604808,0.032402822,0.022112924,0.000177701,0.009954879,0.000157319,0.34,17,50
530330051001,0.003217836,1.07E-05,37,18,95,83,0.013043945,0.045171027,0.03535063,0,0.009820397,0,0.333333333,17,51
530330051002,0.003552758,1.23E-05,31,21,90,79,0.025347431,0.113251409,0.102195639,0.000807133,0.010248636,0,0.320754717,17,53
530330051003,0.002186504,8.19E-06,33,18,81,74,0.007452941,0.055258133,0.046804757,0.000885353,0.007141044,0.00042698,0.320754717,17,53
530330052001,0.004412277,3.87E-05,24,16,90,82,0.000653649,0.073272866,0.031855307,0.002452875,0.038964683,0,0.283018868,15,53
530330052002,0.003199429,1.45E-05,20,15,93,72,0.014868898,0.053141765,0.018920171,0.008981611,0.022970757,0.002269226,0.31372549,16,51
530330052003,0.000945491,6.19E-06,23,17,86,72,0.008183368,0.025345962,0.01097583,0.000914726,0.010608226,0.002847181,0.307692308,16,52
530330052004,0.002181418,1.55E-05,30,14,84,82,0.019381771,0.054567944,0.031113798,0.001748807,0.021349814,0.000355525,0.288461538,15,52
530330052005,0.006186797,2.51E-05,27,15,93,91,0.027807359,0.073695728,0.042460211,0.001299142,0.028377217,0.001559158,0.272727273,15,55
530330053011,1.85E-05,1.69E-06,20,14,92,89,0.002607139,0.026568812,0.013712946,5.98E-05,0.008730461,0.004065594,0.327272727,18,55
530330053012,0.014235298,4.51E-05,24,13,95,91,0.043290369,0.082377739,0.01766586,0,0.064711879,0,0.326923077,17,52
530330053013,0.02774207,5.21E-05,20,12,96,84,0.083356944,0.124870014,0.028762205,0,0.096107809,0,0.307692308,16,52
530330053014,0.017456921,4.51E-05,17,9,97,81,0.087249105,0.171148383,0.079482782,0.004341274,0.087324327,0,0.333333333,17,51
530330053021,0.011518508,1.79E-05,15,9,97,78,0.022174358,0.038597605,0.006752088,0,0.018337875,0.013507642,0.36,18,50
530330053022,0.012572381,1.75E-05,10,6,84,81,0.036411684,0.055626735,0.021890417,0.00091805,0.032818268,0,0.382978723,18,47
530330053023,0.011611009,2.38E-05,11,11,72,83,0.012158103,0.024765073,0.001918936,0.000319226,0.020750721,0.00177619,0.346938776,17,49
530330054001,0.002668087,1.85E-05,38,21,81,79,0.02080789,0.123851397,0.098892626,0.005947648,0.019011123,0,0.333333333,17,51
530330054002,0.0004063,2.36E-06,37,20,79,81,0.01564553,0.050133978,0.023626604,0.00362043,0.017589092,0.005297853,0.314814815,17,54
530330054003,0.004267318,1.55E-05,43,19,93,86,0.021608112,0.065104974,0.035923667,0.006688101,0.021747677,0.000745529,0.34,17,50
530330054004,0.002516524,8.34E-06,42,22,86,79,0.0125476,0.071346791,0.042965848,0.002659476,0.025721466,0,0.32,16,50
