gis_id,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,total_bikelanes,total_sidewalks,SW_rank1,SW_rank2,SW_rank3,SW_rank4,trans_eff,avg_driving_time,avg_transit_time
530330056001,0.001239377,1.36E-05,102,34,46,41,0.013984013,0.157920917,0.13151693,0.008946635,0.017457352,0,0.324324324,24,74
530330056002,0.000617878,6.44E-06,108,43,22,18,0.005736923,0.065492022,0.029383786,0.023838437,0.01141007,0.000859728,0.277108434,23,83
530330056003,0.001510067,1.36E-05,89,34,62,32,0.014412748,0.101404581,0.0475934,0.023214629,0.020692064,0.009904488,0.333333333,22,66
530330056004,0.001081457,1.01E-05,90,36,73,44,0.004085596,0.058793601,0.047084724,0.004484553,0.007224324,0,0.31884058,22,69
530330056005,0.002605616,2.03E-05,75,1,69,58,0.016289969,0.093259981,0.059708962,0.005540304,0.024960696,0.003050019,0.344827586,20,58
530330057001,0.000580405,4.25E-06,124,43,9,33,0.023323537,0.029518815,0.007968074,0.018105451,0.000253651,0.003191639,0.325,26,80
530330057002,0.001349539,1.18E-05,90,22,59,43,0.004070299,0.03784156,0.025889717,0.002232981,0.008980664,0.000738197,0.366666667,22,60
530330057003,0.001721283,1.79E-05,85,25,81,50,0.020035624,0.107740414,0.067272269,0.005873461,0.034594684,0,0.35483871,22,62
530330057004,0.002252271,1.97E-05,99,27,64,49,0.018602211,0.103044747,0.080646587,0,0.02239816,0,0.348484848,23,66
530330057005,0.000866286,7.49E-06,105,29,54,55,0.012435994,0.051301697,0.015040811,0.016372127,0.018535169,0.00135359,0.359375,23,64
530330057006,0.010279213,8.05E-05,104,27,65,56,0.017135637,0.183166433,0.113988222,0.014287633,0.054890578,0,0.353846154,23,65
530330058011,0.010664015,7.33E-05,85,6,66,55,0.00773525,0.222976419,0.137491026,0,0.085485393,0,0.349206349,22,63
530330058012,0.001142777,1.00E-05,89,26,62,38,0,0.064441988,0.044831347,0.007180406,0.012430235,0,0.360655738,22,61
530330058013,0.002555942,2.27E-05,95,29,72,45,0.001416638,0.110173043,0.072872483,0.015069116,0.020405645,0.001825798,0.349206349,22,63
530330058014,0.001699849,1.38E-05,89,9,72,80,0.012858356,0.066627658,0.022613349,0.01745155,0.01562487,0.010937888,0.327868852,20,61
530330058021,0.003438446,2.36E-05,79,6,51,46,0.006497515,0.112539998,0.077655263,0.007836356,0.026227921,0.000820458,0.349206349,22,63
530330058022,0.002943829,7.16E-06,59,20,79,65,0.010149082,0.033342689,0.013681645,0.00495896,0.010258754,0.004443329,0.365384615,19,52
530330058023,0.001138877,7.35E-06,60,4,48,76,0.018188319,0.047815175,0.025359478,0.013801003,0.0066187,0.002035994,0.339285714,19,56
530330059001,0.004202352,2.38E-05,75,25,57,67,0.024769114,0.074828163,0.02041816,0.021649409,0.021981934,0.010778659,0.316666667,19,60
530330059002,0,0,76,26,70,57,0.006975523,0.065600428,0.051516646,0.003764652,0.009880669,0.000438461,0.344827586,20,58
530330059003,0.000674987,2.05E-06,69,23,68,67,0.001353796,0.038151721,0.022526395,0.010322743,0.005302583,0,0.31147541,19,61
530330059004,0.001153853,7.16E-06,66,21,70,43,0.006150211,0.042379096,0.033015809,0.002807852,0.006555435,0,0.333333333,19,57
530330059005,0.004969527,2.10E-05,64,24,78,55,0.020880727,0.102731507,0.049145545,0.023219434,0.025364127,0.005002401,0.305084746,18,59
530330060001,0.010157645,4.19E-05,44,15,77,57,0.027023154,0.154283608,0.035214122,0.01826884,0.083447052,0.017353593,0.32,16,50
530330060002,0.001628039,1.05E-05,53,20,79,63,0.011830912,0.064523161,0.039512324,0.008681013,0.013350268,0.002979556,0.307692308,16,52
530330060003,0.006077323,2.23E-05,60,21,86,51,0.022803017,0.1421625,0.091921602,0.012839258,0.025791946,0.011609694,0.293103448,17,58
530330060004,0.009967527,3.54E-05,62,22,80,81,0.030039281,0.107466188,0.052700772,0.012330473,0.038045175,0.004389767,0.310344828,18,58
530330061001,0.003304104,1.26E-05,32,12,67,53,0.014054605,0.049972796,0.028213536,0.001522824,0.016901893,0.003334543,0.275862069,16,58
530330061002,0.002120465,1.01E-05,29,12,67,51,0.03307921,0.076271175,0.043011725,0.008908048,0.024351401,0,0.285714286,16,56
530330061003,0.003507343,1.35E-05,34,14,75,62,0.02484383,0.085050716,0.039867555,0.023173045,0.020456653,0.001553462,0.263157895,15,57
530330061004,0.00290045,1.12E-05,38,17,84,62,0.014922781,0.071426509,0.040295351,0.010526181,0.020604977,0,0.263157895,15,57
530330062001,0.002740937,9.82E-06,24,14,62,63,0.023617724,0.073222188,0.030433528,0.019216989,0.009650665,0.013921006,0.298245614,17,57
530330062002,0.002330114,6.69E-06,15,15,75,60,0.035421059,0.084509307,0.05801127,0.008332621,0.017477911,0.000687506,0.320754717,17,53
530330062003,0.003764558,1.55E-05,27,21,66,36,0.071573318,0.177990578,0.092619263,0.047779795,0.031194682,0.006396838,0.309090909,17,55
530330063001,0.003487904,1.74E-05,59,10,77,63,0.013666463,0.049195897,0.026885187,0.000736821,0.021573889,0,0.383333333,23,60
530330063002,0.000651328,3.78E-06,50,13,71,51,0.007925918,0.035713672,0.024258537,0.004232223,0.006918775,0.000304137,0.333333333,21,63
530330063003,0.000878532,5.10E-06,57,15,71,70,0.014521032,0.061055235,0.048616189,0.009163766,0.003275281,0,0.353846154,23,65
530330063004,0.001749841,1.02E-05,35,19,40,56,0.030315277,0.065106979,0.046632629,0.005543831,0.011669499,0.00126102,0.296875,19,64
530330064001,0.00484176,1.66E-05,32,16,69,46,0.01214256,0.116254619,0.094799102,0.009582371,0.011873146,0,0.339622642,18,53
530330064002,0.003404541,1.40E-05,20,8,74,66,0.025212536,0.074624805,0.058415308,0,0.016209498,0,0.352941176,18,51
530330064003,0.007838887,3.55E-05,26,14,74,65,0.021659925,0.150710141,0.106724875,0.010543073,0.033442193,0,0.413043478,19,46
530330065001,0.003376789,1.14E-05,29,15,61,63,0.018959787,0.080121645,0.04880953,0.01021487,0.016257966,0.004839278,0.339285714,19,56
530330065002,0.000770079,2.94E-06,12,9,90,67,0.004704635,0.062173928,0.047181103,0.000447269,0.014545556,0,0.320754717,17,53
530330065003,0.003613062,2.00E-05,11,9,84,64,0.025000242,0.101769137,0.075531328,0.000711753,0.025526056,0,0.326923077,17,52
530330066001,0.005858668,2.20E-05,33,15,68,52,0.023888238,0.081885885,0.035538861,0.011597977,0.033179907,0.001569139,0.285714286,16,56
530330066002,0.000521749,2.00E-06,33,15,79,60,0.006881311,0.01346649,0.007943232,0.002356141,0.003167117,0,0.245614035,14,57
530330067001,0.008666838,3.31E-05,33,13,82,63,0.019552406,0.066713074,0.025332117,0.004837372,0.034397456,0.00214613,0.340425532,16,47
530330067002,0.001054498,4.13E-06,29,12,89,60,0.003742628,0.030132275,0.019240598,0.001314007,0.009577671,0,0.306122449,15,49
530330067003,0.003633435,1.81E-05,33,15,82,53,0.015765124,0.093786817,0.057956271,0.022801997,0.013028549,0,0.346938776,17,49
530330067004,0.002794891,9.53E-06,41,14,74,54,0.007829523,0.040284541,0.024149843,0.006528522,0.009606176,0,0.32,16,50
530330068001,0.000804877,4.00E-06,46,19,92,65,0.007865067,0.050053777,0.046610068,0.000907066,0.002536643,0,0.303571429,17,56
530330068002,0.003095819,1.74E-05,49,22,92,62,0.018353885,0.070713053,0.056103379,0.000653695,0.013955979,0,0.310344828,18,58
530330069001,0.001131189,9.08E-06,56,20,86,55,0.007965957,0.03663178,0.028904835,0,0.007726945,0,0.339285714,19,56
530330069002,0.002809502,2.11E-05,49,22,71,37,0.008944568,0.06947325,0.050621319,0.008292548,0.010559383,0,0.338983051,20,59
530330069003,0.00110915,7.87E-06,45,24,73,39,0.008517243,0.067577495,0.052120839,0.008401527,0.006679976,0.000375153,0.333333333,19,57
530330069004,0.001905036,1.35E-05,58,17,81,39,0.008069476,0.059783975,0.036458459,0.007804903,0.013030307,0.002490305,0.345454545,19,55
530330070001,0.00089536,3.65E-06,37,18,88,44,0.004527822,0.032169019,0.024546879,0.005858503,0.001763636,0,0.346938776,17,49
530330070002,0.008832379,3.24E-05,38,16,90,49,0.018313982,0.104354339,0.058085212,0.002502489,0.036548893,0.007217745,0.333333333,17,51
530330070003,0.00294761,7.22E-06,31,18,95,48,0.007728212,0.056333481,0.039915753,0.004267443,0.012150285,0,0.346938776,17,49
530330070004,0.003750301,1.81E-05,42,19,90,45,0.014542072,0.084638375,0.074031039,0,0.010607336,0,0.36,18,50
530330070005,0.002252999,1.37E-05,34,16,96,62,0.013642785,0.027459978,0.004313128,0,0.02314685,0,0.354166667,17,48
530330070006,0.00259197,1.50E-05,39,19,92,40,0.003222721,0.069309714,0.057897326,0.001436466,0.009975922,0,0.352941176,18,51
530330071001,0.006254321,2.64E-05,34,1,84,60,0.006033937,0.063495932,0.021050551,0.002310757,0.038888393,0.001246231,0.34,17,50
530330071002,0.014539002,2.51E-05,23,8,95,78,0.032084017,0.099388456,0.045433515,0,0.053954941,0,0.346938776,17,49
530330072001,0.005004754,1.69E-05,15,10,93,84,0.015986804,0.057900743,0.018799965,0.000272863,0.036248253,0.002579661,0.357142857,15,42
530330072002,0.010249128,1.57E-05,11,7,98,87,0.011152547,0.043641521,0.006726416,0,0.027868911,0.009046194,0.375,15,40
530330072003,0.008981133,1.81E-05,14,8,98,86,0.010723726,0.051164325,0.016911377,0,0.034252948,0,0.4,16,40
530330073001,0.000515621,5.04E-06,19,8,96,67,0.011234001,0.050714089,0.027453312,0.000493846,0.020533233,0.002233699,0.3,15,50
530330073002,0.007110198,2.89E-05,11,5,97,75,0.013699968,0.083226979,0.030916214,0.00269024,0.04878163,0.000838895,0.333333333,14,42
530330073003,0.006987151,1.98E-05,15,9,97,79,0.011850119,0.06908033,0.027456138,0.001306481,0.038398292,0.001919418,0.340425532,16,47
530330074011,0.000570262,7.50E-06,10,8,94,65,0.002368702,0.053293286,0.04729803,0,0.005995257,0,0.31372549,16,51
530330074012,0.002266346,5.64E-06,6,6,95,73,0.023615191,0.051824156,0.041804493,0,0.010019663,0,0.347826087,16,46
530330074013,0.000514801,6.77E-06,11,9,94,60,0.01274594,0.046043053,0.021281015,0.015815018,0.008947021,0,0.294117647,15,51
530330074014,0.000671467,8.84E-06,8,8,96,64,0.004910876,0.068345192,0.061996665,0,0.006348527,0,0.319148936,15,47
530330074021,0.010665451,3.42E-05,4,4,97,72,0,0.074875613,0.049589658,0,0.025285956,0,0.348837209,15,43
530330074022,0.00725671,2.30E-05,6,6,96,78,0.007119464,0.091714656,0.074655101,0,0.017059555,0,0.340909091,15,44
530330074023,0.002606859,1.27E-05,9,4,98,66,0.001650433,0.027283747,0.012456788,0.00306639,0.011760569,0,0.318181818,14,44
530330075001,0.006429562,2.03E-05,8,7,94,69,0.017788428,0.089059637,0.075460161,0,0.013599476,0,0.354166667,17,48
530330075002,0.004958923,2.97E-05,8,9,97,81,0.019868194,0.089224782,0.059110559,0,0.030114223,0,0.354166667,17,48
530330075003,0.00262081,9.91E-06,4,4,97,73,0.023723514,0.085649349,0.071104142,0,0.014545207,0,0.377777778,17,45
530330075004,0.006721261,3.13E-05,9,9,99,90,0.016440965,0.072559867,0.031741612,0,0.040818255,0,0.361702128,17,47
530330075005,0.017733629,4.81E-05,2,2,97,83,0.025116804,0.105320237,0.059685603,0.004793135,0.040841499,0,0.380952381,16,42
530330076001,0.003407606,1.53E-05,18,11,88,70,0.023240304,0.099789714,0.08694948,0,0.012840234,0,0.367346939,18,49
530330076002,0.021191961,9.70E-05,15,8,87,68,0.024091652,0.148383964,0.097384165,0.004958035,0.043915784,0.002125979,0.375,18,48
530330076003,0.002185039,9.74E-06,10,6,92,71,0.017596287,0.048110514,0.037219441,0,0.010891073,0,0.36,18,50
530330077001,0.00164599,8.70E-06,31,12,78,70,0.011279116,0.077791126,0.063850335,0.00112982,0.012810971,0,0.363636364,20,55
530330077002,0.003979132,1.17E-05,27,11,83,51,0.009013009,0.094421139,0.078992043,0.001028233,0.014400863,0,0.345454545,19,55
530330077003,0.003274397,1.58E-05,27,14,82,73,0.015223688,0.108759464,0.092584009,0,0.016175455,0,0.37254902,19,51
530330077004,0.006948152,2.54E-05,23,10,83,55,0.003977789,0.082813107,0.061316921,0,0.021496186,0,0.358490566,19,53
530330078001,0.001747298,1.39E-05,50,24,76,53,0.01576254,0.076084337,0.0311557,0.018344526,0.018816221,0.007767889,0.344262295,21,61
530330078002,0.000682225,5.64E-06,46,18,76,55,0.00935478,0.060824765,0.049316666,0.003948395,0.005713183,0.00184652,0.327868852,20,61
530330078003,0.003505414,1.95E-05,39,17,86,73,0.008811191,0.0649166,0.051939,0.001997426,0.010980174,0,0.357142857,20,56
530330078004,0.002429719,1.30E-05,41,21,57,55,0.00971073,0.090072489,0.063693736,0.008350832,0.01423772,0.003790202,0.355932203,21,59
530330079001,0.014716976,7.12E-05,24,16,86,77,0.053711704,0.279574124,0.204974207,0,0.074034129,0.000565788,0.38,19,50
530330079002,0.002859863,1.19E-05,19,16,86,76,0.022407979,0.069010228,0.048063938,0.002373197,0.018573093,0,0.352941176,18,51
530330079003,0.009145884,5.00E-05,18,14,94,85,0.018300857,0.152039668,0.130003535,0,0.022036133,0,0.346153846,18,52
530330079004,0.007750201,2.89E-05,14,10,97,81,0.02241328,0.068445305,0.044949303,0,0.023496001,0,0.361702128,17,47
530330079005,0.006263338,2.78E-05,12,12,94,73,0.026665368,0.090264536,0.06964286,0,0.020621676,0,0.36,18,50
530330080011,0.002019422,3.34E-06,17,9,98,76,0.00156389,0.007714896,0.002473729,7.61E-05,0.005135288,2.98E-05,0.380952381,16,42
530330080012,0.015761324,1.42E-05,11,7,98,82,0.029287174,0.053923575,0.012421897,0,0.041501678,0,0.414634146,17,41
530330080013,0.000412603,2.22E-06,23,13,89,70,0.031136154,0.039386372,0.007263567,0.00117628,0.030397407,0.000549119,0.32,16,50
530330080014,0,0,18,14,98,69,0.031492386,0.11602633,0.050226319,0,0.065800012,0,0.363636364,16,44
530330080015,0,0,20,13,95,68,0.035428653,0.073492176,0.019564107,0,0.053928069,0,0.340425532,16,47
530330080021,0.001571204,1.59E-05,7,7,99,70,0.022856702,0.061252073,0.006594655,0.004287985,0.050369433,0,0.41025641,16,39
530330080022,0.00027674,2.98E-06,14,11,99,68,0.015048924,0.07375654,0.008999742,0.000878395,0.038758364,0.025120039,0.395348837,17,43
530330081001,0.002153705,8.57E-06,6,6,99,69,0.008722377,0.047372559,0.00622457,0.00277783,0.02181139,0.016558769,0.384615385,15,39
530330081002,0.042885575,5.47E-05,1,1,99,64,0.017626111,0.050963862,0.001219991,0.0003404,0.049217728,0.000185743,0.411764706,14,34
530330081003,0.000533814,4.52E-06,7,7,98,60,0.003018095,0.021435838,0.005116806,0.003865824,0.012453208,0,0.473684211,18,38
530330082001,0.007289291,2.00E-05,5,5,98,71,0.013639406,0.035157831,0.000595486,0.000363993,0.033852624,0.000345728,0.405405405,15,37
530330082002,0.005215769,3.73E-05,8,6,97,68,0.02203734,0.06659664,0.010716286,0,0.051192085,0.004688269,0.35,14,40
530330082003,0.001208649,4.48E-06,8,7,97,63,0.012877687,0.030312797,0.007938361,0.002599704,0.010999158,0.008775574,0.325581395,14,43
530330083001,0.006987549,4.62E-05,10,9,98,75,0.01754888,0.059789378,0.030539128,0,0.02925025,0,0.348837209,15,43
530330083002,0.004892056,1.81E-05,9,5,97,63,0.004608896,0.026921824,0.008507186,0.000461861,0.017952777,0,0.357142857,15,42
530330084001,0.013322909,3.21E-05,10,6,99,82,0.023908752,0.084953028,0.052586187,0,0.03236684,0,0.326086957,15,46
530330084002,0.007517463,3.38E-05,14,10,98,84,0.014601302,0.0743494,0.05403816,0,0.02031124,0,0.326086957,15,46
530330084003,0.003290794,6.17E-06,11,5,99,69,0.008685026,0.036745236,0.01797156,0.002363308,0.016410367,0,0.340909091,15,44
530330085001,0.002556606,1.58E-05,8,8,98,63,0.008004838,0.036915183,0.017005527,0,0.017885613,0.002024043,0.333333333,14,42
530330085002,0.002622028,1.94E-05,12,7,95,78,0.012076847,0.048713452,0.02357554,0.000140444,0.024997468,0,0.319148936,15,47
530330085003,0.017250323,7.98E-05,13,8,92,61,0.025234915,0.106075594,0.02301673,0.005098462,0.077725371,0.000235031,0.288888889,13,45
530330086001,0.003858776,1.60E-05,19,13,96,86,0.018136833,0.087742844,0.04993649,0,0.037806354,0,0.320754717,17,53
530330086002,0.003356608,1.27E-05,16,11,95,85,0.015557822,0.044136525,0.021442059,0,0.022694466,0,0.31372549,16,51
530330086003,0.001680254,1.05E-05,16,12,92,79,0.010713897,0.052986776,0.029078703,0.000726472,0.023181601,0,0.354166667,17,48
530330087001,0.004473356,1.57E-05,27,14,86,78,0.027689634,0.112158873,0.08772219,0,0.024436683,0,0.339622642,18,53
530330087002,0.002703803,1.12E-05,27,14,87,83,0.00484027,0.073093154,0.059563462,0,0.013529692,0,0.365384615,19,52
530330087003,0.001982959,1.25E-05,22,14,87,81,0.023083377,0.104473072,0.093795278,0,0.010677794,0,0.37254902,19,51
530330088001,0.004262204,2.23E-05,35,13,86,82,0.019855593,0.097341621,0.079965694,0,0.017375927,0,0.351851852,19,54
530330088002,0.00377051,2.23E-05,37,14,82,86,0.02902728,0.085494537,0.064342582,0.002036171,0.019115784,0,0.37037037,20,54
530330088003,0.003063029,1.49E-05,32,14,85,90,0.020192845,0.075770545,0.062010209,0,0.013760336,0,0.37254902,19,51
530330089001,0.001562663,1.76E-05,35,20,63,58,0.015120067,0.06688307,0.028564057,0.018040863,0.016043557,0.004234592,0.362068966,21,58
530330089002,0.001063849,6.91E-06,28,15,63,79,0.006476528,0.035676542,0.027917134,0.001950095,0.005713361,9.60E-05,0.357142857,20,56
530330089003,0.006364498,2.83E-05,29,15,83,87,0.026450848,0.074700458,0.046919987,0.004052805,0.022939032,0.000788634,0.37254902,19,51
530330089004,0.004303823,2.35E-05,27,15,76,86,0.015127126,0.085306848,0.071030969,0.000727765,0.013548115,0,0.345454545,19,55
530330090001,0.002903835,1.10E-05,22,16,80,83,0.011321244,0.041227395,0.02610922,0.001567871,0.013550303,0,0.4,20,50
530330090002,0.006980623,2.92E-05,15,10,87,75,0.020646,0.085411363,0.051711856,0.006892548,0.026806959,0,0.391304348,18,46
530330091001,0.010052703,2.09E-05,6,6,95,67,0.028741467,0.063597979,0.036574047,0.003651951,0.023371981,0,0.30952381,13,42
530330091002,0.005777936,9.37E-06,2,2,97,74,0.028979668,0.060053838,0.037083734,0,0.022970104,0,0.435897436,17,39
530330092001,0.006448434,1.52E-05,5,5,98,57,0.005142772,0.0216594,0.008829872,0.000176429,0.012653099,0,0.421052632,16,38
530330092002,0.005105183,1.09E-05,6,6,98,70,0.012178423,0.026351918,0.00922039,0.000971797,0.016159731,0,0.41025641,16,39
530330093001,0.000706772,2.38E-06,9,9,73,63,0.009207564,0.029251418,0.005587427,0.004923926,0.015923507,0.002816559,0.333333333,15,45
530330093002,0.005398573,1.03E-05,16,15,57,64,0.021824218,0.069830586,0.008996355,0.012337864,0.024195738,0.02430063,0.347826087,16,46
530330093003,0.002851098,1.41E-05,18,7,52,45,0.019252704,0.087361669,0.013630877,0.031139772,0.022881797,0.019709223,0.348837209,15,43
530330094001,0.030499621,7.02E-05,13,5,59,64,0.04164803,0.160833113,0.067580514,0.019797363,0.073455236,0,0.367346939,18,49
530330094002,0.004198218,1.01E-05,24,7,66,76,0.015437395,0.048140905,0.024483272,0.009302386,0.013945253,0.000409995,0.377777778,17,45
530330094003,0.002005176,3.26E-06,11,8,83,72,0.015451815,0.084306087,0.039777588,0.021442895,0.021791953,0.001293651,0.367346939,18,49
530330094004,0.011140942,2.57E-05,8,3,78,79,0.043170607,0.139377507,0.084272868,0,0.054018323,0.001086315,0.369565217,17,46
530330094005,0.00706608,1.63E-05,17,10,63,60,0.037539456,0.092276792,0.037782763,0.017754695,0.034976603,0.001762731,0.38,19,50
530330095001,0.001217003,8.71E-06,22,21,48,52,0.013738219,0.045074068,0.03037881,0.004242783,0.008471846,0.001980628,0.35,21,60
530330095002,0.00451396,1.32E-05,15,11,69,78,0.017411023,0.074170991,0.043415818,0.015438269,0.01472792,0.000588984,0.352941176,18,51
530330095003,0.000492192,2.89E-06,14,8,65,57,0.011512105,0.053802853,0.030121554,0.008671953,0.010599551,0.004409795,0.377358491,20,53
530330095004,0.006205768,2.22E-05,6,6,81,73,0.014750309,0.072834908,0.038296763,0.004260836,0.025875201,0.004402108,0.404255319,19,47
530330096001,0.000647506,1.18E-05,32,57,41,40,0.010042025,0.112177416,0.057741589,0.042487206,0.011948621,0,0.273972603,20,73
530330096002,0.004163959,3.09E-05,37,39,89,61,0.019459797,0.088276114,0.06655633,0.003187511,0.018532274,0,0.301587302,19,63
530330096003,0.000677309,5.35E-06,43,48,63,58,0.001132443,0.097111791,0.064809986,0.028342508,0.003959297,0,0.3,21,70
530330096004,0.005502814,3.03E-05,38,44,54,62,0.000850014,0.131444068,0.114756471,0.00448495,0.012202646,0,0.313432836,21,67
530330096005,0.003127309,5.74E-05,35,42,52,60,0.057109028,0.125784911,0.038174259,0.024862274,0.055310821,0.007437557,0.308823529,21,68
530330097011,0.001675379,1.41E-05,63,62,69,45,0.010307798,0.066707926,0.045401816,0.005283578,0.013797888,0.002224643,0.291666667,21,72
530330097012,0.0060148,5.07E-05,68,68,67,65,0.018556766,0.111316621,0.081793026,0,0.029523595,0,0.305555556,22,72
530330097013,9.28E-05,2.32E-05,71,111,58,58,0.015692063,0.050452425,0.026097666,0.008903798,0.014931871,0.00051909,0.306666667,23,75
530330097014,6.45E-05,1.49E-05,94,38,36,16,0.008593647,0.058770254,0.022540509,0.023113287,0.01137214,0.001744319,0.31884058,22,69
530330097021,0.001988036,2.86E-05,52,42,74,50,0.032969175,0.140860247,0.113014458,0.00766963,0.020176159,0,0.318181818,21,66
530330097022,3.96E-05,9.90E-06,62,30,74,48,0.015635713,0.079129934,0.068310483,0,0.010819451,0,0.317460317,20,63
530330097023,0.000136199,3.03E-05,85,28,74,38,0.015275795,0.113268429,0.074414619,0.017258296,0.021595514,0,0.327868852,20,61
530330097024,0.000120795,2.64E-05,66,37,48,33,0.008767724,0.129620492,0.103921851,0.009068659,0.016629981,0,0.308823529,21,68
530330097025,0.000852137,1.36E-05,55,51,54,34,0.005501272,0.098295529,0.042587879,0.041996794,0.013710856,0,0.283783784,21,74
530330098001,0.002836664,2.25E-05,39,40,87,59,0.017238984,0.089275246,0.070015341,0.003896088,0.014583862,0.000779956,0.285714286,18,63
530330098002,0,0,45,26,69,57,0.003813126,0.035750729,0.02979886,0.000509883,0.005441986,0,0.31147541,19,61
530330098003,0,0,68,21,75,49,0.00562716,0.040822826,0.035576558,0.000653172,0.004593096,0,0.321428571,18,56
530330098004,0.003245642,1.58E-05,74,25,91,51,0.013430323,0.082166672,0.067151179,0,0.015015493,0,0.321428571,18,56
530330098005,0.004073771,1.98E-05,49,33,85,56,0.03635562,0.115628333,0.090786023,0,0.02484231,0,0.327586207,19,58
530330099001,0.001767647,9.16E-06,66,20,65,45,0.018020247,0.130944646,0.055777427,0.028460494,0.010797033,0.035909692,0.303571429,17,56
530330099002,0.003356579,1.65E-05,52,16,44,54,0.024892234,0.104786419,0.052967201,0.024607446,0.017321274,0.009890498,0.34,17,50
530330099003,0.01557812,5.91E-05,69,23,18,25,0.04349152,0.135525537,0.042829694,0.020701253,0.07199459,0,0.298245614,17,57
530330099004,0.001915889,1.35E-05,44,33,7,47,0.022929463,0.078641275,0.015077123,0.013962317,0.024003243,0.025598592,0.246376812,17,69
530330100011,0.005160335,1.34E-05,22,15,53,49,0.029014395,0.092306362,0.03159386,0.030126494,0.013675156,0.016910852,0.266666667,16,60
530330100012,0.006760005,3.23E-05,21,10,69,73,0.052121743,0.088659732,0.046042196,0.007884735,0.030828389,0.003904413,0.294117647,15,51
530330100013,0.004005736,2.87E-05,10,10,68,47,0.053565561,0.163567386,0.06092546,0.044634127,0.042246237,0.015761561,0.352941176,18,51
530330100021,0.00518214,2.07E-05,6,6,76,80,0.016248416,0.067564422,0.044084825,0.004425456,0.018322961,0.000731179,0.326086957,15,46
530330100022,0.004918401,1.38E-05,1,1,83,89,0.013894684,0.051702709,0.036095744,0.000922591,0.014684374,0,0.372093023,16,43
530330100023,0,0,7,7,81,80,0.006752052,0.0396423,0.034418765,0,0.005223535,0,0.361702128,17,47
530330100024,0.000837891,2.71E-06,9,4,80,89,0.018155669,0.084951332,0.064411124,0.006004596,0.013574499,0.000961113,0.326530612,16,49
530330101001,0.001103935,1.30E-05,25,18,50,50,0.022736182,0.096348495,0.055242888,0.011457781,0.016274633,0.013373192,0.362068966,21,58
530330101002,0.002784671,2.35E-05,17,15,73,57,0.024633529,0.111081736,0.085008974,0.009513511,0.016559251,0,0.362068966,21,58
530330101003,0.003020999,2.05E-05,8,8,82,63,0.025168476,0.116241699,0.054780131,0.02301277,0.019561412,0.018887387,0.37254902,19,51
530330101004,0.002287583,6.74E-06,14,14,86,50,0.006612292,0.0450205,0.012664384,0.02416547,0.008190646,0,0.363636364,20,55
530330101005,0.001539898,7.46E-06,20,10,82,58,0.010482981,0.073589478,0.053988461,0.008563564,0.011037452,0,0.363636364,20,55
530330102001,0.000907148,1.08E-05,31,12,63,47,0.012627048,0.072373923,0.044621337,0.008983454,0.014618218,0.004150914,0.393442623,24,61
530330102002,0.001620522,1.94E-05,39,16,20,56,0.023371604,0.100598304,0.056673248,0.015757885,0.028156574,1.06E-05,0.375,24,64
530330102003,0.001705034,5.12E-06,24,15,78,52,0.022265046,0.147980607,0.081126557,0.0420666,0.02478745,0,0.338709677,21,62
530330102004,0.000290411,3.46E-06,23,17,79,61,0.014074991,0.08084989,0.064362203,0.010882883,0.005604804,0,0.366666667,22,60
530330103001,0.00110677,3.49E-06,15,14,87,50,0.009114163,0.101147906,0.093110864,0.004932359,0.003104684,0,0.355932203,21,59
530330103002,0.003818256,1.18E-05,18,11,84,57,0.013501533,0.075601177,0.05448225,0.003643393,0.017475534,0,0.355932203,21,59
530330103003,0.001187177,7.28E-06,16,16,85,51,0.021324726,0.113769903,0.036995059,0.042162813,0.021194784,0.013417247,0.350877193,20,57
530330103004,0.00580762,2.80E-05,6,6,93,59,0.017077291,0.12669375,0.087787052,0.001752449,0.021219475,0.015934775,0.38,19,50
530330103005,0.002004627,6.22E-06,11,9,94,50,0.00813399,0.069717539,0.050884326,0.010170921,0.008662293,0,0.37037037,20,54
530330104011,0.002694261,1.53E-05,8,8,66,40,0.014785773,0.088557251,0.038655692,0.038696481,0.009687275,0.001517803,0.358490566,19,53
530330104012,0.002852663,1.21E-05,15,14,52,55,0.020316597,0.139983493,0.056611932,0.057587132,0.024572494,0.001211934,0.321428571,18,56
530330104013,0.003227072,1.18E-05,20,13,59,56,0.01863024,0.110639516,0.028347794,0.059239032,0.02305269,0,0.306451613,19,62
530330104021,0.002652388,1.42E-05,34,13,69,45,0.012566894,0.069848247,0.036495641,0.013547006,0.015947238,0.003858361,0.303571429,17,56
530330104022,0.006975285,2.90E-05,27,13,55,64,0.028058835,0.193708661,0.136345745,0.033445644,0.023917273,0,0.298245614,17,57
530330104023,0.003557449,1.15E-05,25,10,44,48,0.027665026,0.092121297,0.025520017,0.037017568,0.022297864,0.007285849,0.315789474,18,57
530330104024,0.00252779,1.03E-05,28,11,63,63,0.020208032,0.099106721,0.083109513,0.004681304,0.011315905,0,0.290909091,16,55
530330105001,0.004843509,2.31E-05,70,18,86,52,0.017259442,0.06653045,0.03775912,0.00842556,0.020262087,8.37E-05,0.346153846,18,52
530330105002,0.005900053,2.81E-05,79,25,70,50,0.041518646,0.175520864,0.144387057,0,0.031133806,0,0.333333333,19,57
