tract,NAME,NBH_names,NCID,socio_status,fam_friendliness,infrastructure,connectivity,elem,upper,health,health_inverse,dev,population_total,population_female_perc,population_male_perc,perc_under18,perc_19to34,perc_35to64,perc_over65,num_units,num_permits,total_value_permits,math_perc_elem,reading_perc_elem,isa_perc_elem,fam_sat_elem,stu_sat_elem,math_upper,reading_upper,isa_upper,fam_upper,stu_upper,public_health,farmers_market,parks,food_banks,occupied_housing_units,perc_owner,perc_family,avg_occupancy,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,transitscore,total_bikelanes,avg_driving_time,avg_transit_time,sidewalk_availability,pop_perc_poc,pop_perc_no_HI,median_household_income,per_capita_income,pop_perc_unemployed,education_level,median_house_value
53033004200,33,1200,1,1.109853433,0.046326397,0.104306837,-0.331684076,0.929642415,2.421587805,0.543108732,-0.543108732,-0.234344816,8176,0.5369773,0.4630227,0.212271792,0.233496085,0.40929118,0.144940943,61,461,461,0.769769656,0.833382274,0.962842318,0.827057701,0.577155043,0.621576667,0.835910834,0.936555,0.7535,0.515,5.462014598,2.116113417,0.512463254,2.112152781,3225,0.752646586,0.626444995,2.433041716,0.003316955,1.78E-05,38.54392253,20.11316979,72.94969215,74.47017305,54.82604636,0.023319777,19.7534014,60.96489648,0.08944938,0.199137895,0.018297433,112410.5243,57701.22789,0.01883288,3.168349639,601958.3799
53033004301,33,1200,2,0.764450197,-0.463960442,-0.88483906,0.290340258,0.836061019,2.072287501,-0.143982417,0.143982417,-0.270617218,3548,0.544741221,0.455258779,0.187060172,0.318552343,0.364883362,0.129504123,0,309,309,0.838603362,0.871763064,0.963653595,0.784853625,0.566358427,0.621576667,0.835910834,0.936555,0.7535,0.515,4.6963534,1.132359566,0.297140208,1.21608289,1411,0.570538533,0.508277615,2.414153928,0.001702227,1.23E-05,32.03198095,15.54955654,85.06713212,75.41672931,63.30834433,0.007925302,19.47718933,55.97675603,0.041875763,0.275129922,0.040930317,75140.7049,51228.99524,0.030255359,3.094251098,569597.4154
53033004302,33,1200,3,-0.059348163,-1.786996222,-0.298014265,0.64349669,-0.625846202,1.70243804,-0.476304501,0.476304501,0.225785834,3703,0.417304953,0.582695047,0.029097967,0.773320546,0.105706305,0.091875182,483,90,90,0.807726667,0.68428,0.9538,0.707,0.483,0.621576667,0.835910834,0.936555,0.7535,0.515,5.127132906,0.698225942,0.270621115,0.640629373,1440,0.107279713,0.15611133,1.855012231,0.001380361,1.24E-05,22.52986025,18.52986025,87.70139749,78.29097824,73.52986025,0.017226145,18.47013975,57.119441,0.062816508,0.407109853,0.089505069,15638.41913,12719.80426,0.061758124,2.887133416,445197.278
53033004400,33,1200,4,0.679080199,-1.410712654,-0.170020997,0.6360909,0.624054555,1.811062124,-0.406303922,0.406303922,0.029901187,6607,0.494865159,0.505134841,0.108776685,0.518186938,0.304114137,0.068922239,666,259,259,0.717275533,0.732861072,0.960023095,0.836163508,0.634877783,0.620790414,0.838590473,0.936803631,0.754446693,0.519235205,4.227420742,0.662638221,0.217669446,0.808652401,2382,0.328132745,0.369678043,2.222467288,0.00316461,1.62E-05,33.08801398,17.46494192,86.17369741,88.24870197,68.54269277,0.020753034,18.33397549,56.26771489,0.061452294,0.222022576,0.04939165,72738.20979,45546.23791,0.036885202,3.181380198,605088.2578
53033004500,33,1200,5,0.308701232,0.00387374,-0.611620372,0.69470217,0.604670625,2.380993998,-0.69669691,0.69669691,-0.262203766,3052,0.444400633,0.555599367,0.10651238,0.463146777,0.376175003,0.05416584,0,136,136,0.625,0.630253333,0.95744,0.877,0.689,0.613686667,0.862800834,0.93905,0.763,0.5575,4.246272866,0.819153348,0.403434349,0.479738311,1015,0.609676722,0.487576076,2.73164719,0.001194602,9.28E-06,38.49396865,21.36444514,75.1657116,86.02412539,68.50603135,0.007922328,15.37650784,57.75301567,0.055765807,0.243125342,0.071624349,88624.78636,40663.39587,0.033924839,2.894195567,508878.8
53033004600,33,1300,1,0.752170269,0.069384308,0.789900233,0.141818416,0.888768946,2.613267701,-0.159809697,0.159809697,-0.275087439,3464,0.506995479,0.493004521,0.173873687,0.304007796,0.419572763,0.102545753,0,249,249,0.625,0.630253333,0.95744,0.877,0.689,0.613686667,0.862800834,0.93905,0.763,0.5575,3.978643819,1.362874829,0.314966441,1.072449301,1420,0.671003763,0.61326592,2.367881124,0.002664986,1.19E-05,50.50106968,28.60845042,58.24344962,79.75679298,53.93876954,0.036202701,16.73652434,56.25053484,0.102975236,0.165677882,0.063590131,110005.7289,57602.9095,0.03179873,3.101972723,656294.0678
53033004700,33,1300,2,0.332493808,-1.748800653,-0.516066795,0.084559187,0.201417269,1.548208033,0.366063302,-0.366063302,0.035376853,8395,0.489661771,0.510338229,0.056312952,0.625014792,0.265504005,0.053168251,835,548,548,0.611598095,0.700091624,0.957994562,0.88438133,0.510332299,0.428964411,0.823339892,0.937253387,0.723221048,0.506027586,5.3489008,2.008026551,0.321909813,1.870412839,4922,0.214906447,0.254189013,1.718502706,0.002537817,9.91E-06,82.94598875,27.02247189,90.49526292,84.31620596,55.89875314,0.013066287,19.54271478,52.33091716,0.062060344,0.208802123,0.082410045,65595.23246,48501.01619,0.022065603,2.648946611,484435.3244
53033004800,33,1300,3,0.632978888,-0.49617443,-0.66576486,0.233899544,0.25296062,2.14290342,0.034663671,-0.034663671,-0.228595373,4772,0.493033654,0.506966346,0.13255198,0.445073869,0.370281252,0.0520929,66,332,332,0.591818604,0.674840538,0.957370244,0.889138978,0.469858102,0.437611667,0.839900834,0.939545,0.749,0.5295,4.979770775,1.922167512,0.348733734,1.704680319,2115,0.562842743,0.451647739,2.213904565,0.001598434,6.52E-06,66.43090506,26.6286268,80.80488264,74.0922129,60.7926477,0.009609407,17.82175183,46.47124716,0.055426133,0.113510583,0.123079717,96516.84038,47242.18785,0.045276338,2.937413427,515624.1094
53033004900,33,1400,1,0.40355199,-1.97971931,-0.901835667,0.599240806,-0.14993338,2.011430831,-0.179085408,0.179085408,-0.081652106,6923,0.574580069,0.425419931,0.051328063,0.668288298,0.235475741,0.044907898,162,396,396,0.532953333,0.624,0.95652,0.887,0.431,0.461816844,0.843048916,0.939476952,0.750924592,0.533349183,4.485907478,2.48781434,0.284485872,1.180655209,3627,0.149545194,0.265415603,1.797732551,0.002086984,8.22E-06,52.27453142,20.51500949,89.28181402,78.77110901,61.81934511,0.007613633,16.0866748,46.42979042,0.034353184,0.229974298,0.084832911,71598.27105,49335.42724,0.057499298,2.856538264,538301.8473
53033005000,33,1400,2,0.598896866,-1.658327132,-0.680501155,0.659995983,0.175849516,2.33650475,-0.351597113,0.351597113,-0.114572465,3695,0.513365813,0.486634187,0.116557597,0.439795754,0.350576043,0.093070605,275,181,181,0.575325386,0.626878611,0.956943506,0.882396677,0.549765732,0.613686667,0.862800834,0.93905,0.763,0.5575,4.929541638,2.016206567,0.505989744,0.304164914,1890,0.281522914,0.360329284,1.930923046,0.001788069,5.74E-06,45.74734987,21.28519297,90.69873269,84.33420431,60.2219319,0.011670777,17,49.71480703,0.048424987,0.139868573,0.067285803,65670.96724,46582.74259,0.025998053,3.013558981,524949.7232
53033005100,33,1400,3,0.741494983,-0.252941146,-0.507381367,0.532913989,0.268444479,2.48972714,-0.465913356,0.465913356,-0.261754602,3726,0.488596205,0.511403795,0.170887418,0.26437743,0.475435151,0.089300001,0,236,236,0.576960849,0.626989719,0.956959852,0.882219,0.554349812,0.613686667,0.862800834,0.93905,0.763,0.5575,4.709419775,1.658606153,0.292562571,0.695298914,1640,0.607056975,0.558724294,2.195638134,0.00296467,1.02E-05,34.49507492,18.6259879,89.57136435,79.34621358,62.89542531,0.013859912,17,52.04379991,0.061957027,0.236164983,0.06654777,97083.94625,55519.07435,0.019638225,3.0508403,622380.3455
53033005200,33,1400,4,0.213709206,-1.02520703,-0.61854165,1.09458798,0.67534934,2.151491477,-0.750290363,0.750290363,-0.164259381,6644,0.414433587,0.585566413,0.100425824,0.538073773,0.314460515,0.047039889,310,261,261,0.625,0.630253333,0.95744,0.877,0.689,0.613686667,0.862800834,0.93905,0.763,0.5575,4.908252528,1.137888302,0.264609832,0.84551369,2865,0.343182244,0.365202304,2.1553652,0.002148918,1.24E-05,24.67684195,15.75299688,87.26524816,76.44713122,76.2146409,0.013387583,15.63214583,52.14177678,0.03811895,0.337758151,0.052489724,68411.25298,37977.50688,0.057838984,2.91548782,482135.3024
53033005301,33,1500,1,-0.846250164,-1.337893221,0.521161044,1.226856869,-0.048257914,1.488086199,-1.017383328,1.017383328,0.055091036,7377,0.568490709,0.431509291,0.013807245,0.882523175,0.084017129,0.019652451,701,184,184,0.73375731,0.662409531,0.955273504,0.775817491,0.566390607,0.618382726,0.846796142,0.937564998,0.757345683,0.532204373,5.137706636,0.439275062,0.403132257,0.27169603,2678,0.059931519,0.155400897,2.184674466,0.007477186,2.01E-05,20.84543652,13.30152835,93.41901076,88.5556833,78.12970799,0.025661885,17.47968522,53.74103447,0.055373881,0.498681453,0.070074074,18447.81139,9890.099093,0.100786837,2.416079869,388782.9902
53033005302,33,1500,2,-0.771225481,-1.256792514,0.106072019,1.009857795,0.065598191,1.217051449,-0.65444044,0.65444044,0.022226715,5178,0.530950869,0.469049131,0.013644911,0.972043858,0.013175226,0.001136005,0,225,225,0.777614872,0.675376867,0.954399841,0.735014549,0.516947041,0.620276462,0.840342076,0.936966155,0.755065519,0.522003637,5.298476276,1.372237598,0.684184528,1.136177822,126,0.047990407,0.020598933,0.357770876,0.011757244,2.18E-05,11.49119942,9.830584956,78.13538364,81.84010984,78.99972228,0.017882484,17.33275789,48.82885861,0.028449984,0.54539221,0.063911957,67633.85398,3033.861174,0.098291108,2.43785653,471679.3478
53033005400,33,1600,1,0.837879783,-1.192838096,-0.397559064,0.405535898,-0.121767002,2.565955595,-0.180061038,0.180061038,0.02353855,5022,0.487997281,0.512002719,0.113122294,0.437643342,0.37139712,0.077837246,496,323,323,0.532953333,0.624,0.95652,0.887,0.431,0.613686667,0.862800834,0.93905,0.763,0.5575,4.061652863,2.556795224,0.3504562,1.201853585,2766,0.493771516,0.330531841,1.741808455,0.002076123,8.76E-06,39.63408652,20.21712396,84.24253724,81.73422216,60.35705549,0.017230007,16.81431942,51.86006847,0.059237049,0.2286205,0.036033017,82712.43318,60520.81585,0.01129882,3.084275782,400537.4
53033005600,33,1600,2,1.511829992,0.746027395,-0.637151388,-1.500863323,0.804833889,1.640020371,1.533786588,-1.533786588,-0.288269493,6424,0.523875244,0.476124756,0.225863178,0.101290856,0.49182507,0.181020896,0,492,492,0.819714256,0.841590527,0.9576783,0.837191312,0.644081554,0.414888334,0.751675834,0.929175,0.672,0.483,5.666151581,0.843810915,0.219062595,4.171463024,2565,0.912425636,0.773566363,2.518778524,0.001377272,1.23E-05,92.07450746,30.37206268,55.71619905,37.61668946,35.36738476,0.010048588,22.02391578,69.84033752,0.068388338,0.133086084,0.006716715,169682.3137,72052.66487,0.02373409,3.067343517,781078.8462
53033005700,33,1600,3,0.967479186,0.072877249,-0.382783251,-1.341679908,0.669380844,1.43684896,1.456264547,-1.456264547,-0.280198347,6633,0.566232756,0.433767244,0.22471131,0.223371691,0.396640223,0.155276775,24,426,426,0.814180708,0.842824281,0.958929874,0.855430324,0.632131857,0.414888334,0.751675834,0.929175,0.672,0.483,6.370103952,1.807817066,0.275548423,3.071415606,2741,0.671812243,0.612321306,2.526785121,0.001629262,1.38E-05,103.5057836,30.25393145,47.19126719,44.5694215,38.24757404,0.014795258,23.45778295,67.39449308,0.047819345,0.185003974,0.051241262,99875.4364,55900.92428,0.018635313,2.900195597,723922.0513
53033005801,33,1701,1,0.219629312,-0.726812383,-0.597698992,-0.509746474,0.625533148,0.734540809,0.81119635,-0.81119635,0.48820612,5212,0.476088612,0.523911388,0.119602783,0.350978508,0.439849556,0.089569153,579,286,286,0.807636667,0.844283333,0.96041,0.877,0.618,0.414888334,0.751675834,0.929175,0.672,0.483,5.561366817,1.925762246,0.369725467,2.776808308,2613,0.410042729,0.383284055,1.894779386,0.002225278,1.78E-05,89.69189871,14.78870519,69.95583952,66.11132238,49.57198591,0.008634642,20.75631828,61.41321616,0.059977608,0.299609219,0.087643934,68185.36612,44586.89453,0.026358733,2.523734013,451886.2781
53033005802,33,1701,2,0.319975717,-1.244381642,-0.501486103,0.168207065,0.98367076,0.518065542,0.248651572,-0.248651572,0.097132149,5216,0.570368185,0.429631815,0.099991574,0.463341851,0.312599182,0.124067393,152,298,298,0.803920466,0.847230518,0.959918109,0.869333466,0.659020008,0.414888334,0.751675834,0.929175,0.672,0.483,3.736637417,1.54357151,0.341464045,3.067673631,2701,0.337404077,0.298538769,1.782556062,0.002236037,8.59E-06,61.05549411,12.21744175,63.84950523,68.00201019,53.77387708,0.013182737,19.24613086,54.56096671,0.033831832,0.299248103,0.093210293,59195.66829,46057.60859,0.055231866,2.800448626,460350.1727
53033005900,33,1701,3,1.028494293,-0.440897161,-0.681663606,-0.139045426,1.098618978,0.923353718,0.54415773,-0.54415773,-0.2657484,7705,0.505940705,0.494059295,0.135807995,0.420439944,0.362482264,0.081269798,0,390,390,0.78289,0.85401,0.96336,0.919,0.662,0.414888334,0.751675834,0.929175,0.672,0.483,4.137538367,2.413646745,0.454634724,2.768355855,2658,0.592942568,0.561801295,2.330000404,0.001829993,9.33E-06,69.70073559,23.38172466,68.63766955,55.29655707,59.97198431,0.010423645,19.07015874,58.62039341,0.047048524,0.191152115,0.051377059,99416.95635,61347.95504,0.034338019,3.127350438,666369.8447
53033006000,33,1702,1,1.033162631,-0.500341409,0.041385376,0.251411679,0.644364178,0.940063713,0.07573264,-0.07573264,-0.261658118,5564,0.539264444,0.460735556,0.124579729,0.330004065,0.401660738,0.143755469,0,313,313,0.759055167,0.850561272,0.961341232,0.871766009,0.616060091,0.414888334,0.751675834,0.929175,0.672,0.483,3.346456006,3.38851223,0.188240233,2.214526077,2492,0.589279656,0.527049594,2.224137946,0.005275191,2.21E-05,54.26258184,19.66388111,80.16439802,62.57567627,64.82997554,0.019452028,16.51400341,53.77770526,0.08259671,0.220750008,0.015441867,137934.8227,69501.91742,0.014261467,3.072419941,583182.0164
53033006100,33,1702,2,0.995754365,-1.279906069,-0.138642673,-0.015282714,0.390004767,-0.024466035,0.414294227,-0.414294227,-0.159858741,5219,0.502902942,0.497097058,0.098851326,0.46633317,0.310811781,0.124003725,198,296,296,0.832803333,0.822223333,0.95497,0.842,0.624,0.351225,0.726131667,0.92244,0.69,0.4365,3.723830429,2.394896336,0.2075024,1.960993316,2925,0.439196294,0.398311657,1.865513516,0.002890937,1.17E-05,32.46786054,13.26097007,71.51937338,55.66878751,62.33434754,0.022431244,15.63176841,56.98647164,0.057994692,0.202342106,0.054599808,87032.50012,73877.75591,0.00736839,3.061238484,677515.4392
53033006200,33,1702,3,1.119716912,0.257757339,0.267066583,-0.058386869,0.435711306,0.227886734,0.173844781,-0.173844781,-0.232919358,4063,0.505902476,0.494097524,0.213403433,0.21986885,0.41771995,0.149007767,30,283,283,0.785281245,0.780079398,0.955788903,0.817639344,0.616980828,0.351225,0.726131667,0.92244,0.69,0.4365,4.090104355,2.821985946,0.236599889,1.612831288,1594,0.768849276,0.659799622,2.462000115,0.002750674,9.60E-06,21.53987277,15.28264018,66.70044064,58.32629452,59.00901453,0.033985805,17,55.44784071,0.062910124,0.199302137,0.031762852,119248.9734,64673.41229,0.020976229,3.223336383,770302.6557
53033006300,33,1702,4,1.680252684,-0.667225865,-0.829301097,-0.962857391,0.569885996,0.788749542,1.26338219,-1.26338219,-0.273741706,4988,0.488804523,0.511195477,0.150131175,0.083474293,0.420119532,0.346274999,0,447,447,0.81463,0.753043333,0.96089,0.833,0.601,0.351225,0.726131667,0.92244,0.69,0.4365,4.962118861,3.439562733,0.340251417,2.171286949,2478,0.684275328,0.569434202,1.974375853,0.00123431,6.80E-06,50.49789654,13.94455074,67.17669795,57.52321612,36.98160946,0.013463153,21.40735622,63.20187116,0.042055177,0.117460218,0.007559705,140240.1174,122750.7364,0.029158522,3.185173494,1073364.181
53033006400,33,1800,1,1.236448294,0.274570376,0.272897861,0.297541667,0.131193572,0.199623256,-0.412707685,0.412707685,-0.270444826,3341,0.518460689,0.481539311,0.237020503,0.173303647,0.48113928,0.10853657,0,266,266,0.604525317,0.600799117,0.960909269,0.725093708,0.583015618,0.351225,0.726131667,0.92244,0.69,0.4365,3.202411051,1.813328019,0.477077869,0.529615338,1288,0.779597724,0.64475388,2.525962339,0.005258832,2.14E-05,26.10579365,12.67499107,72.21149677,58.5437561,58.30480382,0.019463688,18.30223098,50.20424637,0.105897099,0.140122223,0.009618618,161110.1007,83485.17885,0.016112716,3.181541651,890021.61
53033006500,33,1800,2,1.188913671,-1.009329453,-0.257368694,0.414843696,-1.510810506,-0.399443055,-0.446618035,0.446618035,-0.194089682,4449,0.429464397,0.570535603,0.145393175,0.270937613,0.459315422,0.12435379,95,270,270,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365,2.495537101,1.540434062,0.283664167,0.96916325,2434,0.541107282,0.455145433,1.917876685,0.002676113,1.11E-05,19.40628753,11.70472866,75.38448284,64.42551657,67.27316958,0.016348898,17.90157622,54.095254,0.073345004,0.125556217,0.078592444,141541.7441,102420.701,0.045572502,3.152197487,848577.6609
53033006600,33,1800,3,0.636375024,-1.9924856,-0.75149828,0.358637471,-0.254987065,-0.408065407,-7.16E-05,7.16E-05,0.081324489,3585,0.430437057,0.569562943,0.067909964,0.484023376,0.386353771,0.061712889,256,274,274,0.672252435,0.707360601,0.949554325,0.808090899,0.591069046,0.351225,0.726131667,0.92244,0.69,0.4365,2.592257981,2.133738911,0.239916594,1.632237574,2167,0.207758148,0.28668892,1.640403736,0.002261846,8.52E-06,33,15,75.41346048,57.39160762,63.58653952,0.012426403,14.65209809,56.67395095,0.029893519,0.2662309,0.10157718,81720.14167,62273.92012,0.036709704,3.014444032,483954.1907
53033006700,33,1900,1,0.510267778,-1.397661689,-0.730930262,1.131928982,0.545296106,0.294868295,-0.801527404,0.801527404,0.895340111,7600,0.460776407,0.539223593,0.076086264,0.458036117,0.339359646,0.126517973,2068,403,403,0.746053333,0.84868,0.96024,0.846,0.591,0.414888334,0.751675834,0.929175,0.672,0.483,1.894717474,2.518103659,0.238357398,1.554487563,4254,0.327083707,0.308723066,1.716288937,0.003116067,1.19E-05,33.94922084,13.06162697,82.32062957,57.98442002,74.79760607,0.008695599,15.65402458,48.99206606,0.038936532,0.321207104,0.1015528,84867.97344,58611.48747,0.027706162,2.921984482,478440.5429
53033006800,33,1900,2,1.022650531,-0.841735629,-0.707036641,0.401817559,0.743307368,0.856356873,-0.090351028,0.090351028,-0.250306467,3206,0.496626963,0.503373037,0.223991781,0.249274566,0.442997434,0.083736219,0,237,237,0.762058594,0.850995846,0.961595617,0.877717964,0.621848978,0.414888334,0.751675834,0.929175,0.672,0.483,2.605547721,3.160333128,0.05339841,2.214944395,1394,0.503595462,0.516471387,2.238453004,0.001800274,9.82E-06,47.30347796,20.30347796,92,63.69652204,62.69652204,0.012422381,17.43449265,56.86898531,0.058233103,0.144561847,0.014159577,101303.9393,67356.30011,0.018690261,2.986407817,766098.7591
53033006900,33,1900,3,1.044761555,-0.68331273,-0.819983692,0.291287129,1.093609466,0.87644386,0.013447182,-0.013447182,-0.263911687,4727,0.510753425,0.489246575,0.178135338,0.267212114,0.439490664,0.115161884,0,337,337,0.766378856,0.851620957,0.961961536,0.886279517,0.630175969,0.414888334,0.751675834,0.929175,0.672,0.483,2.91299729,2.468889122,0.256858819,2.343925693,2186,0.548425821,0.508926876,2.133434758,0.00171439,1.28E-05,52.50893663,20.58057775,78.46812404,43.41406277,59.76329873,0.008339703,19.23670127,56.67532071,0.050298609,0.125906077,0.045113922,100547.9451,63608.1823,0.014702602,2.958334962,770944.2742
53033007000,33,2000,1,0.600461165,-1.691991134,-0.829747684,1.19676165,0.746320567,0.349018685,-0.784536732,0.784536732,-0.08050119,7503,0.516394154,0.483605846,0.052940042,0.474525744,0.342366177,0.130168037,417,240,240,0.746053333,0.84868,0.96024,0.846,0.591,0.414888334,0.751675834,0.929175,0.672,0.483,1.858176635,2.926740693,0.126646422,1.38620737,5116,0.3203426,0.254912799,1.482930938,0.00220056,9.20E-06,35.93757381,17.82488227,91.3240393,47.37451368,72.40252507,0.00772244,17.1870261,49.20286083,0.043307493,0.238065927,0.078195576,78306.70068,69198.22643,0.014194018,2.793673921,449785.9888
53033007100,33,2000,2,0.272824552,-2.05838595,0.410131233,1.557919206,0.599167448,0.11460806,-1.170202468,1.170202468,1.031161943,3780,0.505086822,0.494913178,0.039859199,0.541558915,0.377210778,0.041371108,1075,282,282,0.746053333,0.84868,0.96024,0.846,0.591,0.414888334,0.751675834,0.929175,0.672,0.483,1.531825059,2.87217381,0.429008881,0.910148292,2490,0.188058667,0.210467787,1.444033893,0.010278188,2.58E-05,28.65730324,4.399897937,89.34269676,68.7425947,73.7425947,0.018686453,17,49.51430029,0.07909956,0.309145495,0.094104501,70983.59432,60723.57974,0.029125525,2.788224212,300630.3867
53033007200,33,2000,3,-0.073746005,-1.789636732,0.161170029,2.150306361,-1.883139782,-1.751404019,-2.084602249,2.084602249,10.92596595,6798,0.435487886,0.564512114,0.039933532,0.606845647,0.304115408,0.049105413,7684,640,640,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474,0.539140633,1.728328116,0.171717621,0.67935048,4836,0.149144933,0.230309084,1.410187293,0.006440345,1.67E-05,14.06609166,9.200540916,94.46446892,84.79945908,95.7573627,0.014536908,15.07922227,41.41421243,0.050370327,0.433819541,0.091989274,79208.70496,63284.19939,0.021100445,2.822436014,401973.2781
53033007300,33,2100,1,0.032682363,-1.902075023,-0.415378286,1.924480219,-1.814275194,-1.642845585,-1.919806979,1.919806979,7.593453508,5594,0.408771885,0.591228115,0.038735522,0.413139323,0.407955635,0.140169521,10349,1151,1151,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474,0.945420658,1.068270372,0.284978439,0.28103134,3761,0.136290575,0.207958122,1.389758551,0.004522894,1.62E-05,15.64626299,7.721097031,96.61496681,73.48573193,93.03060552,0.012026274,15.16803192,47.03776235,0.062068254,0.349598273,0.088314032,81706.49679,71930.27066,0.057171481,2.753660548,502412.8055
53033007401,33,2100,2,0.264826265,-1.981524549,-0.649443037,1.449087809,-1.458193298,-1.220970839,-1.293916844,1.293916844,-0.149507245,5019,0.417347103,0.582652897,0.01145906,0.555713422,0.36214923,0.070678289,160,136,136,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365,1.631061615,0.807733879,0.147675882,0.653376491,3511,0.22751955,0.183889207,1.39437345,0.00110243,7.00E-06,8.620646934,7.637552606,94.70651396,65.99339242,84.55034692,0.012147756,15.54360285,48.65579694,0.049859893,0.272544288,0.06659393,66293.64281,59619.55551,0.065273989,2.842913914,278661.7354
53033007402,33,2100,3,-0.09435902,-1.738420496,-0.646298534,1.755873122,-1.610102168,-1.461285566,-1.614791172,1.614791172,-0.063788442,5210,0.392805807,0.607194193,0.032519395,0.512146386,0.404772141,0.050562078,388,78,78,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365,1.357675999,0.43752961,0.191930674,0.585648489,3448,0.21787066,0.10548612,1.464545535,0.005754626,2.08E-05,7.029647142,4.300985123,97.39523984,69.62856095,94.84140423,0.001972121,14.4542676,43.69622497,0.049763912,0.357777079,0.116579859,49624.62936,44599.01197,0.009172097,2.634838285,281802.324
53033007500,33,2200,1,0.068718353,-1.679762357,0.224433201,1.53944275,-1.135045768,-1.247249582,-1.448817393,1.448817393,0.34574481,7783,0.45140695,0.54859305,0.07143445,0.584565894,0.306265451,0.037734204,1074,396,396,0.383962497,0.483582564,0.945041287,0.716380586,0.537807818,0.351225,0.726131667,0.92244,0.69,0.4365,1.985983315,0.484213446,0.266430507,0.484575472,4905,0.181903295,0.228437508,1.551649159,0.007343524,2.81E-05,6.668478831,6.687979801,97.30319,81.37168586,83.24182888,0.019896042,16.84421037,46.13927325,0.084302935,0.373623082,0.086199291,64567.07992,48624.63755,0.023424604,2.804933097,453754.545
53033007600,33,2200,2,0.49042701,-1.480403919,0.142528086,1.150667902,-0.234108597,-0.559867464,-1.065184134,1.065184134,-0.149061136,3871,0.466121845,0.533878155,0.098471104,0.399742616,0.409019574,0.092766706,163,202,202,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365,2.660290115,1.102653986,0.233647784,0.429474798,1999,0.32669404,0.287244505,1.749343258,0.006154866,2.80E-05,13.05341492,7.692348537,89.99321301,70.16224758,69.18524482,0.0203204,18,49.35427939,0.079528074,0.234389993,0.054850438,68185.28746,51501.95667,0.036314868,3.004292193,476958.626
53033007700,33,2200,3,0.2211363,0.066578777,-0.233753677,0.500048539,0.569555285,-0.249158857,-0.474382859,0.474382859,-0.132700817,5123,0.450705792,0.549294208,0.18905638,0.315730915,0.423784444,0.071428261,255,361,361,0.758678766,0.696379313,0.95751001,0.817479635,0.575707554,0.351225,0.726131667,0.92244,0.69,0.4365,3.445051395,1.825529215,0.186638029,1.058117148,2260,0.612575524,0.525318433,2.330820585,0.003359043,1.36E-05,28.02656849,11.83147044,80.63092275,64.2051911,58.67588907,0.010289352,19.43549356,53.87585937,0.087158567,0.281452848,0.104587087,108811.1262,57567.10279,0.059680008,2.713273665,439328.1557
53033007800,33,2200,4,1.095148409,0.455676697,-0.684488243,-0.521885927,-0.966123396,0.423408652,0.393602472,-0.393602472,-0.275184708,5641,0.518225014,0.481774986,0.206036591,0.145165284,0.494897494,0.153900631,0,467,467,0.582462713,0.517918366,0.946864872,0.768598901,0.496050061,0.351225,0.726131667,0.92244,0.69,0.4365,4.155071859,2.573168334,0.134101639,1.551405599,2173,0.772436336,0.67283836,2.460546808,0.001902987,1.23E-05,44.90487398,20.29555021,73.98698837,57.76205997,50.02273186,0.011321336,20.51639668,59.64987172,0.059631184,0.342098568,0.074605742,168945.2718,88707.33937,0.014274025,3.144053236,782546.5855
53033007900,33,2400,1,0.054293962,-1.264698399,0.633153441,1.079203595,-1.070706292,-0.813007909,-1.070171383,1.070171383,-0.092251726,6216,0.48812736,0.51187264,0.08614921,0.487068878,0.316653856,0.110128056,426,234,234,0.515257511,0.469631969,0.946957389,0.7337463,0.490820514,0.351225,0.726131667,0.92244,0.69,0.4365,2.551595601,0.961805183,0.254607263,0.315828347,3105,0.285560386,0.322086182,1.921805658,0.00650938,2.92E-05,16.9182426,13.71683396,90.83152768,77.53235,72.47729958,0.026030686,17.90073305,49.99748259,0.103691179,0.301591495,0.079997342,53620.40336,45124.5513,0.028712606,2.781917919,389318.1081
53033008001,33,2400,2,0.19933723,-1.087509657,-0.881033267,1.863409457,-1.799243259,-1.300615476,-1.892231098,1.892231098,0.34991937,5967,0.439560621,0.560439379,0.016757493,0.398838352,0.477897957,0.106506198,738,228,228,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474,0.703574757,2.28185016,0.22263859,0.158455153,3981,0.396124837,0.237040686,1.436336345,0.002493999,3.68E-06,17.9213149,9.8872974,96.09672724,74.84883062,94.81779123,0.010744759,16.06469163,43.71295287,0.020636463,0.379736437,0.027940326,88244.92114,71199.1364,0.035572545,2.866278154,384109.5406
