gis_id,math_perc_elem,reading_perc_elem,isa_perc_elem,fam_sat_elem,stu_sat_elem,math_upper,reading_upper,isa_upper,fam_upper,stu_upper
269,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
270,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
271,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
272,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
273,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
274,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
275,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
276,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365
277,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365
278,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
279,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
280,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
281,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365
282,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365
283,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365
284,0.81463,0.753043333,0.96089,0.833,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
285,0.81463,0.753043333,0.96089,0.833,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
286,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
287,0.81463,0.753043333,0.96089,0.833,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
288,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
289,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
290,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
291,0.81463,0.753043333,0.96089,0.833,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
292,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
293,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
294,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
295,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
296,0.487516667,0.516013333,0.96092,0.665,0.573,0.351225,0.726131667,0.92244,0.69,0.4365
297,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
298,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
299,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
300,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
301,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
302,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
303,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
304,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
305,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
306,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
307,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474
308,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
309,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
310,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
311,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
312,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
313,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
314,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
315,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
316,0.482396667,0.342373333,0.95281,0.891,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
317,0.482396667,0.342373333,0.95281,0.891,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
318,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
319,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
320,0.482396667,0.342373333,0.95281,0.891,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
321,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
322,0.858846667,0.83803,0.96136,0.845,0.592,0.351225,0.726131667,0.92244,0.69,0.4365
323,0.482396667,0.342373333,0.95281,0.891,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
324,0.522623333,0.457316667,0.94325,0.752,0.469,0.351225,0.726131667,0.92244,0.69,0.4365
325,0.444276667,0.51446,0.94521,0.806,0.533,0.351225,0.726131667,0.92244,0.69,0.4365
326,0.444276667,0.51446,0.94521,0.806,0.533,0.351225,0.726131667,0.92244,0.69,0.4365
327,0.444276667,0.51446,0.94521,0.806,0.533,0.351225,0.726131667,0.92244,0.69,0.4365
328,0.444276667,0.51446,0.94521,0.806,0.533,0.351225,0.726131667,0.92244,0.69,0.4365
329,0.444276667,0.51446,0.94521,0.806,0.533,0.351225,0.726131667,0.92244,0.69,0.4365
330,0.858846667,0.83803,0.96136,0.845,0.592,0.351225,0.726131667,0.92244,0.69,0.4365
331,0.858846667,0.83803,0.96136,0.845,0.592,0.351225,0.726131667,0.92244,0.69,0.4365
332,0.482396667,0.342373333,0.95281,0.891,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
333,0.482396667,0.342373333,0.95281,0.891,0.601,0.351225,0.726131667,0.92244,0.69,0.4365
334,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
335,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
336,0.34039,0.469936667,0.93836,0.738,0.523,0.351225,0.726131667,0.92244,0.69,0.4365
337,0.63339,0.585993333,0.97033,0.873,0.545,0.59534,0.672391667,0.931655,0.805,0.498
338,0.63339,0.585993333,0.97033,0.873,0.545,0.59534,0.672391667,0.931655,0.805,0.498
339,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
340,0.63339,0.585993333,0.97033,0.873,0.545,0.59534,0.672391667,0.931655,0.805,0.498
341,0.858846667,0.83803,0.96136,0.845,0.592,0.351225,0.726131667,0.92244,0.69,0.4365
342,0.63339,0.585993333,0.97033,0.873,0.545,0.59534,0.672391667,0.931655,0.805,0.498
343,0.63339,0.585993333,0.97033,0.873,0.545,0.59534,0.672391667,0.931655,0.805,0.498
344,0.63339,0.585993333,0.97033,0.873,0.545,0.59534,0.672391667,0.931655,0.805,0.498
345,0.375683333,0.391753333,0.96242,0.744,0.49,0.61139,0.653541667,0.92697,0.723,0.434
346,0.858846667,0.83803,0.96136,0.845,0.592,0.61139,0.653541667,0.92697,0.723,0.434
347,0.375683333,0.391753333,0.96242,0.744,0.49,0.61139,0.653541667,0.92697,0.723,0.434
348,0.858846667,0.83803,0.96136,0.845,0.592,0.61139,0.653541667,0.92697,0.723,0.434
349,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
350,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
351,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
352,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
353,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
354,0.760296667,0.81971,0.95864,0.848,0.648,0.494088334,0.687678334,0.91676,0.6305,0.4675
355,0.760296667,0.81971,0.95864,0.848,0.648,0.494088334,0.687678334,0.91676,0.6305,0.4675
356,0.760296667,0.81971,0.95864,0.848,0.648,0.494088334,0.687678334,0.91676,0.6305,0.4675
357,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
358,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
359,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
360,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
361,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
362,0.760296667,0.81971,0.95864,0.848,0.648,0.494088334,0.687678334,0.91676,0.6305,0.4675
363,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
364,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
365,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
366,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
367,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
368,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
369,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
370,0.901596667,0.890326667,0.96248,0.916,0.69,0.494088334,0.687678334,0.91676,0.6305,0.4675
371,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
372,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
373,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
374,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
375,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
376,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
377,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
378,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
379,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
380,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
381,0.375683333,0.391753333,0.96242,0.744,0.49,0.61139,0.653541667,0.92697,0.723,0.434
382,0.375683333,0.391753333,0.96242,0.744,0.49,0.61139,0.653541667,0.92697,0.723,0.434
383,0.375683333,0.391753333,0.96242,0.744,0.49,0.61139,0.653541667,0.92697,0.723,0.434
384,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
385,0.571183333,0.342936667,0.95627,0.87,0.596,0.350426667,0.557168334,0.89113,0.7665,0.4735
386,0.571183333,0.342936667,0.95627,0.87,0.596,0.350426667,0.557168334,0.89113,0.7665,0.4735
387,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
388,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
389,0.35251,0.35645,0.95217,0.775,0.567,0.521591667,0.603123334,0.922575,0.807,0.4775
390,0.35251,0.35645,0.95217,0.775,0.567,0.521591667,0.603123334,0.922575,0.807,0.4775
391,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
392,0.495076667,0.54377,0.95187,0.857,0.505,0.59534,0.672391667,0.931655,0.805,0.498
393,0.60442,0.660776667,0.95972,0.815,0.598,0.59534,0.672391667,0.931655,0.805,0.498
394,0.45027,0.41031,0.95596,0.85,0.539,0.59534,0.672391667,0.931655,0.805,0.498
395,0.45027,0.41031,0.95596,0.85,0.539,0.59534,0.672391667,0.931655,0.805,0.498
396,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
397,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
398,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
399,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
400,0.901596667,0.890326667,0.96248,0.916,0.69,0.494088334,0.687678334,0.91676,0.6305,0.4675
401,0.901596667,0.890326667,0.96248,0.916,0.69,0.494088334,0.687678334,0.91676,0.6305,0.4675
402,0.901596667,0.890326667,0.96248,0.916,0.69,0.494088334,0.687678334,0.91676,0.6305,0.4675
403,0.901596667,0.890326667,0.96248,0.916,0.69,0.494088334,0.687678334,0.91676,0.6305,0.4675
404,0.758506667,0.8064,0.95131,0.784,0.572,0.494088334,0.687678334,0.91676,0.6305,0.4675
405,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
406,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
407,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
408,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
409,0.760296667,0.81971,0.95864,0.848,0.648,0.494088334,0.687678334,0.91676,0.6305,0.4675
410,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
411,0.29811,0.427426667,0.95122,0.824,0.486,0.494088334,0.687678334,0.91676,0.6305,0.4675
412,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
413,0.901596667,0.890326667,0.96248,0.916,0.69,0.494088334,0.687678334,0.91676,0.6305,0.4675
414,0.56559,0.505166667,0.94177,0.809,0.661,0.464248334,0.647579167,0.89264,0.653,0.441
415,0.56559,0.505166667,0.94177,0.809,0.661,0.464248334,0.647579167,0.89264,0.653,0.441
416,0.29811,0.427426667,0.95122,0.824,0.486,0.494088334,0.687678334,0.91676,0.6305,0.4675
417,0.29811,0.427426667,0.95122,0.824,0.486,0.494088334,0.687678334,0.91676,0.6305,0.4675
418,0.735743333,0.68413,0.95779,0.733,0.506,0.494088334,0.687678334,0.91676,0.6305,0.4675
419,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
420,0.6585,0.671153333,0.9642,0.882,0.617,0.59534,0.672391667,0.931655,0.805,0.498
421,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
422,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
423,0.614483333,0.61773,0.95511,0.882,0.578,0.350426667,0.557168334,0.89113,0.7665,0.4735
424,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
425,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
426,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
427,0.35251,0.35645,0.95217,0.775,0.567,0.521591667,0.603123334,0.922575,0.807,0.4775
428,0.35251,0.35645,0.95217,0.775,0.567,0.521591667,0.603123334,0.922575,0.807,0.4775
429,0.429603333,0.438003333,0.94797,0.782,0.555,0.350426667,0.557168334,0.89113,0.7665,0.4735
430,0.35251,0.35645,0.95217,0.775,0.567,0.521591667,0.603123334,0.922575,0.807,0.4775
431,0.571183333,0.342936667,0.95627,0.87,0.596,0.350426667,0.557168334,0.89113,0.7665,0.4735
432,0.571183333,0.342936667,0.95627,0.87,0.596,0.350426667,0.557168334,0.89113,0.7665,0.4735
433,0.571183333,0.342936667,0.95627,0.87,0.596,0.350426667,0.557168334,0.89113,0.7665,0.4735
434,0.571183333,0.342936667,0.95627,0.87,0.596,0.350426667,0.557168334,0.89113,0.7665,0.4735
435,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
436,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
437,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
438,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
439,0.32321,0.3545,0.95198,0.832,0.57,0.464248334,0.647579167,0.89264,0.653,0.441
440,0.32321,0.3545,0.95198,0.832,0.57,0.464248334,0.647579167,0.89264,0.653,0.441
441,0.32321,0.3545,0.95198,0.832,0.57,0.464248334,0.647579167,0.89264,0.653,0.441
442,0.32321,0.3545,0.95198,0.832,0.57,0.464248334,0.647579167,0.89264,0.653,0.441
443,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
444,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
445,0.32321,0.3545,0.95198,0.832,0.57,0.464248334,0.647579167,0.89264,0.653,0.441
446,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
447,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
448,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
449,0.384383333,0.37824,0.94902,0.755,0.504,0.464248334,0.647579167,0.89264,0.653,0.441
450,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
451,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
452,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
453,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
454,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
455,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
456,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
457,0.651516667,0.60606,0.95161,0.809,0.566,0.494088334,0.687678334,0.91676,0.6305,0.4675
458,0.614483333,0.61773,0.95511,0.882,0.578,0.350426667,0.557168334,0.89113,0.7665,0.4735
459,0.61284,0.47997,0.95768,0.835,0.556,0.424175,0.626436667,0.90021,0.7645,0.494
460,0.614483333,0.61773,0.95511,0.882,0.578,0.350426667,0.557168334,0.89113,0.7665,0.4735
461,0.68426,0.650963333,0.9498,0.728,0.655,0.350426667,0.557168334,0.89113,0.7665,0.4735
462,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
463,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
464,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
465,0.429603333,0.438003333,0.94797,0.782,0.555,0.350426667,0.557168334,0.89113,0.7665,0.4735
466,0.429603333,0.438003333,0.94797,0.782,0.555,0.350426667,0.557168334,0.89113,0.7665,0.4735
467,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
468,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
469,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
470,0.68426,0.650963333,0.9498,0.728,0.655,0.350426667,0.557168334,0.89113,0.7665,0.4735
471,0.68426,0.650963333,0.9498,0.728,0.655,0.350426667,0.557168334,0.89113,0.7665,0.4735
472,0.68426,0.650963333,0.9498,0.728,0.655,0.350426667,0.557168334,0.89113,0.7665,0.4735
473,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
474,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
475,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
476,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
477,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
478,0.311333333,0.326703333,0.93984,0.688,0.467,0.350426667,0.557168334,0.89113,0.7665,0.4735
479,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
480,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
481,0.32012,0.3415,0.95581,0.797,0.555,0.464248334,0.647579167,0.89264,0.653,0.441
482,0.410233333,0.62836,0.95334,0.768,0.586,0.464248334,0.647579167,0.89264,0.653,0.441
