,gis_id,NAME,NBH_names,NCID,population_total,population_female_perc,population_male_perc,population_asian_perc,population_black_perc,population_hispanic_perc,population_white_perc,household_total,median_household_income,per_capita_income,population_edu_total,population_edu_advanced_perc,population_edu_bachelor_perc,population_edu_highschool_perc,population_edu_nodiploma_perc,population_edu_somecollege_perc,population_industry_total,population_industry_administration_perc,population_industry_agriculture_perc,population_industry_art_perc,population_industry_construction_perc,population_industry_education_perc,population_industry_finance_perc,population_industry_informatin_perc,population_industry_management_perc,population_industry_manufacture_perc,population_industry_other_perc,population_industry_retail_perc,population_industry_transportation_perc,population_industry_wholesale_per,population_unemployed_perc,population_no_health_insurance_perc,population_poverty_perc,tenure_total,tenure_renter_perc,tenure_owner_perc,walk_time_lib,tran_time_lib,walk_time_slc,tran_time_slc,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,transitscore,total_bikelanes,sidewalk_availability,avg_driving_time,avg_transit_time,enroll_elem_df,math_perc_elem_df,reading_perc_elem_df,isa_perc_elem_df,s_per_t_elem_df,fam_sat_elem_df,stu_sat_elem_df,red_lunch_elem_df,enroll_ms_df,math_perc_ms_df,reading_perc_ms_df,isa_perc_ms_df,s_per_t_ms_df,fam_sat_ms_df,stu_sat_ms_df,red_lunch_ms_df,enroll_hs_df,math_perc_hs_df,reading_perc_hs_df,isa_perc_hs_df,s_per_t_hs_df,fam_sat_hs_df,stu_sat_hs_df,red_lunch_hs_df
106,530330031002,33,3100,2,955,0.467,0.533,0.02,0,0.077,0.98,481,91295,51751,747,0.182,0.443,0.119,0,0.256,523,0,0,0.055,0.036,0.189,0.203,0.036,0.26,0.088,0.105,0.027,0,0,0.121,0.086,0.117,481,0.129,0.871,26,10,88,35,0.00080594,3.30E-06,120,38,76,76,48,0.019449175,0.105578579,24,66,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
107,530330031003,33,3100,3,1295,0.579,0.421,0.048,0,0.124,0.952,558,85560,37736,931,0.194,0.217,0.126,0.075,0.388,783,0.066,0.022,0.172,0.063,0.13,0.038,0.038,0.184,0.045,0,0.221,0,0.02,0.056,0.048,0.023,558,0.29,0.71,15,9,80,48,0.00249624,1.12E-05,112,37,74,73,49,0.012792065,0.084611574,24,65,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
108,530330031004,33,3100,4,1800,0.562,0.438,0.009,0,0,0.918,620,111818,47503,1187,0.331,0.477,0.031,0.002,0.159,926,0.046,0,0.063,0.019,0.292,0.108,0.017,0.198,0.081,0.033,0.094,0.049,0,0.048,0.027,0.077,620,0.237,0.763,22,14,99,42,7.75E-05,8.15E-06,118,41,56,68,41,0.010003314,0.08719044,25,69,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
109,530330031005,33,3100,5,1197,0.47,0.53,0.067,0.035,0.094,0.881,490,104595,44888,929,0.273,0.42,0.064,0.014,0.229,713,0.038,0.046,0.133,0.062,0.194,0.062,0.046,0.144,0.039,0.039,0.101,0.049,0.046,0.102,0.044,0.033,490,0.159,0.841,43,25,96,50,0.001823264,2.34E-05,136,46,36,39,42,0.018793186,0.067946444,25,74,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
110,530330032001,33,3200,1,913,0.446,0.554,0.015,0,0.023,0.895,450,92333,46305,737,0.332,0.419,0.068,0.016,0.164,642,0.031,0,0.128,0,0.301,0.09,0.165,0.168,0.023,0.065,0.028,0,0,0.029,0.072,0.027,450,0.562,0.438,14,14,89,48,0.002476278,1.13E-05,110,36,76,71,43,0.042723917,0.112581253,24,65,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
111,530330032002,33,3200,2,1461,0.427,0.573,0.044,0,0.046,0.852,840,76359,50930,1176,0.31,0.355,0.103,0.032,0.201,1026,0,0.051,0.014,0.018,0.205,0.049,0.074,0.314,0.03,0.035,0.141,0.049,0.021,0.035,0.077,0.056,840,0.77,0.23,8,6,88,45,0.001001255,4.70E-06,104,33,86,81,50,0.013278754,0.089820458,24,63,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
112,530330032003,33,3200,3,1144,0.523,0.477,0.124,0.011,0.08,0.781,586,76094,43232,993,0.167,0.525,0.085,0.013,0.21,682,0,0,0.053,0.05,0.216,0.026,0.067,0.383,0.1,0.066,0.019,0.021,0,0.061,0,0.101,586,0.548,0.452,10,10,94,47,0.003136926,1.17E-05,102,34,78,82,50,0.032025014,0.057491679,22,64,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
113,530330032004,33,3200,4,1054,0.524,0.476,0.043,0,0.1,0.875,637,45975,42810,913,0.211,0.383,0.08,0.018,0.308,681,0,0,0.2,0.043,0.185,0.075,0.023,0.285,0.051,0.025,0.051,0.053,0.009,0.071,0.076,0.102,637,0.728,0.272,15,9,98,51,0.003079059,2.85E-05,109,37,63,84,43,0.027126278,0.073458289,23,69,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
114,530330032005,33,3200,5,633,0.57,0.43,0.035,0,0.092,0.926,261,74250,41003,441,0.279,0.472,0.036,0,0.213,421,0.043,0,0.097,0.04,0.219,0,0,0.211,0.131,0.024,0.126,0.083,0.026,0.123,0.036,0.087,261,0.261,0.739,13,13,92,50,0.000194491,1.77E-05,109,38,70,82,47,0.017493235,0.121510697,24,66,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
115,530330032006,33,3200,6,1808,0.473,0.527,0.007,0,0.085,0.926,740,86859,50320,1214,0.31,0.478,0.072,0,0.14,928,0.014,0,0.045,0.07,0.223,0.043,0.105,0.197,0.092,0.036,0.155,0.02,0,0.111,0.065,0.2,740,0.199,0.801,24,20,100,62,2.54E-05,3.18E-06,120,47,46,71,16,0.009450455,0.032022174,25,75,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
116,530330032007,33,3200,7,1220,0.437,0.563,0.034,0,0,0.957,457,129063,62798,866,0.129,0.559,0.01,0.027,0.275,744,0.043,0,0.148,0.163,0.124,0.048,0.04,0.071,0.066,0.132,0.149,0,0.016,0.033,0.019,0.031,457,0.083,0.917,20,15,95,53,0.000101818,1.04E-05,116,42,60,74,37,0.008917701,0.064058892,25,70,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
117,530330033001,33,3300,1,1595,0.459,0.541,0.026,0.011,0.036,0.882,632,95972,44982,1163,0.296,0.339,0.047,0.009,0.309,941,0.021,0,0.116,0.022,0.317,0.06,0.035,0.138,0.107,0.048,0.136,0,0,0.108,0.084,0.071,632,0.465,0.535,21,18,71,29,0.001337503,1.26E-05,93,32,85,72,48,0.008289535,0.095340219,21,62,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
118,530330033002,33,3300,2,895,0.39,0.61,0.076,0,0,0.897,437,82303,47350,777,0.296,0.353,0.036,0,0.315,536,0.035,0,0.175,0.019,0.379,0,0.043,0.211,0.052,0.021,0.065,0,0,0.124,0.094,0.039,437,0.506,0.494,18,15,67,49,0.001081407,8.38E-06,86,30,84,78,52,0.025091305,0.107606975,19,47,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
119,530330033003,33,3300,3,2120,0.53,0.47,0.015,0.023,0.085,0.834,1005,78708,46639,1756,0.167,0.548,0.059,0.037,0.189,1674,0.014,0.003,0.126,0.007,0.201,0.051,0.044,0.238,0.013,0.096,0.164,0.043,0,0.072,0.148,0.062,1005,0.643,0.357,10,10,75,50,0.00063467,2.24E-06,94,28,91,78,52,0.016178737,0.06097915,21,60,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
120,530330033004,33,3300,4,1100,0.569,0.431,0.115,0.01,0.033,0.875,640,85227,52530,1009,0.204,0.488,0.065,0.035,0.208,853,0,0,0.125,0,0.307,0.061,0.014,0.199,0.142,0.014,0.039,0.098,0,0.027,0.086,0.073,640,0.567,0.433,6,6,81,46,0.000848108,3.86E-06,102,34,93,82,51,0.008181397,0.042925849,23,63,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
121,530330033005,33,3300,5,862,0.491,0.509,0.053,0,0.017,0.878,452,87188,50924,670,0.319,0.324,0.076,0.024,0.257,632,0,0.027,0.041,0.014,0.429,0.024,0.085,0.226,0.025,0.017,0.111,0,0,0.06,0,0.02,452,0.482,0.518,11,11,81,51,0.001767854,5.99E-06,103,33,84,75,48,0.012420502,0.086159782,22,63,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
122,530330034001,33,3400,1,1197,0.488,0.512,0.052,0.021,0.024,0.822,497,93594,47653,877,0.278,0.412,0.033,0,0.277,699,0.029,0.021,0.146,0.043,0.381,0.029,0.029,0.199,0.024,0.053,0.031,0,0.016,0.087,0.074,0.07,497,0.441,0.559,27,17,58,46,0.000529516,4.41E-06,80,28,76,74,53,0.023406139,0.121166998,18,47,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
123,530330034002,33,3400,2,1310,0.564,0.436,0.04,0,0.015,0.911,573,101063,51180,992,0.474,0.378,0.024,0,0.124,830,0.046,0,0.099,0.01,0.346,0.03,0.051,0.313,0.031,0.035,0.013,0,0.027,0.03,0.023,0.04,573,0.22,0.78,21,13,61,27,0.000271405,2.24E-06,84,29,81,72,48,0.006311577,0.06735404,19,45,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
124,530330034003,33,3400,3,1080,0.561,0.439,0.043,0,0.037,0.887,436,105543,53279,780,0.312,0.442,0.028,0,0.218,646,0.02,0,0.111,0.033,0.293,0.043,0.045,0.259,0.048,0.063,0.042,0.026,0.017,0,0.03,0.028,436,0.427,0.573,22,11,61,42,0.000700588,3.65E-06,75,27,72,72,55,0.009078616,0.048193393,18,48,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
125,530330035001,33,3500,1,1328,0.507,0.493,0.067,0.011,0.056,0.831,645,86544,49903,985,0.348,0.355,0.076,0.017,0.203,911,0.037,0,0.069,0.007,0.258,0.067,0.007,0.245,0.086,0.019,0.162,0.022,0.022,0.059,0.035,0.084,645,0.459,0.541,18,8,50,33,0.003145519,1.30E-05,73,28,85,80,47,0.015904314,0.09153753,17,55,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
126,530330035002,33,3500,2,1412,0.544,0.456,0.057,0,0.03,0.849,665,81806,55100,1069,0.491,0.308,0.063,0,0.138,887,0.054,0,0.072,0.017,0.273,0.06,0.044,0.18,0.06,0.081,0.108,0.042,0.009,0.039,0.04,0.103,665,0.441,0.559,22,9,46,35,0.001094365,4.99E-06,69,28,68,79,49,0.009396369,0.055307755,17,58,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
127,530330035003,33,3500,3,1220,0.508,0.492,0.024,0.007,0.101,0.823,531,67639,41154,901,0.233,0.317,0.061,0.026,0.363,676,0.01,0,0.109,0.001,0.373,0.038,0.043,0.138,0.041,0.033,0.176,0.037,0,0.06,0.066,0.052,531,0.439,0.561,21,16,51,44,0.002607994,1.19E-05,64,26,70,80,52,0.021864573,0.062673103,18,58,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
128,530330036001,33,3600,1,1466,0.55,0.45,0.071,0.022,0.037,0.778,756,50313,41919,964,0.184,0.622,0.073,0,0.121,1226,0,0.035,0.072,0.08,0.272,0.018,0.069,0.286,0.066,0.023,0.011,0.045,0.023,0,0.076,0.106,756,0.774,0.226,12,7,9,9,0.003094012,1.64E-05,48,21,75,93,57,0.013397102,0.054359127,17,55,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
129,530330036002,33,3600,2,1408,0.28,0.72,0.189,0.021,0.111,0.643,772,90924,56882,1227,0.381,0.522,0.037,0.011,0.05,931,0,0,0,0.023,0.432,0.107,0.04,0.198,0.016,0.017,0.086,0,0.082,0.019,0.104,0.267,772,0.795,0.205,3,3,15,15,0.001393617,1.68E-05,55,26,90,84,55,0.011815482,0.046125841,16,58,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
130,530330036003,33,3600,3,1211,0.545,0.455,0.124,0,0.043,0.865,557,82554,47878,926,0.332,0.457,0.085,0.013,0.113,696,0.039,0,0.065,0.055,0.198,0.056,0.062,0.259,0.106,0.069,0.036,0,0.056,0.086,0.074,0.138,557,0.346,0.654,12,10,19,17,0.00112027,7.49E-06,50,28,83,86,55,0.00704972,0.036203196,18,59,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
131,530330036004,33,3600,4,2037,0.517,0.483,0.122,0.008,0.037,0.828,1125,64810,49456,1586,0.273,0.424,0.069,0.004,0.23,1311,0.019,0,0.023,0.089,0.303,0.023,0.046,0.177,0.146,0.137,0.038,0,0,0.07,0.015,0.092,1125,0.846,0.154,7,4,16,12,0.018610688,7.15E-05,51,24,91,90,55,0.041278034,0.126317461,17,57,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
132,530330038001,33,3800,1,1201,0.455,0.545,0.044,0.018,0.053,0.904,485,86625,47918,819,0.361,0.314,0.065,0.02,0.241,575,0.026,0.009,0.04,0.023,0.278,0.031,0.045,0.179,0.162,0.057,0.103,0.024,0.023,0.126,0.051,0.102,485,0.363,0.637,3,3,8,8,0.006637812,2.73E-05,47,20,73,76,50,0.019603108,0.133343908,19,53,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
133,530330038002,33,3800,2,964,0.488,0.512,0.213,0.037,0.054,0.719,371,106875,51897,659,0.395,0.311,0.108,0.046,0.141,534,0.054,0,0.18,0.028,0.275,0.062,0.041,0.148,0.082,0.019,0.088,0.022,0,0.024,0.085,0.068,371,0.191,0.809,10,10,13,13,0.002740483,1.11E-05,42,19,61,65,53,0.009156224,0.100001109,18,54,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
134,530330039001,33,3900,1,2089,0.522,0.478,0.063,0,0.046,0.908,759,96536,39533,1369,0.316,0.363,0.061,0.006,0.253,991,0.005,0,0.067,0.026,0.295,0.07,0.048,0.205,0.105,0.062,0.055,0.047,0.015,0.109,0.022,0.074,759,0.358,0.642,8,8,15,15,0.004913456,2.42E-05,51,23,75,74,46,0.029709063,0.134358721,19,54,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
135,530330039002,33,3900,2,991,0.545,0.455,0.184,0,0,0.73,402,145833,63184,778,0.321,0.378,0.066,0,0.235,583,0.027,0,0.06,0.027,0.269,0.034,0.012,0.244,0.158,0.041,0.036,0.031,0.06,0.075,0.051,0.015,402,0.077,0.923,15,15,22,19,0.002061565,1.04E-05,55,25,47,64,46,0.01166847,0.078460499,20,53,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
136,530330040001,33,4000,1,1954,0.482,0.518,0.111,0.126,0.055,0.672,945,61042,53134,1442,0.371,0.344,0.076,0.051,0.157,996,0.07,0,0.051,0.027,0.371,0.05,0.032,0.131,0.088,0.007,0.134,0.013,0.025,0.174,0.047,0.258,945,0.492,0.508,42,21,48,40,0.005360227,2.94E-05,72,40,31,61,44,0.030858644,0.058584304,25,72,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
137,530330040002,33,4000,2,1171,0.599,0.401,0.102,0,0,0.89,377,157426,56916,739,0.522,0.391,0.016,0,0.07,593,0.025,0,0.081,0.039,0.417,0.057,0.012,0.113,0.081,0.005,0.135,0,0.035,0,0.01,0.051,377,0.042,0.958,22,11,28,21,0.005461377,4.45E-05,59,26,40,57,46,0.006787335,0.108492627,21,56,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
138,530330041001,33,4100,1,1284,0.496,0.504,0.298,0,0.04,0.693,577,74708,47578,897,0.463,0.36,0.038,0.025,0.115,725,0.021,0,0.017,0.037,0.31,0.168,0.061,0.171,0.065,0.09,0.044,0,0.017,0.111,0.023,0.139,577,0.631,0.369,40,15,51,26,0.000795215,2.29E-06,60,36,30,54,45,0,0.067774643,22,70,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
139,530330041002,33,4100,2,1934,0.459,0.541,0.105,0.001,0.031,0.826,570,169063,65285,1228,0.361,0.405,0.072,0.038,0.124,837,0.084,0,0.066,0,0.237,0.124,0.035,0.269,0.075,0.027,0.084,0,0,0.082,0.022,0.016,570,0.144,0.856,40,18,52,28,0.001275491,3.70E-06,56,40,53,50,43,0.000811089,0.06397884,22,71,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
140,530330041003,33,4100,3,1474,0.464,0.536,0.041,0,0,0.936,477,238021,101789,997,0.489,0.437,0.032,0,0.041,699,0,0.02,0.043,0.016,0.308,0.122,0.023,0.275,0.016,0.052,0.112,0,0.016,0.034,0,0,477,0.023,0.977,42,19,54,25,1.55E-05,1.04E-05,37,26,48,55,51,0.019244633,0.104408381,20,72,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
141,530330041004,33,4100,4,1326,0.491,0.509,0.161,0,0.014,0.717,588,95972,56859,964,0.362,0.364,0.016,0.026,0.232,755,0.085,0,0.016,0.057,0.45,0.054,0.021,0.293,0,0.024,0,0,0,0.08,0.013,0.059,588,0.471,0.529,33,13,45,19,0.002368325,1.69E-05,39,19,62,86,55,0.009961102,0.085975643,20,64,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
142,530330041005,33,4100,5,1030,0.546,0.454,0.047,0,0,0.908,401,,53380,726,0.397,0.336,0,0,0.267,570,0,0,0.119,0,0.256,0.091,0.063,0.081,0.16,0.03,0.179,0,0.021,0,0.118,0.219,401,0.494,0.506,36,15,48,20,0.001424796,9.77E-06,27,19,72,82,55,0.003598845,0.040927056,19,66,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
143,530330041006,33,4100,6,820,0.521,0.479,0,0,0,1,287,195089,103702,541,0.494,0.445,0,0,0.061,266,0,0,0,0,0.154,0.18,0.049,0.338,0.041,0.049,0.135,0.053,0,0.056,0,0.039,287,0.164,0.836,55,43,60,31,0,0,39,31,32,34,42,0.014554673,0.064572536,21,75,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
144,530330042001,33,4200,1,1647,0.533,0.467,0.135,0.01,0.052,0.825,761,111164,67213,1231,0.479,0.333,0.012,0,0.175,726,0,0,0,0.018,0.377,0.039,0.04,0.242,0.019,0.095,0.107,0,0.062,0.088,0.028,0.06,761,0.24,0.76,27,13,37,22,0.00185878,1.52E-05,52,28,49,64,49,0.031858939,0.118834025,21,67,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
145,530330042002,33,4200,2,1723,0.578,0.422,0.076,0.075,0.03,0.684,616,110000,47713,1041,0.347,0.295,0.055,0.033,0.271,873,0.053,0,0.135,0.016,0.315,0.032,0.05,0.197,0.03,0.031,0.108,0,0.033,0.122,0.038,0.166,616,0.339,0.661,20,11,31,17,0.003179368,2.85E-05,43,20,67,80,54,0.04071338,0.132899002,21,64,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
146,530330042003,33,4200,3,1543,0.499,0.501,0.154,0,0.069,0.795,711,82417,59102,1282,0.387,0.487,0,0.012,0.114,1077,0.037,0,0,0.081,0.383,0.015,0.025,0.341,0,0.01,0.084,0.011,0.014,0.02,0.012,0.037,711,0.345,0.655,21,11,32,16,0.002189782,1.03E-05,28,17,90,86,59,0.019108486,0.052965906,18,62,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
147,530330042004,33,4200,4,1727,0.512,0.488,0.008,0,0.013,0.98,592,127813,50476,1098,0.352,0.424,0.094,0,0.13,1014,0.017,0,0.019,0.009,0.343,0.066,0.05,0.272,0.049,0,0.039,0.057,0.078,0.032,0,0,592,0.194,0.806,13,13,25,14,0.004257125,1.89E-05,39,18,73,73,54,0.014133271,0.08448022,20,57,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
148,530330042005,33,4200,5,1536,0.599,0.401,0.012,0.001,0.032,0.904,545,145982,60647,1170,0.454,0.433,0.029,0,0.084,995,0,0,0.026,0.017,0.474,0.039,0.026,0.211,0.111,0.012,0.055,0.026,0.002,0.004,0.023,0.061,545,0.092,0.908,10,10,19,12,0.005729715,2.34E-05,37,19,76,65,56,0.018196383,0.089184335,20,55,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
149,530330043011,33,4301,1,1085,0.647,0.353,0.371,0.025,0.036,0.416,410,30357,26469,589,0.323,0.404,0.07,0.049,0.154,495,0.044,0,0.095,0.01,0.412,0.012,0.061,0.19,0.042,0.036,0.073,0,0.024,0.093,0.058,0.438,410,0.766,0.234,31,27,33,23,0.002338206,1.51E-05,24,16,94,93,68,0.005700405,0.045820416,19,58,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
150,530330043012,33,4301,2,1132,0.52,0.48,0.088,0.017,0.011,0.874,489,70469,47621,701,0.481,0.321,0.051,0,0.147,708,0.034,0,0.244,0.072,0.249,0.025,0,0.205,0.093,0.011,0.055,0.011,0,0.047,0.042,0.095,489,0.278,0.722,17,12,24,17,0.002099354,1.04E-05,33,13,79,67,59,0.009601226,0.055391948,19,53,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
151,530330043013,33,4301,3,1331,0.515,0.485,0.032,0,0.01,0.8,512,98214,64650,956,0.45,0.329,0.071,0.028,0.121,660,0.036,0,0.059,0,0.32,0.058,0.117,0.156,0.079,0.045,0.102,0.029,0,0.09,0.032,0.116,512,0.377,0.623,23,15,17,13,0.001160217,1.22E-05,35,17,85,73,64,0.007835241,0.031351786,20,57,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
