OBJECTID,ID,name,TERMINAL_NUMBER,lat,long,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
158013451,381,King St Metro North / Cameron St,31098,38.80704,-77.059817,YES,NO,,,NO,9,6,394804.48092072,126587.77988315,
158013452,382,Madison & N Henry St,31099,38.813485,-77.049468,YES,NO,,,NO,6,9,395703.75054801,127302.6777771,
158013453,383,Medical Center Metro,32053,38.999378,-77.097882,YES,NO,,,NO,8,11,391521.16731482,147941.70542165,
158013454,384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,YES,NO,,,NO,4,7,388922.97236949,135228.94699865,
158013455,385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,YES,NO,,,NO,4,14,392664.34410016,143376.84095484,
158013456,386,16th & Irving St NW,31122,38.928893,-77.03625,YES,NO,,,NO,3,16,396856.80861,140113.28859173,
158013457,387,16th & R St NW,31282,38.912652,-77.036278,YES,NO,,,NO,2,17,396853.66429606,138310.40167951,
158013458,388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,YES,NO,,,NO,8,7,395567.69234355,147971.8160368,
158013459,389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,YES,NO,,,NO,1,10,391896.62547178,145776.28387,
158013460,390,14th & L St NW,31283,38.903658,-77.031737,YES,NO,,,NO,18,1,397247.15119261,137311.8474609,
158013461,391,1st & O St NW,31519,38.908643,-77.012365,YES,NO,,,NO,0,14,398927.54207227,137864.81714313,
158013462,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,YES,NO,,,NO,13,6,399293.83485771,129303.10478708,
158013463,393,18th & C St NW,31284,38.893511,-77.041544,YES,NO,,,NO,13,5,396395.98519699,136185.79095053,
158013464,394,22nd & P ST NW,31285,38.909394,-77.048728,YES,NO,,,NO,5,11,395773.70179205,137949.23962405,
158013465,395,East West Hwy & 16th St,32056,38.995681,-77.038721,YES,NO,,,NO,5,14,396645.69611866,147527.46678748,
158013466,396,Royal & Wilkes St,31903,38.799267,-77.0447,YES,NO,,,NO,7,8,396117.07402725,125724.17677004,
158013467,397,14th & Girard St NW,31123,38.925284,-77.032375,YES,NO,,,NO,0,23,397192.66283204,139712.53240828,
158013500,431,Westpark & Park Run Dr,32207,38.928919,-77.225394,YES,NO,,,NO,5,5,380456.39941172,140139.67762131,
158013501,432,Tysons West Transit Center,32208,38.932636,-77.231825,YES,NO,,,NO,4,7,379899.82535415,140553.69184941,
158013502,433,North Shore & Cameron Crescent Dr/Crescent Apartments,32209,38.970046,-77.338686,YES,NO,,,NO,6,5,370649.98316139,144735.46493428,
158013503,434,Town Center Pkwy & Bowman Towne Dr,32210,38.962524,-77.361902,YES,NO,,,NO,6,9,368634.8195974,143908.17868719,
158013504,435,Reston Regional Library,32211,38.962095,-77.358815,YES,NO,,,NO,11,4,368902.1739327,143859.49993933,
158013505,436,New Dominion Pkwy & Fountain Dr,32212,38.960574,-77.356324,YES,NO,,,NO,6,9,369117.40410412,143689.81045718,
158013506,437,Sunset Hills & Old Reston Ave,32213,38.955079,-77.351649,YES,NO,,,NO,11,4,369520.23453313,143078.24814447,
158013507,438,Reston Town Center Transit Station,32214,38.957037,-77.359718,YES,NO,,,NO,9,7,368821.70051475,143298.32745781,
158013508,439,1st & D St SE,31643,38.884916,-77.005965,YES,NO,,,NO,16,1,399482.46343538,135230.87572136,
158013509,440,Reston Station,32215,38.948363,-77.338119,YES,NO,,,NO,20,15,370690.20310024,142328.28566882,
158013510,441,Library St & Freedom Dr,32216,38.959633,-77.358741,YES,NO,,,NO,12,7,368907.51332443,143586.17197497,
158013511,442,Sunset Hills Rd & Discovery Square,32217,38.95534,-77.357611,YES,NO,,,NO,8,6,369003.58432792,143109.22880515,
158013512,443,22nd St & Constitution Ave NW,31292,38.892441,-77.048947,YES,NO,,,NO,13,9,395753.69834411,136067.33084543,
158013468,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,YES,NO,,,NO,6,13,395721.93521693,128329.81125103,
158013469,399,11th & O St NW,31286,38.90843,-77.02714,YES,NO,,,NO,0,19,397646.04975824,137841.44968105,
158013470,400,10th St & L'Enfant Plaza SW,31287,38.884377,-77.025791,YES,NO,,,NO,20,2,397762.29904386,135171.34175438,
158013471,401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,YES,NO,,,NO,4,15,394355.40758835,142142.03129017,
158013472,402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,YES,NO,,,NO,5,17,399728.03881641,136347.15809919,
158013473,403,Radford & Osage St,31908,38.828437,-77.086031,YES,NO,,,NO,12,11,392529.85317524,128964.8036433,
158013474,404,East Falls Church Metro/Sycamore St & 19th St N,31904,38.884859,-77.155988,YES,NO,,,NO,11,7,386466.13262254,135236.09428263,
158013475,405,Kennebec St & 11th St N,31905,38.880992,-77.135271,YES,NO,,,NO,3,12,388262.94832495,134803.96063251,
158013476,406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,YES,NO,,,NO,7,11,394640.05213358,127217.4065506,
158013477,407,Commonwealth & E Monroe Ave,31913,38.820058,-77.062821,YES,NO,,,NO,8,7,394544.55728453,128033.03642625,
158013478,408,4th St & Madison Dr NW,31288,38.890493,-77.017253,YES,NO,,,NO,13,3,398503.20865538,135850.09061145,
158013479,409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,YES,NO,,,NO,7,11,395716.10712295,135856.76917174,
158013480,410,17th St & Independence Ave SW,31290,38.888097,-77.038325,YES,NO,,,NO,3,15,396674.98675895,135584.67242635,
158013481,411,Franklin & S Washington St,31907,38.798133,-77.0487,YES,NO,,,NO,7,11,395769.54149325,125598.47353608,
158013482,412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,YES,NO,,,NO,8,7,394442.60095851,130626.66931776,
158013483,413,New Jersey Ave & L St NW,31642,38.903598,-77.01397,YES,NO,,,NO,6,16,398788.24933635,137304.80117123,
158013484,414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,YES,NO,,,NO,9,6,394522.56553515,130390.05783003,
158013485,415,Lee Center,31914,38.797557,-77.053766,YES,NO,,,NO,9,6,395329.43195741,125534.78097568,
158013486,416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,YES,NO,,,NO,5,10,395850.39700673,127886.82678479,
158013487,417,Potomac & Swann Ave,31916,38.829545,-77.047844,YES,NO,,,NO,10,6,395845.72775465,129085.36771264,
158013488,418,14th & Irving St NW,31124,38.928552,-77.032224,YES,NO,,,NO,4,26,397205.88456877,140075.30373809,
158013489,419,16th & K St NW,31291,38.90268,-77.035737,YES,NO,,,NO,22,0,396900.15104952,137203.40979111,
158013490,420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,YES,NO,,,NO,6,18,393046.52732614,142438.02422189,
158013491,421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,YES,NO,,,NO,13,4,402435.07623743,138307.70879166,
158013492,422,Division Ave & Foote St NE,31713,38.897407,-76.925907,YES,NO,,,NO,8,7,406427.34608733,136620.06609604,
158013493,423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,YES,NO,,,NO,9,14,401530.8771481,133652.36788743,
158013494,424,Spring Hill Metro,32200,38.929261,-77.240654,YES,NO,,,NO,12,3,379133.32906395,140181.01997978,
158013495,425,Westpark Dr & Leesburg Pike,32201,38.92403,-77.235955,YES,NO,,,NO,5,5,379539.26898978,139599.2725456,
158013496,427,Tysons One Pl & Chain Bridge Rd,32203,38.919475,-77.221179,YES,NO,,,NO,6,5,380819.33544907,139090.42242219,
158013497,428,Tysons Corner Station,32204,38.920939,-77.222115,YES,NO,,,NO,4,7,380738.56101699,139253.13535423,
158013498,429,Westpark & Jones Branch Dr,32205,38.924437,-77.217664,YES,NO,,,NO,8,3,381125.46936865,139640.51216859,
158013499,430,Jones Branch & Westbranch Dr,32206,38.931911,-77.219261,YES,NO,,,NO,8,5,380988.98002738,140470.51937627,
158013513,444,61st St & Banks Pl NE,31714,38.891805,-76.913563,YES,NO,,,NO,9,9,407498.73967816,135999.14156768,
158013514,445,Temporary Rd & Old Reston Ave,32218,38.960084,-77.353414,YES,NO,,,NO,9,6,369369.40191424,143634.4358956,
158013515,446,Reston YMCA,32219,38.955314,-77.368416,YES,NO,,,NO,9,6,368067.03974401,143110.06678211,
158013516,447,Sunset Hills Rd & Isaac Newton Square,32220,38.951443,-77.34038,YES,NO,,,NO,10,0,370495.7444288,142670.91855872,
158013517,448,N Lynn St & Fairfax Dr,31917,38.89386,-77.070862,YES,NO,,,NO,8,4,393852.62779737,136226.09856392,
158013518,449,Georgia Ave & Piney Branch Rd NW,31414,38.967505,-77.027976,YES,NO,,,NO,9,6,397575.55015788,144399.31612925,
158013519,450,Greensboro & International Dr,32221,38.923083,-77.227417,YES,NO,,,NO,4,7,380279.37434818,139492.26880639,
158013520,451,Madison & Fairfax St,31918,38.812351,-77.040691,YES,NO,,,NO,11,4,396465.96860825,127176.42009605,
158013521,452,Sligo Ave & Carroll Ln,32058,38.990874,-77.016311,YES,NO,,,NO,3,11,398586.92327584,146993.256491,
158013522,453,15th & W St NW,31125,38.919086,-77.034502,YES,NO,,,NO,1,18,397007.96400294,139024.5695478,
158013523,454,12th St & Pennsylvania Ave SE,31644,38.882489,-76.990121,YES,NO,,,NO,0,18,400857.15299711,134961.48951302,
158013524,455,3rd St & Riggs Rd NE,31412,38.957463,-77.002239,YES,NO,,,NO,9,6,399805.93693957,143284.19137817,
158013525,456,Carlin Springs Rd & N Thomas St,31919,38.876695,-77.112982,YES,NO,,,NO,4,11,390196.30536757,134324.33170588,
158013526,457,Towers Crescent Dr & Tysons One Pl,32222,38.915246,-77.220157,YES,NO,,,NO,7,4,380906.83105285,138620.75516987,
158013527,458,6th & K St NE,31645,38.902877,-76.998405,YES,NO,,,NO,1,18,400138.35088416,137224.67283593,
158013528,459,Pooks Hill Rd & Linden Ave,32057,39.014716,-77.107143,YES,NO,,,NO,9,6,390720.95043328,149645.2816699,
158013529,460,Takoma Park Rec Center,32059,38.98265,-76.988311,YES,NO,,,NO,3,12,401012.77423762,146080.24993225,
158013530,461,New Hampshire & Kirklynn Ave,32061,38.988101,-76.988422,YES,NO,,,NO,8,7,401003.0800788,146685.36332198,
158013531,462,Wheaton Metro/Georgia Ave & Reedie Dr,32062,39.038341,-77.051023,YES,NO,,,NO,14,5,395582.65145222,152263.70107898,
158013532,463,Amherst Ave & Elkins St,32063,39.044887,-77.047788,YES,NO,,,NO,5,10,395863.10400444,152990.22852961,
158013533,464,Amherst Ave & Prichard Rd,32064,39.035965,-77.048395,YES,NO,,,NO,7,8,395810.0323662,151999.81494344,
158013534,465,Grandview & Blueridge Ave,32065,39.043272,-77.053085,YES,NO,,,NO,1,14,395404.45083084,152811.19876663,
158013535,466,Windham Ln & Amherst Ave,32066,39.032029,-77.04735,YES,NO,,,NO,5,10,395900.28028089,151562.82832343,
158013536,467,North Shore Dr & Village Rd,32223,38.970412,-77.340787,YES,NO,,,NO,6,4,370468.0661928,144776.77171083,
158013537,468,Town Center Pkwy & Sunset Hills Rd,32224,38.955171,-77.363094,YES,NO,,,NO,5,6,368528.26577752,143092.3443935,
158013538,469,3rd & Underwood St NW,31413,38.968834,-77.016258,YES,NO,,,NO,6,13,398591.07910767,144546.60165408,
158013539,470,18th & Monroe St NE,31521,38.93293,-76.979517,YES,NO,,,NO,14,5,401775.95435655,140561.00567055,
158013540,471,7th & E St SW,31294,38.88345,-77.021741,YES,NO,,,NO,4,14,398113.66411757,135068.34613835,
158013541,472,Shady Grove Metro East,32067,39.121327,-77.164969,YES,NO,,,NO,7,12,385734.35932116,161487.81062324,
158013542,473,Potomac & M St NW,31295,38.905368,-77.065149,YES,NO,,,NO,8,11,394349.14970107,137503.20919441,
158013543,474,Columbia & Ontario Rd NW,31296,38.924088,-77.040787,YES,NO,,,NO,4,19,396463.17281514,139580.05853158,
158013544,475,Washington-Lee High School / N Stafford St & Generals Way,31920,38.888282,-77.111066,YES,NO,,,NO,1,14,390364.12569347,135610.37264375,
158013545,476,Westover Library / Washington Blvd & N McKinley Rd,31921,38.886048,-77.142317,YES,NO,,,NO,3,12,387652.46388519,135366.14435057,
158013546,477,Columbia Pike & S Taylor St,31923,38.858524,-77.103728,YES,NO,,,NO,6,9,390997.00279743,132306.26461119,
158013547,478,Columbus Ave & Tribeca St,32068,39.126,-77.1673,YES,NO,,,NO,6,5,385533.7377928,162006.94178854,
158013548,479,Columbus Ave & Gramercy Blvd,32069,39.12333,-77.16486,YES,NO,,,NO,5,6,385744.18661456,161710.15281948,
158013549,480,Reston Pkwy & Spectrum Dr,32225,38.964208,-77.35428,YES,NO,,,NO,5,10,369296.1222373,144092.52580133,
158013550,481,Key West Ave & Great Seneca Hwy,32070,39.105642,-77.20386,YES,NO,,,NO,6,5,382367.38936046,159753.36941456,
158013551,482,Virginia Ave & 25th St NW,31297,38.8995,-77.054155,YES,NO,,,NO,0,18,395302.35335497,136851.190868,
158013552,483,15th & M St NW,31298,38.905424,-77.034674,YES,NO,,,NO,13,5,396992.47200484,137507.98042771,
158013553,484,11th & Girard St NW,31126,38.925636,-77.027112,YES,NO,,,NO,1,18,397649.0455579,139751.45871596,
158013554,485,Connecticut Ave & R St NW,31299,38.912644,-77.04564,YES,NO,,,NO,2,17,396041.71190715,138309.87791719,
158013555,486,Wilson Blvd & N Troy St,31924,38.892556,-77.082089,YES,NO,,,NO,1,13,392878.54077938,136082.16026187,
158013556,487,Nebraska Ave/AU East Campus,31320,38.936298,-77.087128,YES,NO,,,NO,1,18,392446.02744342,140938.28866237,
158013557,488,15th St & Constitution Ave NW,31321,38.892244,-77.033234,YES,NO,,,NO,13,3,397116.84102069,136044.84872031,
