gis_id,population_edu_advanced_perc,population_edu_bachelor_perc,population_edu_highschool_perc,population_edu_nodiploma_perc,population_edu_somecollege_perc,walk_time_lib,tran_time_lib,walk_time_slc,tran_time_slc,enroll_elem_df,math_perc_elem_df,reading_perc_elem_df,isa_perc_elem_df,s_per_t_elem_df,fam_sat_elem_df,stu_sat_elem_df,red_lunch_elem_df,enroll_ms_df,math_perc_ms_df,reading_perc_ms_df,isa_perc_ms_df,s_per_t_ms_df,fam_sat_ms_df,stu_sat_ms_df,red_lunch_ms_df,enroll_hs_df,math_perc_hs_df,reading_perc_hs_df,isa_perc_hs_df,s_per_t_hs_df,fam_sat_hs_df,stu_sat_hs_df,red_lunch_hs_df
530330028002,0.228,0.612,0.028,0.008,0.125,12,12,45,30,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028003,0.196,0.499,0.088,0.014,0.203,15,9,45,30,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028004,0.23,0.438,0.051,0.02,0.26,6,6,45,24,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330029001,0.385,0.263,0.114,0.017,0.221,6,6,63,44,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330029002,0.319,0.435,0.078,0.012,0.156,10,6,52,35,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330029003,0.24,0.444,0.113,0.034,0.17,14,14,57,37,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030001,0.23,0.441,0.064,0.014,0.251,16,16,60,35,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030002,0.094,0.553,0.103,0,0.25,22,14,71,31,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030003,0.266,0.343,0.1,0.033,0.258,24,24,67,41,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330030004,0.461,0.242,0.208,0.014,0.075,20,14,73,52,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031001,0.241,0.493,0.06,0.082,0.124,22,10,80,34,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031002,0.182,0.443,0.119,0,0.256,26,10,88,35,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031003,0.194,0.217,0.126,0.075,0.388,15,9,80,48,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031004,0.331,0.477,0.031,0.002,0.159,22,14,99,42,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330031005,0.273,0.42,0.064,0.014,0.229,43,25,96,50,427,0.84479,0.889573333,0.96052,19,0.841,0.633,0.08197,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032001,0.332,0.419,0.068,0.016,0.164,14,14,89,48,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032002,0.31,0.355,0.103,0.032,0.201,8,6,88,45,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032003,0.167,0.525,0.085,0.013,0.21,10,10,94,47,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032004,0.211,0.383,0.08,0.018,0.308,15,9,98,51,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032005,0.279,0.472,0.036,0,0.213,13,13,92,50,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032006,0.31,0.478,0.072,0,0.14,24,20,100,62,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330032007,0.129,0.559,0.01,0.027,0.275,20,15,95,53,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033001,0.296,0.339,0.047,0.009,0.309,21,18,71,29,469,0.77679,0.81413,0.96364,19,0.771,0.604,0.10661,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033002,0.296,0.353,0.036,0,0.315,18,15,67,49,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033003,0.167,0.548,0.059,0.037,0.189,10,10,75,50,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033004,0.204,0.488,0.065,0.035,0.208,6,6,81,46,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330033005,0.319,0.324,0.076,0.024,0.257,11,11,81,51,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330034001,0.278,0.412,0.033,0,0.277,27,17,58,46,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330034002,0.474,0.378,0.024,0,0.124,21,13,61,27,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330034003,0.312,0.442,0.028,0,0.218,22,11,61,42,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330035001,0.348,0.355,0.076,0.017,0.203,18,8,50,33,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330035002,0.491,0.308,0.063,0,0.138,22,9,46,35,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330035003,0.233,0.317,0.061,0.026,0.363,21,16,51,44,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330036001,0.184,0.622,0.073,0,0.121,12,7,9,9,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330036002,0.381,0.522,0.037,0.011,0.05,3,3,15,15,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330036003,0.332,0.457,0.085,0.013,0.113,12,10,19,17,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330036004,0.273,0.424,0.069,0.004,0.23,7,4,16,12,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330038001,0.361,0.314,0.065,0.02,0.241,3,3,8,8,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330038002,0.395,0.311,0.108,0.046,0.141,10,10,13,13,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330039001,0.316,0.363,0.061,0.006,0.253,8,8,15,15,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330039002,0.321,0.378,0.066,0,0.235,15,15,22,19,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330040001,0.371,0.344,0.076,0.051,0.157,42,21,48,40,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330040002,0.522,0.391,0.016,0,0.07,22,11,28,21,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330041001,0.463,0.36,0.038,0.025,0.115,40,15,51,26,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330041002,0.361,0.405,0.072,0.038,0.124,40,18,52,28,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330041003,0.489,0.437,0.032,0,0.041,42,19,54,25,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330041004,0.362,0.364,0.016,0.026,0.232,33,13,45,19,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330041005,0.397,0.336,0,0,0.267,36,15,48,20,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330041006,0.494,0.445,0,0,0.061,55,43,60,31,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330042001,0.479,0.333,0.012,0,0.175,27,13,37,22,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330042002,0.347,0.295,0.055,0.033,0.271,20,11,31,17,255,0.612296667,0.651266667,0.95573,12,0.87,0.553,0.45882,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330042003,0.387,0.487,0,0.012,0.114,21,11,32,16,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330042004,0.352,0.424,0.094,0,0.13,13,13,25,14,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330042005,0.454,0.433,0.029,0,0.084,10,10,19,12,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330043011,0.323,0.404,0.07,0.049,0.154,31,27,33,23,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330043012,0.481,0.321,0.051,0,0.147,17,12,24,17,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330043013,0.45,0.329,0.071,0.028,0.121,23,15,17,13,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330043021,0.243,0.453,0.047,0.025,0.232,14,14,25,19,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330043022,0.349,0.374,0.066,0.034,0.177,25,29,29,22,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330044001,0.485,0.396,0,0,0.119,19,14,13,13,592,0.84699,0.922686667,0.96633,19,0.806,0.589,0.05912,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330044002,0.403,0.407,0.021,0,0.169,14,9,9,9,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330044003,0.133,0.564,0.148,0,0.155,11,11,19,17,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330044004,0.333,0.461,0.052,0.025,0.129,7,7,16,15,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330045001,0.328,0.343,0.113,0.033,0.183,6,6,19,18,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330045002,0.289,0.433,0.072,0,0.206,13,13,24,20,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330046001,0.432,0.397,0.044,0.012,0.116,20,20,34,24,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330046002,0.343,0.454,0.027,0.039,0.138,19,9,29,15,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330046003,0.317,0.454,0.082,0,0.147,13,7,33,18,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330047001,0.282,0.42,0.061,0.025,0.213,13,9,71,43,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330047002,0.232,0.357,0.225,0.014,0.172,18,8,75,37,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330047003,0.302,0.378,0.072,0.036,0.213,6,6,78,45,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330047004,0.19,0.438,0.079,0.054,0.239,4,4,87,48,544,0.648026667,0.753486667,0.95943,18,0.871,0.608,0.18382,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330048001,0.291,0.486,0.038,0.04,0.144,24,10,60,38,532,0.863196667,0.909223333,0.96129,18,0.899,0.649,0.09023,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330048002,0.284,0.407,0.048,0,0.261,20,13,63,43,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330048003,0.252,0.391,0.042,0.016,0.299,15,6,72,35,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330048004,0.289,0.521,0.018,0.013,0.159,25,14,66,44,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330049001,0.185,0.307,0.068,0.055,0.386,14,8,51,31,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330049002,0.176,0.584,0.056,0.025,0.16,3,3,66,27,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330049003,0.341,0.5,0.05,0.015,0.094,7,7,67,30,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330049004,0.249,0.612,0.03,0,0.109,13,9,59,34,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330049005,0.273,0.574,0.065,0,0.088,13,8,52,33,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1708,0.11138,0.898485,0.92536,21,0.705,0.514,0.1534
530330050001,0.29,0.511,0.021,0,0.178,5,5,44,23,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330050002,0.459,0.327,0.065,0.019,0.13,7,3,51,21,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330050003,0.232,0.511,0.043,0.015,0.199,6,6,48,22,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330051001,0.36,0.389,0.084,0.053,0.114,8,5,38,20,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330051002,0.418,0.362,0.078,0,0.142,10,10,46,25,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330051003,0.436,0.367,0.033,0,0.164,17,16,52,29,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330052001,0,0,0.505,0.143,0.352,12,12,33,17,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330052002,0.403,0.196,0.099,0.004,0.298,15,15,37,18,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330052003,0.35,0.39,0.016,0.022,0.222,20,14,41,24,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330052004,0.281,0.399,0.022,0.03,0.269,12,12,34,20,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330052005,0.362,0.505,0.03,0.066,0.036,5,5,27,13,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053011,0.171,0.315,0.203,0.031,0.28,13,13,25,16,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053012,0.395,0.103,0.144,0.052,0.306,8,8,21,16,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053013,0.159,0.388,0.043,0.308,0.102,12,9,28,14,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053014,0.107,0.221,0,0,0.673,16,10,32,15,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053021,0.374,0.538,0,0,0.088,18,10,34,15,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053022,0.231,0.322,0.182,0.124,0.14,25,13,43,23,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330053023,0,0.25,0,0,0.75,30,23,42,26,433,0.807726667,0.68428,0.9538,16,0.707,0.483,0.22402,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330054001,0.459,0.455,0.029,0,0.057,11,8,56,27,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330054002,0.401,0.367,0.013,0,0.219,13,13,57,31,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330054003,0.219,0.494,0.045,0.013,0.229,7,5,63,25,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330054004,0.274,0.542,0.013,0,0.172,9,9,57,24,283,0.532953333,0.624,0.95652,15,0.887,0.431,0.34629,1094,0.763843333,0.781316667,0.95373,19,0.793,0.545,0.08501,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
