gis_id,population_edu_advanced_perc,population_edu_bachelor_perc,population_edu_highschool_perc,population_edu_nodiploma_perc,population_edu_somecollege_perc,walk_time_lib,tran_time_lib,walk_time_slc,tran_time_slc,enroll_elem_df,math_perc_elem_df,reading_perc_elem_df,isa_perc_elem_df,s_per_t_elem_df,fam_sat_elem_df,stu_sat_elem_df,red_lunch_elem_df,enroll_ms_df,math_perc_ms_df,reading_perc_ms_df,isa_perc_ms_df,s_per_t_ms_df,fam_sat_ms_df,stu_sat_ms_df,red_lunch_ms_df,enroll_hs_df,math_perc_hs_df,reading_perc_hs_df,isa_perc_hs_df,s_per_t_hs_df,fam_sat_hs_df,stu_sat_hs_df,red_lunch_hs_df
530330018001,0.11,0.485,0.093,0.011,0.302,26,16,37,20,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330018002,0.318,0.311,0.069,0.039,0.262,17,10,44,26,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330018003,0.126,0.445,0.06,0.179,0.191,18,14,41,26,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1239,0.04983,0.82541,0.90095,20,0.791,0.564,0.29944
530330019001,0.191,0.359,0.071,0.052,0.327,15,9,23,20,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330019002,0.26,0.34,0.062,0.009,0.328,17,15,29,15,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330019003,0.174,0.299,0.189,0.071,0.268,23,16,33,24,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330020001,0.236,0.386,0.138,0.012,0.228,29,18,32,21,232,0.499683333,0.513266667,0.95666,13,0.799,0.553,0.31034,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330020002,0.23,0.364,0.073,0.05,0.283,18,16,36,27,461,0.681476667,0.72335,0.96182,18,0.872,0.684,0.38612,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330020003,0.358,0.434,0.034,0.014,0.16,23,13,27,16,232,0.499683333,0.513266667,0.95666,13,0.799,0.553,0.31034,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330021001,0.375,0.335,0.091,0.023,0.176,29,10,24,12,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330021002,0.167,0.472,0.148,0.012,0.201,37,30,30,20,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330021003,0.3,0.326,0.104,0.038,0.232,28,18,22,18,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022001,0.329,0.341,0.079,0.012,0.239,40,19,43,23,389,0.606036667,0.623083333,0.95428,16,0.828,0.603,0.43445,825,0.63445,0.62743,0.94403,18,0.763,0.448,0.29818,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022002,0.369,0.367,0.069,0,0.196,30,12,28,15,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022003,0.499,0.219,0.108,0,0.173,40,29,38,28,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1181,0.04815,0.85032,0.90707,18,0.797,0.558,0.337
530330022004,0.561,0.299,0.05,0,0.09,29,29,26,26,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330024001,0.505,0.305,0.024,0.026,0.141,20,12,17,14,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330024002,0.3,0.213,0.01,0.033,0.444,14,14,12,12,592,0.84615,0.882263333,0.96324,17,0.836,0.683,0.09628,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330024003,0.282,0.387,0.077,0.018,0.237,12,12,7,7,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330025001,0.339,0.337,0.077,0,0.247,21,16,15,15,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330025002,0.281,0.451,0.063,0,0.205,16,12,14,10,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026001,0.242,0.392,0.106,0,0.26,24,24,19,19,482,0.87187,0.898563333,0.96306,18,0.862,0.62,0.09336,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026002,0.36,0.438,0.084,0.001,0.118,19,18,8,7,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026003,0.334,0.379,0.065,0,0.222,18,13,3,3,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330026004,0.228,0.458,0.097,0,0.218,17,17,13,13,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027001,0.317,0.333,0.048,0.037,0.265,13,13,19,12,334,0.625,0.630253333,0.95744,16,0.877,0.689,0.15269,906,0.779623333,0.727536667,0.94874,21,0.774,0.46,0.14459,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027002,0.274,0.477,0.038,0.058,0.153,7,7,24,21,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027003,0.314,0.349,0.086,0,0.25,13,6,31,18,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330027004,0.353,0.391,0.123,0.008,0.124,15,15,36,21,432,0.71604,0.761426667,0.95653,15,0.839,0.649,0.15509,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
530330028001,0.324,0.403,0.042,0.007,0.224,8,7,43,29,347,0.66498,0.769086667,0.96017,19,0.897,0.674,0.19308,122,0.70011,0.659256667,0.93684,19,0.603,0.372,0.3043,1725,0.46353,0.944285,0.92437,21,0.733,0.57,0.14145
