block_group,median_household_income,per_capita_income,population_poverty,population_unemployed,population_industry_administration,population_industry_agriculture,population_industry_art,population_industry_construction,population_industry_education,population_industry_finance,population_industry_informatin,population_industry_management,population_industry_manufacture,population_industry_other,population_industry_retail,population_industry_total,population_industry_transportation,population_industry_wholesale
530330082002,56079,44568,354,45,7,0,233,19,267,39,80,205,62,35,193,1193,53,0
530330082003,42721,51697,158,12,0,0,39,0,97,18,0,109,18,36,39,356,0,0
530330083001,55938,49390,133,27,39,0,46,7,176,71,13,288,59,39,115,879,21,5
530330083002,47917,51114,189,18,18,11,144,31,191,123,59,205,78,37,178,1126,22,29
530330084001,32729,46282,209,98,12,0,198,11,252,74,34,190,71,16,60,918,0,0
530330084002,47951,54084,217,10,0,0,83,0,205,129,50,254,43,57,90,940,29,0
530330084003,46811,50650,168,32,0,0,167,10,242,18,96,261,50,42,166,1090,38,0
530330085001,52072,53167,154,42,0,0,72,0,175,31,0,81,42,16,64,494,13,0
530330085002,22408,23440,349,56,5,14,118,26,64,10,5,54,9,50,100,459,4,0
530330085003,9770,7398,364,0,10,0,0,31,22,0,0,9,0,21,13,106,0,0
530330086001,54688,29182,450,71,0,0,149,100,281,60,89,171,27,73,172,1122,0,0
530330086002,41905,22203,309,152,96,50,73,7,391,107,37,184,23,73,140,1191,10,0
530330086003,27330,22070,413,48,14,0,42,15,148,12,0,139,33,41,75,544,12,13
530330087001,59432,37944,219,46,0,17,132,57,252,81,9,237,86,89,181,1185,29,15
530330087002,46372,22379,144,126,9,9,208,0,91,11,14,193,59,8,73,717,31,11
530330087003,61875,38861,237,27,0,10,99,76,175,62,21,200,76,30,143,1029,99,38
530330088001,101806,46927,142,48,26,0,151,19,238,80,64,210,50,59,91,996,8,0
530330088002,76406,31853,193,55,0,0,123,14,327,17,41,202,71,47,45,910,23,0
530330088003,67738,31020,164,46,36,0,47,17,195,24,19,58,57,21,19,578,41,44
530330089001,79340,76798,29,26,52,0,91,71,109,43,21,194,58,46,76,777,0,16
530330089002,82317,56301,15,25,0,17,94,19,213,17,31,74,0,41,58,582,18,0
530330089003,,50923,266,61,0,0,55,0,219,15,64,210,35,0,19,639,0,22
530330089004,74594,43021,17,17,35,0,21,18,86,38,0,131,125,56,168,691,13,0
530330090001,61042,38988,219,41,34,0,104,18,128,44,19,165,55,43,151,840,79,0
530330090002,31641,27179,629,40,32,0,139,21,211,32,42,217,37,99,118,998,7,43
530330091001,28750,14873,467,16,15,0,327,0,91,37,0,34,16,6,201,727,0,0
530330091002,30076,33235,281,81,25,0,154,0,141,65,33,186,27,58,84,781,8,0
530330092001,25714,26921,364,15,46,25,87,18,145,21,40,128,40,24,57,671,5,35
530330092002,25417,31058,557,73,12,7,134,15,84,23,29,143,38,21,78,645,20,41
530330093001,52981,35188,187,45,17,0,177,13,68,58,38,108,17,13,48,582,0,25
530330093002,128542,46772,234,36,0,10,11,10,33,15,26,51,22,8,56,247,5,0
530330093003,83036,37542,155,51,51,0,135,16,126,20,14,136,45,111,75,800,71,0
530330094001,,21877,230,14,36,0,204,0,61,15,14,155,27,109,58,684,0,5
530330094002,62847,40224,383,17,0,0,54,44,251,68,73,198,92,68,75,923,0,0
530330094003,45507,20185,213,0,0,0,105,0,55,15,0,113,66,42,81,477,0,0
530330094004,53267,31376,65,40,38,0,213,0,79,16,21,63,35,19,78,562,0,0
530330094005,42266,25647,392,32,0,0,60,48,188,64,14,84,73,116,45,705,13,0
530330095001,88640,72093,61,26,85,14,59,38,285,49,25,145,47,13,79,859,12,8
530330095002,49817,29409,683,279,16,0,137,115,241,19,75,239,55,41,132,1197,101,26
530330095003,145625,91301,125,34,21,14,76,39,165,49,72,96,79,77,43,736,0,5
530330095004,54659,50335,146,0,16,14,14,0,105,11,6,130,25,44,30,431,21,15
530330096001,141597,63802,26,17,0,0,14,30,69,22,0,47,9,0,37,228,0,0
530330096002,43558,37018,213,0,0,0,125,37,202,28,29,237,21,32,74,785,0,0
530330096003,87857,59631,78,0,22,0,35,53,139,42,21,299,32,17,65,753,13,15
530330096004,59773,39175,21,23,8,0,175,30,41,28,0,34,36,0,45,501,94,10
530330096005,117109,82748,37,59,14,48,39,21,130,123,43,91,78,46,21,727,73,0
530330097011,85331,51276,8,84,43,0,192,57,146,163,42,100,106,54,97,1099,85,14
530330097012,65333,42916,15,36,37,0,31,37,75,40,55,128,35,76,53,602,16,19
530330097013,66528,84387,96,36,44,0,52,19,53,81,0,145,116,0,9,646,75,52
530330097014,153229,71102,92,17,30,0,113,33,277,53,97,13,127,92,128,1034,71,0
530330097021,124552,45752,28,0,103,0,123,31,231,0,0,230,93,0,120,975,14,30
530330097022,121806,48356,35,32,20,0,57,0,83,49,29,109,67,60,29,532,19,10
530330097023,97647,44293,22,15,0,11,80,15,99,18,46,42,41,37,17,434,22,6
530330097024,107361,43116,4,2,22,0,0,0,106,27,0,136,37,14,52,417,23,0
530330097025,88462,51428,163,42,32,0,63,12,146,42,40,234,11,115,23,767,35,14
530330098001,,56760,60,0,44,46,72,53,107,29,54,186,44,46,23,724,20,0
530330098002,82296,44332,39,16,20,0,69,92,158,43,0,158,72,30,104,746,0,0
530330098003,114677,42569,107,0,0,0,84,30,116,39,25,334,12,34,76,780,0,30
530330098004,59333,45170,63,17,112,0,113,0,202,63,13,92,95,26,80,806,10,0
530330098005,49250,31551,155,64,32,14,135,15,39,65,11,107,33,39,159,649,0,0
530330099001,,48595,169,36,19,0,0,30,97,17,54,175,71,2,129,652,58,0
530330099002,70682,48573,75,146,23,0,118,0,318,72,48,160,28,0,70,837,0,0
530330099003,68281,37952,30,88,31,0,187,15,276,149,55,128,55,47,101,1116,72,0
530330099004,62426,44955,66,15,13,0,53,0,185,10,0,188,137,45,111,758,16,0
530330100011,84643,34287,52,47,7,0,105,0,184,16,26,68,73,37,71,623,36,0
530330100012,68347,38390,91,28,26,13,85,129,72,135,37,92,91,7,32,810,81,10
530330100013,36152,19968,414,46,49,0,25,6,207,28,72,70,28,15,36,643,89,18
530330100021,74028,27228,197,0,34,0,261,35,87,10,9,59,61,74,45,675,0,0
530330100022,66113,24530,140,40,88,0,382,63,98,33,57,89,36,106,98,1100,35,15
530330100023,131250,41913,27,27,50,0,125,26,126,19,13,97,51,58,48,681,59,9
530330100024,50167,33690,73,21,10,0,108,26,77,34,22,91,42,10,102,574,42,10
530330101001,88583,61451,20,97,106,0,9,30,192,0,0,129,58,42,11,590,13,0
530330101002,55875,41661,199,21,18,0,114,31,142,0,0,99,34,26,123,683,69,27
530330101003,57763,26534,433,96,0,0,33,56,132,25,6,179,49,69,80,638,9,0
530330101004,55048,32756,260,39,85,0,41,14,183,66,9,133,79,33,39,761,52,27
530330101005,59971,48058,282,71,29,0,128,8,326,73,26,149,62,22,69,931,39,0
530330102001,93974,63888,46,80,16,0,62,34,230,89,55,141,23,57,134,876,23,12
530330102002,107917,60846,133,28,23,0,17,0,152,36,6,144,44,55,38,536,0,21
530330102003,60872,26965,58,27,10,0,103,0,104,35,34,40,71,56,73,583,57,0
530330102004,64773,44895,57,26,53,0,38,30,176,37,0,131,16,22,58,591,0,30
530330103001,69738,35882,78,56,0,0,46,55,185,0,53,123,11,22,45,540,0,0
530330103002,51797,23946,408,124,26,0,185,0,231,0,19,149,27,16,32,802,83,34
530330103003,,17531,180,118,16,0,101,8,73,3,0,48,42,12,68,457,86,0
530330103004,35938,24110,258,56,26,0,170,26,161,0,0,54,55,0,43,592,12,45
530330103005,67773,39762,226,104,15,0,196,48,442,16,0,133,12,136,54,1077,25,0
530330104011,68190,32188,294,140,47,0,188,54,72,50,23,119,106,29,22,783,48,25
530330104012,43611,20138,610,215,9,0,80,29,195,43,13,142,58,59,145,838,35,30
530330104013,61458,23484,112,69,20,0,183,12,105,37,0,91,64,37,82,667,36,0
530330104021,80114,34904,113,57,24,16,72,33,126,30,0,116,32,69,125,685,26,16
530330104022,80111,33438,64,24,25,0,92,18,125,40,63,11,41,99,45,679,120,0
530330104023,62589,24363,102,9,26,0,318,0,49,10,25,44,60,0,23,652,91,6
530330104024,85682,27460,166,52,8,0,113,12,267,34,7,116,117,38,83,898,70,33
530330105001,49770,49791,25,13,31,14,66,17,45,13,30,72,46,16,16,416,18,32
530330105002,70250,50969,129,57,0,0,70,13,246,18,82,181,32,36,201,940,30,31
530330105003,104688,45839,13,0,62,0,95,12,146,101,22,35,139,29,89,757,27,0
530330105004,47206,36097,372,57,100,17,74,0,284,42,49,85,111,57,216,1113,26,52
530330105005,73725,44039,132,37,13,0,123,33,161,0,32,94,56,17,55,664,65,15
530330106001,137917,61219,81,17,33,0,171,42,234,35,39,246,77,51,32,1076,75,41
530330106002,84732,39974,54,0,16,0,166,17,155,68,36,127,14,119,47,814,49,0
530330106003,69028,45903,149,64,37,0,89,0,181,71,29,236,64,62,18,865,43,35
530330106004,66021,45298,62,60,0,0,45,65,130,56,14,145,17,32,85,611,22,0
530330106005,98239,46125,195,70,96,0,51,35,131,35,30,183,67,35,42,705,0,0
530330106006,83233,36054,62,13,51,0,57,14,161,57,0,107,45,0,36,543,0,15
530330107011,42225,21646,918,139,33,0,220,0,213,64,9,171,110,22,280,1228,56,50
530330107012,67273,37328,168,182,8,0,11,0,109,38,54,98,29,0,81,460,32,0
530330107021,83315,36279,209,51,14,0,27,15,222,6,43,165,17,74,96,717,23,15
530330107022,26875,15718,801,56,31,24,33,0,270,9,0,59,25,23,85,571,12,0
530330107023,30407,16119,708,17,123,0,31,6,100,13,20,36,36,8,19,454,62,0
530330108001,69500,35360,260,81,20,3,61,50,109,95,46,60,62,86,83,739,34,30
530330108002,66500,33396,224,29,6,0,124,30,225,65,8,113,38,32,78,777,45,13
530330108003,76989,28852,246,109,66,0,122,45,277,9,31,142,88,39,56,1012,114,23
530330109001,40114,31105,78,16,10,7,75,39,111,13,5,52,38,0,69,507,46,42
530330109002,46875,33555,91,12,5,0,46,0,43,5,5,68,36,6,24,256,7,11
530330110011,44777,21829,431,17,47,0,65,6,133,10,15,57,44,13,80,545,54,21
530330110012,15592,16877,282,91,0,13,13,0,22,10,0,33,60,8,51,258,37,11
530330110013,29071,15099,1346,150,17,0,131,66,348,69,0,56,92,103,57,1020,57,24
530330110021,,18300,255,59,42,0,91,23,97,14,29,63,50,55,153,636,0,19
530330110022,31875,13358,941,81,39,0,243,31,136,31,21,88,106,74,117,997,69,42
530330110023,53628,35301,9,15,42,0,174,7,77,27,10,30,35,47,45,530,8,28
530330111011,33913,17801,249,128,0,0,83,0,95,53,18,105,36,0,30,480,28,32
530330111012,53145,24139,243,4,30,0,158,133,231,23,28,27,38,61,60,845,40,16
530330111013,71875,21542,178,131,0,7,161,0,197,0,13,111,77,0,34,630,16,14
530330111014,88571,28938,174,14,82,0,112,17,140,11,14,41,80,35,86,664,27,19
530330111021,97000,49894,28,0,0,0,17,0,142,37,36,113,72,29,42,496,0,8
530330111022,59844,22758,313,29,17,20,46,16,162,119,28,74,28,14,106,639,9,0
530330111023,30000,16423,573,23,12,0,167,0,110,42,10,110,53,14,83,648,35,12
530330111024,78929,25213,144,56,22,24,28,0,159,43,0,111,81,31,45,587,43,0
530330112001,35543,17803,511,67,12,20,91,18,52,13,0,103,59,37,68,518,39,6
530330112002,43068,27534,88,16,55,0,83,7,56,11,0,52,85,13,48,472,51,11
530330112003,33814,16050,905,132,7,30,103,19,169,24,0,103,171,7,111,812,48,20
530330113001,31310,28708,282,16,0,0,282,93,139,46,14,295,47,22,42,1039,36,23
530330113002,80917,29853,48,0,11,0,108,18,100,56,0,115,54,59,27,620,72,0
530330113003,64009,25674,0,32,0,0,100,13,25,0,0,104,5,14,76,365,19,9
530330113004,59634,25004,104,18,0,0,146,53,165,66,58,163,7,24,166,848,0,0
530330113005,77375,32300,89,21,20,0,44,19,155,34,0,154,139,66,164,825,20,10
530330114011,44200,22490,440,58,0,0,128,9,212,98,38,63,49,13,102,794,39,43
530330114012,51250,30298,165,46,53,0,73,17,181,49,17,93,50,53,25,722,102,9
530330114013,70610,30593,137,74,0,37,76,43,146,38,48,158,115,36,194,953,32,30
530330114021,54850,29018,29,128,28,0,127,93,103,49,27,92,159,92,17,861,54,20
530330114022,45967,23800,341,119,33,9,95,5,203,15,0,70,9,41,63,619,51,25
530330114023,42361,23957,429,99,36,0,56,75,233,16,0,42,22,22,90,622,6,24
530330115001,77946,36148,146,43,19,0,55,48,209,47,27,146,82,36,42,758,34,13
530330115002,81719,44906,82,25,24,0,101,20,157,36,23,179,56,25,165,856,49,21
530330115003,63098,49410,85,46,49,0,144,48,176,59,8,209,82,74,109,1019,43,18
530330116001,85652,69812,44,38,23,0,75,39,154,50,62,95,45,0,53,608,12,0
530330116002,100078,55563,67,30,64,0,98,0,124,103,44,110,41,55,57,743,19,28
530330116003,105250,56202,0,11,20,0,122,98,120,25,52,226,40,14,45,821,45,14
530330116004,102727,47322,91,3,50,16,57,0,117,66,0,79,104,21,15,557,32,0
530330116005,138286,93870,12,11,14,0,31,27,136,15,55,121,13,0,113,623,44,54
530330116006,72132,47975,53,15,0,0,100,33,168,11,0,90,41,0,40,483,0,0
530330117001,29500,16761,299,31,21,11,91,8,167,0,8,49,84,76,30,605,36,24
530330117002,60286,21372,157,140,48,0,111,10,194,21,23,9,24,13,65,608,90,0
530330117003,60341,25923,182,25,37,0,135,33,137,8,11,118,106,30,189,907,63,40
530330117004,80403,28124,43,73,10,0,85,7,139,40,0,42,62,0,13,490,71,21
530330118001,96689,63090,41,29,0,0,131,0,74,16,34,103,0,15,0,394,21,0
530330118002,104464,46272,191,17,21,0,0,0,78,18,0,82,65,90,46,400,0,0
530330118003,67312,23875,312,30,19,0,125,0,159,0,0,20,29,16,102,519,49,0
530330118004,15744,15853,809,84,0,0,104,16,247,15,19,49,0,16,72,573,35,0
530330118005,47102,15796,227,123,39,0,139,24,245,0,0,16,63,61,59,663,17,0
530330118006,27756,8698,1417,297,0,0,153,94,64,15,0,51,63,66,103,653,44,0
530330119001,77917,35837,77,13,139,0,30,48,216,49,0,92,30,30,41,813,126,12
530330119002,70114,30852,377,25,28,0,77,17,190,17,26,13,79,20,116,648,65,0
530330119003,71081,22041,155,36,73,54,116,17,52,12,24,114,222,13,180,902,25,0
530330119004,47339,15987,594,61,0,0,115,0,233,18,0,78,0,51,108,670,67,0
530330119005,71029,33725,37,79,19,0,54,48,120,0,0,95,155,94,122,769,45,17
530330120001,55714,34923,134,18,25,0,16,63,132,19,7,90,28,64,70,606,74,18
530330120002,92120,39562,11,8,0,0,54,53,140,33,94,114,44,14,62,668,41,19
530330120003,98917,52689,40,39,29,0,20,26,218,116,34,64,77,23,104,763,35,17
530330121001,115852,78339,0,7,48,0,23,0,145,45,22,149,53,21,42,577,10,19
530330121002,87159,48693,74,55,64,0,40,16,272,77,22,114,76,63,127,992,53,68
530330260011,87398,47532,75,7,57,0,26,43,175,158,13,29,114,92,63,862,82,10
530330264004,47305,36403,91,20,0,0,100,65,18,24,22,37,15,46,81,479,19,52
530330264005,44448,17652,280,52,0,0,3,131,62,37,0,69,130,47,82,635,0,74
530330265001,28173,11384,533,31,0,9,91,10,52,8,0,9,36,49,13,277,0,0
530339901000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
