neighborhood,NAME,NBH_names,NCID,socio_status,fam_friendliness,infrastructure,connectivity,elem,upper,health,health_inverse,dev,population_total,population_female_perc,population_male_perc,perc_under18,perc_19to34,perc_35to64,perc_over65,num_units,num_permits,total_value_permits,math_perc_elem,reading_perc_elem,isa_perc_elem,fam_sat_elem,stu_sat_elem,math_upper,reading_upper,isa_upper,fam_upper,stu_upper,public_health,farmers_market,parks,food_banks,occupied_housing_units,perc_owner,perc_family,avg_occupancy,num_trips_area_norm,num_stops_area_norm,walk_time_LR,tran_time_LR,walkscore,bikescore,transitscore,total_bikelanes,avg_driving_time,avg_transit_time,sidewalk_availability,pop_perc_poc,pop_perc_no_HI,median_household_income,per_capita_income,pop_perc_unemployed,education_level,median_house_value
7.4,33,700,2,0.90180523,0.637897895,-0.503236388,-0.926214247,1.533550276,2.055284388,1.130079434,-1.130079434,-0.261712064,15844,0.523633926,0.476366074,0.225288882,0.147151893,0.47473801,0.152821216,215,763,142596934,0.836425701,0.869218865,0.962623771,0.841265123,0.66385079,0.489334197,0.803832718,0.931090252,0.772802426,0.510928616,4.176058932,3.007394023,0.378865637,3.130532644,6302,0.823190434,0.687240233,2.435015051,0.00196043,1.20E-05,70.7371742,34.13656489,52.89939031,61.1369469,44.89090593,0.013434916,19.9757612,66.83500411,0.048958013,0.237504711,0.040122546,126160.5365,60894.08285,0.02294537,3.011015821,561616.949
7.5,33,700,3,1.24448698,0.062378272,-0.492776886,-1.20163007,0.042989364,2.969324553,1.454913091,-1.454913091,-0.265260983,10993,0.502985364,0.497014636,0.256269191,0.175515432,0.423268741,0.144946635,0,768,296401595,0.728134303,0.684793903,0.955301833,0.785124478,0.527091337,0.621576667,0.835910834,0.936555,0.7535,0.515,6.459352197,3.194998995,0.512176042,3.122565834,4222,0.684826722,0.754832773,2.668348062,0.001835422,1.20E-05,47.4881997,30.12655031,48.30052932,60.05330841,47.57680998,0.009439698,21.19532238,68.89448125,0.069167379,0.183008914,0.03529477,132418.4912,66802.29898,0.026794586,3.154539005,894072.5897
8.1,33,700,4,-0.022637802,-0.035775612,0.053133653,-0.072427775,0.737190597,0.525197491,0.267150222,-0.267150222,-0.210045213,14879,0.516901595,0.483098405,0.147988793,0.313960383,0.410124849,0.127925975,583,675,272186762,0.615142759,0.645371512,0.959730771,0.84563879,0.648092981,0.364064829,0.752782198,0.925586485,0.773971963,0.50145769,1.484653537,2.719132755,0.480243434,2.555473548,7349,0.541517095,0.456806501,2.0758248,0.004954261,2.04E-05,78.52445109,25.74830435,70.47775339,60.56460291,57.58177427,0.021301433,17.81345923,61.61223631,0.054539264,0.299589566,0.113505996,69839.47148,44975.60493,0.036231799,2.557660662,386295.54
8.2,33,800,1,-0.177372298,0.855320046,-0.535367017,-0.490698389,0.062385558,0.343464782,0.162555375,-0.162555375,-0.217727889,15535,0.51566052,0.48433948,0.182795596,0.258125226,0.4241586,0.134920578,295,428,136447103,0.653520703,0.687859344,0.951591012,0.837950622,0.599916761,0.341354136,0.738072299,0.925352789,0.779806656,0.503193344,2.927642376,1.041317265,0.401161338,1.083889377,6832,0.664781456,0.583881947,2.27421198,0.003439876,1.50E-05,102.5510055,32.91254854,68.67926981,58.93853702,54.48997947,0.01266208,21.58139459,66.82523818,0.026130324,0.417799941,0.093896083,67953.89118,35008.57094,0.042288759,2.515024213,346027.8214
8.3,33,800,2,0.356382694,0.326734076,-0.415418672,-0.961673852,0.165579173,0.763555219,0.779912706,-0.779912706,-0.235115036,13470,0.530324663,0.469675337,0.174010822,0.210427873,0.444022986,0.171538319,400,512,176172797,0.67100517,0.700581746,0.952491352,0.841819771,0.611425038,0.3413,0.738875,0.92555,0.78,0.503,3.981160435,1.525972916,0.470864715,1.498044517,6056,0.647408446,0.572798445,2.160181331,0.002842397,1.23E-05,102.6387257,29.55471172,44.8743615,51.39757628,47.17764452,0.01724704,21.49346852,66.53865273,0.017542571,0.279009351,0.062793618,87001.62114,50444.78233,0.038560723,2.712966221,502294.3182
9.1,33,900,1,0.013466607,0.149857077,-0.578503594,-1.560378645,-0.652152569,0.063854885,1.648116721,-1.648116721,-0.243448578,13857,0.443568923,0.446559505,0.116363876,0.21857621,0.377864019,0.177324323,108,438,133342774,0.42173676,0.511305145,0.950580602,0.744856661,0.600242055,0.384779151,0.731922545,0.916010322,0.692165651,0.465033468,3.298605871,5.215023465,1.153682732,3.297624298,7466.534304,0.54813292,0.451697198,1.772996776,0.00145082,1.28E-05,141.3791857,46.96183146,45.63145716,52.3764389,44.81708119,0.012460299,28.25802739,89.56807552,0.030652798,0.326827747,0.086601168,70280.16526,42858.00717,0.029244662,2.492514359,417189.7388
9.2,33,900,2,-0.320554731,-0.029925471,-0.264102169,0.293537217,0.145240917,-0.664515133,-0.330086606,0.330086606,-0.050043939,9606,0.496107032,0.503892968,0.108853294,0.423094531,0.380075704,0.08797647,536,340,158281249,0.549598515,0.619973414,0.951614187,0.881467972,0.593733461,0.37497,0.742333334,0.918895,0.697,0.468,1.046590401,2.546079912,0.480588484,1.102939877,4405,0.448033766,0.444909892,2.040362344,0.002835664,1.13E-05,87.66002128,29.89539628,81.92661572,66.89112819,58.20251683,0.011973293,18.4560321,57.10783512,0.072140997,0.382390489,0.107459737,66149.83346,40561.41889,0.042157033,2.500187373,338294.0784
9.3,33,1000,1,0.406875144,-0.04070558,-0.409867547,0.116026603,0.963327616,0.930624316,-0.154641862,0.154641862,-0.203667678,25040,0.514754878,0.485245122,0.173868716,0.279585327,0.450315829,0.096230128,701,1481,257212071,0.731789352,0.797770108,0.959413704,0.877122966,0.635730804,0.473289575,0.800834167,0.930776799,0.708797982,0.494385401,3.091013776,1.196937419,0.43432547,0.78010951,11310,0.591876854,0.520349108,2.17664267,0.002005141,9.90E-06,84.58415573,30.10516321,79.47532709,74.9331702,52.15286108,0.014682831,18.74930643,55.53342534,0.062642236,0.197015752,0.069261578,85936.28636,48289.31582,0.030930642,2.822931727,478689.3873
9.4,33,1000,2,0.569637088,-0.383971706,-0.172466288,0.116377758,0.719484242,1.728687333,0.042633871,-0.042633871,0.076513787,15613,0.499420746,0.500579254,0.140184611,0.380011236,0.376858761,0.102945393,1123,838,488059007,0.651153192,0.667935686,0.957178583,0.866083685,0.677509142,0.608849744,0.830554271,0.935258712,0.73051075,0.509394738,3.023286551,1.680926285,0.428097805,1.479728375,6949,0.55401403,0.434298825,2.192085015,0.002796475,1.46E-05,56.17872266,25.9032357,74.93420479,81.82728562,54.06443467,0.017595272,16.84187406,57.81477244,0.069768996,0.246684455,0.06974402,96766.13526,54234.14153,0.021145349,2.983447873,574545.9325
9.5,33,1100,1,-0.643887024,0.945315886,-0.179499499,-0.699334899,-0.347952384,-0.199936508,0.574961936,-0.574961936,-0.248889798,10311,0.486593801,0.513406199,0.188278431,0.264501529,0.41388882,0.13333122,51,384,127851580,0.422574847,0.411089792,0.952430692,0.770760319,0.615013669,0.371465841,0.741973413,0.91958761,0.70563811,0.471642577,1.999271131,2.726814913,0.657609407,2.570792786,4432,0.575138825,0.586136045,2.311668597,0.002762753,2.06E-05,117.6348365,39.10406983,49.70590717,47.57791611,51.20826526,0.019030441,20.93768315,68.87586523,0.030556584,0.41836401,0.142691357,69702.50793,35296.81409,0.024670523,2.157568307,359790.0369
10.1,33,1100,2,0.382586224,0.693499329,-0.563714214,-0.915758962,0.582886391,0.157702105,0.764115128,-0.764115128,-0.248915777,12014,0.504787127,0.495212873,0.17004115,0.191498119,0.486827496,0.151633234,108,590,96595932,0.667045034,0.762685967,0.957740134,0.860976541,0.591720019,0.37497,0.742333334,0.918895,0.697,0.468,3.20891663,3.288322706,0.50505676,1.533960734,5083,0.725929997,0.616155119,2.306460495,0.002564927,2.03E-05,122.2117651,43.1721157,51.58828704,41.75113428,48.3322641,0.012092973,23.64186333,69.07734116,0.033751102,0.176548738,0.076299074,94517.30146,48138.83403,0.036353399,2.674380548,534646.9842
10.2,33,1200,1,0.488914859,-0.251656887,-0.363197934,-0.138815369,0.682518311,0.701765203,0.17410883,-0.17410883,-0.14284037,12291,0.503343163,0.496656837,0.176331378,0.305726066,0.433656192,0.084286365,475,919,226883925,0.738028407,0.802923328,0.961613463,0.82397905,0.610875278,0.408015586,0.783219385,0.931701729,0.660769005,0.449163357,4.253827535,1.800293613,0.3302366,0.973011403,5600,0.549388569,0.51807526,2.131421722,0.00154405,7.17E-06,98.97242303,30.65249286,84.00544897,74.12897179,51.42401706,0.013397834,21.42950874,58.83557898,0.085609033,0.176118751,0.074042098,87516.5358,46256.07334,0.026646666,2.782909017,467832.4071
10.3,33,1200,2,0.688988718,0.317531395,-0.246352146,-1.004087699,0.633058412,1.088433191,0.927602812,-0.927602812,-0.261150693,14456,0.494991657,0.505008343,0.191251102,0.218075366,0.462646777,0.128026755,25,865,240187600,0.69824741,0.788220646,0.959708205,0.863342972,0.614380856,0.405745,0.778870834,0.9311,0.654,0.443,5.496215129,3.194438904,0.342016842,0.970739413,6581,0.712014744,0.57450368,2.269718132,0.001488466,1.21E-05,116.8100945,40.78364992,61.13175535,70.31752293,38.88113999,0.016298447,24.25449326,69.23275358,0.072371046,0.151421961,0.048156578,93832.21533,48860.96619,0.0319959,2.839196705,563035.7233
10.4,33,1200,3,0.332493808,-1.748800653,-0.516066795,0.084559187,0.201417269,1.548208033,0.366063302,-0.366063302,0.035376853,8395,0.489661771,0.510338229,0.056312952,0.625014792,0.265504005,0.053168251,835,548,498765489,0.611598095,0.700091624,0.957994562,0.88438133,0.510332299,0.428964411,0.823339892,0.937253387,0.723221048,0.506027586,5.3489008,2.008026551,0.321909813,1.870412839,4922,0.214906447,0.254189013,1.718502706,0.002537817,9.91E-06,82.94598875,27.02247189,90.49526292,84.31620596,55.89875314,0.013066287,19.54271478,52.33091716,0.062060344,0.208802123,0.082410045,65595.23246,48501.01619,0.022065603,2.648946611,484435.3244
11.1,33,1200,4,0.580942097,-1.327414766,-0.705267983,0.438620938,-0.018189058,2.187882361,-0.113086385,0.113086385,-0.101444191,16717,0.528120404,0.471879596,0.091621233,0.542671089,0.31051438,0.055193298,724,1051,594843903,0.551194841,0.639754758,0.956783478,0.887662839,0.443041571,0.491483437,0.8469073,0.93939355,0.753283429,0.538066858,4.535119915,2.329410299,0.32054043,1.34823104,8508,0.361863464,0.339062324,1.913011896,0.001932931,7.83E-06,53.56786614,22.33663011,85.42166076,78.04635496,61.14331691,0.010585531,16.80242846,47.77160101,0.046973273,0.193552536,0.084742146,82040.17326,51424.18666,0.042404834,2.937335021,497558.9474
11.2,33,1200,5,0.455122141,-0.865158783,-0.609524403,0.783988007,0.433325426,2.315439698,-0.566697603,0.566697603,-0.187861072,17117,0.463416841,0.536583159,0.121810682,0.437069065,0.370603184,0.070517069,585,814,279276528,0.600318749,0.628576574,0.957193313,0.879681385,0.619820278,0.613686667,0.862800834,0.93905,0.763,0.5575,4.765425772,1.449950138,0.359795427,0.603700241,7410,0.427524987,0.426822833,2.192401306,0.002083657,9.58E-06,34.9218033,18.82055809,86.84538882,80.79673123,67.54630697,0.012160688,16.28190362,52.32431765,0.049144507,0.244922701,0.062783311,77306.37259,44760.55587,0.036594123,2.970046333,529968.1449
11.3,33,1300,1,0.224081352,-1.896328294,-0.337480634,1.410124373,-1.24643788,-1.212447722,-1.24923937,1.24923937,5.927853113,15977,0.426529553,0.573470447,0.05024648,0.509143749,0.362719931,0.07788984,18289,2065,7889002421,0.466468902,0.560137141,0.942612871,0.764628454,0.548860325,0.359520729,0.725025846,0.919407775,0.674497829,0.459753257,1.426198514,1.70842895,0.227470648,0.936410833,10764,0.168025841,0.245839221,1.492266732,0.004347645,1.35E-05,21.67569514,11.01400976,87.79337975,71.40577733,82.81676485,0.013073567,14.94035283,48.69334915,0.045673231,0.347958767,0.094663448,80820.98141,65178.55321,0.036535044,2.877260587,459583.935
12.1,33,1300,2,1.240123031,0.410031603,-0.510186217,-1.421408601,0.737223931,1.538609505,1.495092279,-1.495092279,-0.284240865,13057,0.545017549,0.454982451,0.225288236,0.162226216,0.444314558,0.16817099,24,918,149832844,0.816952244,0.842206342,0.95830301,0.846295122,0.638116989,0.414888334,0.751675834,0.929175,0.672,0.483,6.017521979,1.324984413,0.2472569,3.622385963,5306,0.792326,0.693082594,2.522774932,0.00150305,1.31E-05,97.7803083,30.31309872,51.46106927,41.08707229,36.80500084,0.012417839,22.73961545,68.61952008,0.058121542,0.159000351,0.028940673,134838.9475,63990.694,0.02118909,2.983913396,752549.6352
12.2,33,1300,3,0.287274326,-1.075713571,-0.532840443,-0.052727842,0.866959075,0.58861159,0.431976492,-0.431976492,0.2245773,10428,0.539643884,0.460356116,0.106382573,0.42672432,0.354068173,0.112824933,731,584,632212508,0.80513152,0.846270075,0.960078409,0.871831874,0.645652202,0.414888334,0.751675834,0.929175,0.672,0.483,4.331289406,1.668121748,0.350674019,2.972884978,5314,0.361075926,0.326155989,1.819127963,0.002232531,1.16E-05,70.38766958,13.05537801,65.83946814,67.38586334,52.40454367,0.011700581,19.73827833,56.7940122,0.042352349,0.299365785,0.0913963,62125.2762,45578.3249,0.045822544,2.710271477,457591.9161
12.3,33,1400,1,0.809083271,-1.01310635,-0.596473034,0.595850884,0.809184839,0.640869614,-0.23904455,0.23904455,0.093825109,40085,0.500841839,0.499158161,0.118379748,0.395213688,0.378345717,0.108060847,3560,2202,1497853304,0.760133637,0.850717318,0.961432577,0.873903236,0.618138764,0.414888334,0.751675834,0.929175,0.672,0.483,2.739909727,2.729359632,0.258852815,2.011768883,20590,0.454598756,0.424113025,1.96871593,0.003002221,1.27E-05,48.06160821,18.08780046,81.24417285,55.45145363,66.66787552,0.010995721,17.49601879,53.59013529,0.051954688,0.222951283,0.060342788,95930.58537,63702.40992,0.023048214,2.968749799,587269.9167
13.1,33,1400,2,0.113150161,-1.190520392,-0.802003916,1.92996587,-1.765737777,-1.371166248,-1.933913385,1.933913385,0.406105439,9436,0.444981566,0.555018434,0.019801569,0.412737966,0.45948089,0.107979575,1608,431,694782524,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474,0.64435591,2.213276198,0.230770167,0.220640042,6244,0.355473443,0.225185124,1.424084265,0.002153966,4.44E-06,16.67064476,9.823751976,96.66044106,73.65882438,95.82399455,0.012126227,16.17639742,43.29492914,0.026546018,0.372725459,0.037925129,78324.39275,67336.65842,0.033532991,2.806693661,390577.859
13.2,33,1400,3,-0.439309313,-1.129737038,-0.218423914,2.2804981,-1.526964,-1.735294302,-2.196849051,2.196849051,1.676813781,4435,0.432943303,0.567056697,0.032887026,0.362174708,0.449515579,0.155422688,2092,1743,2027229246,0.34039,0.469936667,0.93836,0.738,0.523,0.364603334,0.724348334,0.91755,0.665,0.474,0.953628922,1.669288535,0.327414135,0.392441923,2478,0.196586805,0.256952903,1.394087388,0.015149231,2.27E-05,4.599585229,4.599585229,98.75680256,65.16761081,100,0.010261967,15.40086988,37.11319035,0.03285463,0.413296524,0.059210424,79264.93689,58102.13881,0.050429895,2.400342807,540593.8511
13.3,33,1400,4,-1.551027826,-0.74391316,-0.105476694,2.081671468,-1.097276712,-1.921906588,-1.895408412,1.895408412,0.34626252,5330,0.40983095,0.59016905,0.094631484,0.30252972,0.43179806,0.171040736,1165,260,433844343,0.368645089,0.44455537,0.941235119,0.768442435,0.538519672,0.351225,0.726131667,0.92244,0.69,0.4365,1.995262939,1.954543347,0.106895108,0.324733425,3155,0.047890739,0.245417306,1.604856626,0.006577311,1.40E-05,5.249273355,5.249273355,97.29230932,65.84733422,100,0.015171012,15.51386972,39.28930463,0.03490008,0.636941116,0.156016589,26687.65142,26806.27103,0.0341122,1.737373322,380451.6875
,33,1500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1701,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1701,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1702,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1702,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1702,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,1900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2700,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2800,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2800,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3800,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4200,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
