block_group,NAME,NBH_names,NCID,socio_status,fam_friendliness,infrastructure,connectivity,elem,upper,health,dev
530330058011,33,5801,1,0.410616374,-0.60593887,1.318486996,-0.572153909,0.7385133,1.067424503,0.824049266,-0.265090399
530330058012,33,5801,2,0.446291602,-1.54647558,-0.823448987,-0.53955082,0.9836762,0.863087225,0.951185556,-0.255972833
530330058013,33,5801,3,0.200380179,-0.42470409,-0.500381657,-0.690727766,0.926161,0.893329634,0.908284405,-0.271404273
530330058014,33,5801,4,0.144975465,-0.58509894,-0.727969272,-0.451837311,0.4433747,0.630984779,0.747738802,0.945333515
530330058021,33,5802,1,0.762744013,-0.93144638,-0.119425591,-0.649263754,0.5964943,1.058356468,0.916343612,-0.259439002
530330058022,33,5802,2,0.346182357,-1.42999143,-0.7597698,0.440240925,1.3336623,0.415539597,0.111110546,0.142104107
530330058023,33,5802,3,0.200548729,-1.0809809,-0.263540276,-0.000273747,0.6354075,0.535617537,0.283500913,0.113094753
530330059001,33,5900,1,0.337916934,-0.83775159,0.099912615,-0.109588937,1.0268084,0.671513288,0.556647946,-0.233057229
530330059002,33,5900,2,1.097401774,-0.32490846,-0.832967653,-0.247307773,1.0837474,0.890705041,0.673785468,-0.276414586
530330059003,33,5900,3,0.605826077,-0.55797947,-1.05065395,0.044135261,0.96054,0.876135742,0.336345547,-0.255980696
530330059004,33,5900,4,1.37494831,-0.35268119,-0.999885822,-0.228243773,1.1839348,1.036568826,0.636261174,-0.275285125
530330059005,33,5900,5,1.414785349,-0.21302799,-0.109506346,-0.015050032,1.1668821,1.049357786,0.360635656,-0.27715411
530330060001,33,6000,1,0.76279658,-1.59981326,1.018391294,0.574670286,0.6131427,0.703698493,-0.111701186,-0.243005106
530330060002,33,6000,2,0.998016992,0.01192228,-0.761362282,0.174517052,0.4219475,0.944504469,0.03545618,-0.272417111
530330060003,33,6000,3,1.711920596,0.28931378,0.41457515,-0.005448558,1.0010679,1.333513606,0.305868138,-0.267226049
530330060004,33,6000,4,0.613839048,-1.7979187,0.942928162,0.443988281,0.9110495,0.707585905,0.118667995,-0.242847671
530330061001,33,6100,1,1.053314083,-0.45777643,-0.579476167,0.024310883,0.3317118,-0.15995353,0.280006264,-0.07999279
530330061002,33,6100,2,1.184302431,-1.34941081,0.358516545,-0.059200241,0.4361064,0.210756489,0.461734054,-0.273103095
530330061003,33,6100,3,0.786300194,-1.90966611,-0.016518705,0.025623377,0.3115319,-0.21415838,0.421801882,-0.21855263
530330061004,33,6100,4,0.777720997,-1.90859998,-0.411787459,-0.049488139,0.494796,-0.009174746,0.555871575,-0.027156364
530330062001,33,6200,1,0.884997656,-0.06376027,-0.155003419,-0.116416394,0.4931968,0.224566356,0.290111044,-0.197997065
530330062002,33,6200,2,1.307605345,0.86402716,0.19234783,0.057457416,0.6736477,0.148831927,0.052237582,-0.276570406
530330062003,33,6200,3,1.610217216,0.12039334,2.106023551,-0.098071955,-0.3430245,0.424351952,-0.002928305,-0.269490963
530330063001,33,6300,1,1.173928336,-1.93521263,-0.619904742,-0.732625996,0.7033219,0.613683315,1.308686867,-0.250198586
530330063002,33,6300,2,1.902942024,-0.97436555,-1.210332655,-0.95564473,0.5216782,0.770484235,1.306613053,-0.279768937
530330063003,33,6300,3,1.633343334,-0.35085699,-0.702521012,-1.115546853,0.5289427,0.918877804,1.410941222,-0.275470791
530330063004,33,6300,4,1.445756038,1.00390169,0.078345585,-0.960736389,0.6761306,0.809134808,0.85782401,-0.271538917
530330064001,33,6400,1,1.213514681,0.1078993,0.048673419,0.144879998,0.8332963,0.356083188,-0.115972707,-0.270880204
530330064002,33,6400,2,1.316689452,0.52025007,0.065161229,0.332165183,-0.3627095,0.175392463,-0.609246779,-0.272103863
530330064003,33,6400,3,1.173304167,0.19539404,0.772019042,0.439263783,-0.1440323,0.041711939,-0.542759089,-0.268062802
530330065001,33,6500,1,1.614352473,-0.04837856,-0.163246788,-0.156588698,-1.488445,0.027756283,-0.029554296,-0.2635324
530330065002,33,6500,2,0.537416138,-1.74549207,-0.840862975,1.041082472,-1.4167981,-0.896497107,-0.929077844,-0.140074096
530330065003,33,6500,3,1.18316008,-1.85780173,0.240513106,0.705262231,-1.6568306,-0.583745715,-0.629730522,-0.133703487
530330066001,33,6600,1,0.324420275,-2.14870243,0.276250819,0.550352156,-1.5583181,-0.790618986,-0.404659836,0.094959669
530330066002,33,6600,2,0.787294833,-1.91690985,-1.248710449,0.265888303,0.3755482,-0.222990767,0.195663198,0.074727959
530330067001,33,6700,1,0.831965532,-1.93063484,0.110241407,1.23378773,0.5590883,0.326844992,-0.794985282,3.140525373
530330067002,33,6700,2,0.376471873,-1.69189104,-1.128043327,1.449698491,0.4961981,0.082270729,-1.106280827,1.022913967
530330067003,33,6700,3,0.276152581,-1.51409992,-0.122801801,1.26368338,0.8023534,0.20705818,-0.880066834,-0.244012397
530330067004,33,6700,4,0.571815747,-0.72045563,-0.795042329,0.641705593,0.5409888,0.571499595,-0.395942341,-0.151033721
530330068001,33,6800,1,1.109192376,-0.57082063,-0.995767962,0.342601564,0.4462848,0.898751577,-0.105956783,-0.27311282
530330068002,33,6800,2,0.9100133,-1.19434095,-0.331242756,0.478889243,1.1298926,0.801178686,-0.070039593,-0.220623202
530330069001,33,6900,1,1.359690915,-0.47740876,-1.062689309,0.21803244,1.1788473,0.970546393,0.166220497,-0.27024729
530330069002,33,6900,2,0.778735,0.20049328,-0.599351807,0.248343057,0.9261878,0.879140058,-0.199621847,-0.264817981
530330069003,33,6900,3,1.040442668,-0.86257747,-0.706855017,0.318200532,0.7750868,0.864918373,-0.165176913,-0.25916957
530330069004,33,6900,4,0.913551567,-1.63405836,-0.828164036,0.400292812,1.4223324,0.767046315,0.182138442,-0.259255875
530330070001,33,7000,1,0.792482292,-1.28384161,-1.187493272,1.083123031,0.7283772,0.484996987,-0.732775184,-0.246426979
530330070002,33,7000,2,0.115772541,-1.69426168,0.461033469,1.140192966,0.8232297,0.247001875,-0.773135817,-0.213820967
530330070003,33,7000,3,0.514393947,-2.18352482,-0.696786559,1.504244669,0.6500972,0.205307534,-1.035494533,0.283876034
530330070004,33,7000,4,0.471683591,-1.44331783,-0.133813102,0.775702293,0.8736625,0.458090489,-0.362357945,-0.252602251
530330070005,33,7000,5,0.181363596,-2.05702104,-0.767833436,1.495629466,0.8076044,-0.021315151,-1.047876049,0.109739494
530330070006,33,7000,6,0.86105643,-2.0180936,-0.705135321,0.954194593,0.8007889,0.572240093,-0.444307335,-0.250819629
530330071001,33,7100,1,0.237133933,-2.02905523,-0.383184632,1.221138649,0.6604458,0.329983406,-0.819007144,0.381188358
530330071002,33,7100,2,0.310616826,-2.08944382,1.250161767,1.914531199,0.5342807,-0.113449735,-1.542078045,1.71940944
530330072001,33,7200,1,-0.045152352,-1.70646963,0.305395152,2.13005649,-1.900473,-1.765175786,-2.099986324,14.14777487
530330072002,33,7200,2,-0.186530426,-1.86779631,-0.20462612,2.21254173,-1.8155827,-1.766910623,-2.062829533,4.363377747
530330072003,33,7200,3,-0.024769012,-2.32114765,-0.139531586,2.163192689,-1.9106396,-1.58665966,-2.006013665,-0.13055882
530330073001,33,7300,1,0.025996264,-2.32560287,-0.74719864,1.785067203,-1.8812771,-1.445312946,-1.809984017,4.228367243
530330073002,33,7300,2,-0.772578171,-1.27430911,0.252144481,2.132584317,-1.7770355,-2.13403844,-2.139965562,8.782991262
530330073003,33,7300,3,0.498899937,-1.8438705,-0.470059747,1.942805018,-1.7696363,-1.556743301,-1.902149759,10.22397359
530330074011,33,7401,1,0.539224995,-2.14347528,-1.054720479,1.324900193,-1.5302537,-1.081142569,-1.177594418,-0.240072641
530330074012,33,7401,2,-0.06959402,-2.26286532,-0.109552441,1.568881384,-1.310578,-1.431291718,-1.326530366,-0.083731627
530330074013,33,7401,3,0.437862209,-1.57076905,-0.853248924,1.376085026,-1.5859541,-1.067014671,-1.313840954,-0.151953043
530330074014,33,7401,4,0.240121906,-1.88568741,-0.752501885,1.50279977,-1.4380382,-1.256818744,-1.353785242,-0.142759379
530330074021,33,7402,1,0.43333596,-1.88545606,-0.270965692,1.581209371,-1.5111203,-1.118850709,-1.461036091,-0.091553163
530330074022,33,7402,2,-0.68854261,-1.59029096,0.064630337,1.872393124,-1.4691413,-1.85255763,-1.737168713,0.49364208
530330074023,33,7402,3,-0.224240166,-1.69742359,-1.05127037,1.820965634,-1.7040709,-1.543999411,-1.666629848,-0.202052026
530330075001,33,7500,1,0.282147878,-1.84632916,0.212049333,1.35594605,-0.3517848,-0.770122176,-1.205772832,-0.194847753
530330075002,33,7500,2,0.505333983,-1.76974693,0.004316833,1.461207435,-0.3858048,-0.870613996,-1.388858799,0.304436771
530330075003,33,7500,3,0.086033974,-1.59191739,0.103611243,1.472447731,-1.3664746,-1.315415587,-1.325805865,0.061176183
530330075004,33,7500,4,-0.259535355,-1.80650213,-0.081808105,1.715475366,-1.4539522,-1.564597244,-1.643570299,0.654969864
530330075005,33,7500,5,0.172484722,-1.25512786,1.310848645,1.457148366,-1.5737839,-1.238310555,-1.425677285,0.500018109
530330076001,33,7600,1,0.398598188,-0.92567795,0.31434185,1.018140702,-0.224366,-0.466240243,-1.025206526,-0.188252284
530330076002,33,7600,2,-0.00809287,-0.88000492,1.729877227,1.091880544,-0.1311057,-0.589711523,-1.096683702,0.008744158
530330076003,33,7600,3,0.709641492,-1.95713518,-0.497725669,1.234806227,-0.274981,-0.594220058,-1.073259204,-0.185759997
530330077001,33,7700,1,-0.005467993,0.20266158,-0.327255355,0.457263193,0.9792052,-0.235157127,-0.40215641,-0.124786526
530330077002,33,7700,2,1.096398118,0.43688431,-0.402720967,0.319717805,0.9290379,0.058730225,-0.344533585,-0.273068222
530330077003,33,7700,3,-0.354637131,0.80741605,0.193894619,0.494954556,-1.0425095,-0.549223463,-0.748649114,-0.256708139
530330077004,33,7700,4,0.44013183,-1.46022327,-0.280914154,0.805336415,0.909116,-0.295828661,-0.497300343,0.133173601
530330078001,33,7800,1,1.659592732,0.26501927,-0.750089932,-0.863627447,-1.446202,0.621977542,0.750210045,-0.287057171
530330078002,33,7800,2,1.295933162,0.36479321,-0.905517089,-0.55788125,-1.528315,0.550601066,0.369511244,-0.267061962
530330078003,33,7800,3,0.278066347,0.3198483,-0.598238808,-0.123808798,-1.3706089,0.006122468,-0.009957101,-0.267101994
530330078004,33,7800,4,0.697475364,1.00118512,-0.345154259,-0.315856427,0.9455603,0.32109315,0.256667026,-0.276271542
530330079001,33,7900,1,-0.219220771,0.63661236,3.672245058,0.652378395,-1.1577926,-0.478770374,-0.911270438,0.091154339
530330079002,33,7900,2,-0.085123896,-0.96777816,-0.003730061,0.926023179,-1.274263,-0.841329102,-0.968376318,-0.264266707
530330079003,33,7900,3,0.324356006,-1.41268321,0.842712671,1.035523621,-1.3301057,-0.70364407,-1.061129236,-0.254451648
530330079004,33,7900,4,0.185421915,-2.18609639,0.281719581,1.309921621,-1.445536,-0.994751568,-1.162891687,-0.236193876
530330079005,33,7900,5,0.156895811,-1.7475612,0.490973228,1.359702412,-0.1652113,-0.812506516,-1.242800915,0.349539414
530330080011,33,8001,1,0.327985902,-0.93422368,-1.375741702,1.931048328,-1.8540138,-1.302167554,-1.962759715,0.435363119
530330080012,33,8001,2,-0.257163755,-1.66719227,1.057003159,2.380791759,-1.5384811,-1.633799123,-2.281958856,0.330993229
530330080013,33,8001,3,-0.104181454,-1.32559524,-0.089076848,1.478259851,-1.6955626,-1.184343393,-1.545134909,0.183795747
530330080014,33,8001,4,0.048247951,-1.00848745,0.440256085,1.875382434,-1.8069155,-1.473360089,-1.940760434,-0.20131088
530330080015,33,8001,5,0.768196502,-2.59009416,0.253230947,1.81697673,-1.830902687,-1.069829382,-1.65941736,-0.25861718
530330080021,33,8002,1,-0.622011715,-1.14294981,-0.196264439,2.30833282,-1.572333377,-1.908803864,-2.34574441,1.55542403
530330080022,33,8002,2,-0.032230638,-1.885274571,-0.630240594,2.14873961,-1.6572513,-1.526254698,-1.97256215,0.12398037
530330081001,33,8100,1,0.518360984,-2.165808073,-1.202313903,2.12954861,-1.787459093,-1.423056672,-1.89385454,0.10253605
530330081002,33,8100,2,-1.669054599,-0.014797097,1.884551816,2.49816017,-1.254535462,-2.141170056,-2.49664297,5.05081881
530330081003,33,8100,3,-0.462807659,-0.813057604,-1.329091757,2.25199479,-1.436669484,-1.736290413,-2.3249628,-0.1126548
530330082001,33,8200,1,-0.033139319,-1.296943803,-0.710940802,1.98586013,-1.795862887,-1.666003049,-1.98582543,2.36265762
530330082002,33,8200,2,-0.296358185,-1.819294508,0.076879923,1.88022173,-1.683517773,-1.672461292,-1.64141991,2.60305566
530330082003,33,8200,3,0.718423388,-2.198820225,-0.967329523,1.76729434,-1.722056559,-1.359028995,-1.54186965,-0.13404947
530330083001,33,8300,1,-0.008622583,-1.271941546,-0.209046234,1.74443091,-1.60828208,-1.571895437,-1.64291465,0.26428826
530330083002,33,8300,2,-0.033286574,-2.115506568,-0.770214582,2.00917396,-1.57843327,-1.603255115,-1.85923966,0.03630012
530330084001,33,8400,1,-0.181471466,-2.315119278,0.858387681,1.87035032,-1.711645868,-1.764493179,-1.64065345,0.41280088
530330084002,33,8400,2,0.003920788,-1.543905122,-0.041862396,1.42743524,-1.952747577,-1.544591831,-1.41924878,0.73768763
530330084003,33,8400,3,0.106691334,-1.998047054,-0.747258319,1.85756995,-1.710947139,-1.579885553,-1.7036397,0.06218475
530330085001,33,8500,1,-0.12951618,-1.843453774,-0.882218801,1.83103155,-1.539253278,-1.626640779,-1.47079109,0.86912298
530330085002,33,8500,2,-1.142670334,-1.009640338,-0.453027537,1.91698543,-0.303016611,-1.708461848,-1.60350034,1.51480134
530330085003,33,8500,3,-2.174724542,-0.02890626,1.294306598,1.87018534,-0.112144822,-1.912535843,-1.70749116,0.07079338
530330086001,33,8600,1,-0.115329104,-1.4420351,0.04312815,1.25782486,-1.628223033,-1.175170302,-1.2467131,-0.14244563
530330086002,33,8600,2,-0.01671618,-1.097258406,-0.469205531,1.35133185,-1.822991065,-1.319684763,-1.36984156,0.39858491
530330086003,33,8600,3,-1.775957511,-0.40237876,-0.439704321,1.9095807,-0.152633561,-1.851265208,-1.71470169,1.59458223
530330087001,33,8700,1,-0.235069348,-0.45364761,0.690040329,0.75321016,-1.441291966,-0.672690861,-0.97575178,-0.14896029
530330087002,33,8700,2,-1.587796215,0.557463467,-0.278826953,1.11453402,1.095431422,-1.123459343,-1.15930854,-0.24415223
530330087003,33,8700,3,-0.659604051,0.002630855,0.287323478,1.23813493,-0.097657582,-1.005269536,-1.19738239,-0.18228083
530330088001,33,8800,1,0.144943216,0.394454813,0.152538235,0.24354131,-1.413466801,-0.341659391,-0.47405975,0.75470609
530330088002,33,8800,2,-0.355057467,0.301287584,0.532536519,0.4786917,-0.721255188,-0.630805464,-0.65921918,-0.25920481
530330088003,33,8800,3,-0.830266323,0.193300449,0.115620113,0.67050627,-0.651941696,-1.025733781,-0.77164229,-0.26893303
530330089001,33,8900,1,0.169345968,-0.117532943,-0.426748916,-0.05140915,-0.588296746,-0.183436059,0.01420909,-0.26317171
530330089002,33,8900,2,0.232889056,0.622891309,-0.86717175,0.23407874,-0.732503314,-0.350620458,-0.37716904,-0.27047514
530330089003,33,8900,3,-0.553044635,0.284628574,0.374227464,0.65316558,-0.705669164,-0.912285938,-0.80103634,2.1426174
530330089004,33,8900,4,-0.353668774,-0.298865879,-0.013271577,0.74689149,1.015769499,-0.631239736,-0.59927879,-0.22612726
530330090001,33,9000,1,-0.965870677,0.255043926,-0.479208824,1.15326343,1.214528641,-1.03797414,-1.04438172,-0.17888666
530330090002,33,9000,2,-1.180061011,-0.502312173,0.328400321,1.67952096,-0.191060041,-1.386163298,-1.40434831,0.83405478
530330091001,33,9100,1,-2.729328646,0.718682812,1.052703066,2.20918252,-0.089839479,-2.060068668,-2.02868157,1.71609545
530330091002,33,9100,2,-1.740822554,-0.607875052,0.555014607,2.15248809,-1.259913562,-2.070812908,-2.03517134,0.0926165
530330092001,33,9200,1,-1.470159932,-0.776018988,-0.563803515,2.10146515,-1.289223511,-1.909221626,-1.96478705,-0.14518851
530330092002,33,9200,2,-0.948387015,-1.518020441,-0.530489622,1.97895289,-1.419741234,-1.817151107,-1.72987163,0.10247519
530330093001,33,9300,1,-1.191152986,0.285770745,-0.72983658,0.90986803,0.135515583,-0.346764125,-0.68148163,-0.26298448
530330093002,33,9300,2,-0.69344143,0.69524807,-0.0775466,0.52009776,0.428956762,-0.012187033,-0.20866202,0.12769023
530330093003,33,9300,3,-0.789689492,1.100530799,-0.364143986,0.05325152,0.706420986,0.271906319,0.30149064,-0.19067819
530330094001,33,9400,1,-1.993233144,0.850164186,3.556076109,0.68191349,0.501178036,-0.179981249,-0.62446863,-0.07723388
530330094002,33,9400,2,-0.553960107,0.341049364,-0.283429501,0.80928885,0.8881057,-0.706466342,-0.67741582,-0.22981841
530330094003,33,9400,3,-1.41405887,2.650084959,-0.220087302,0.51176853,0.477095394,-0.086168883,-0.74061788,-0.25939809
530330094004,33,9400,4,-1.293979384,0.324212408,2.153629052,0.75017544,0.277883954,-0.08477033,-0.61830765,-0.26273828
530330094005,33,9400,5,-1.41920887,0.422160939,1.115193443,0.62366724,0.356300329,-0.249534717,-0.50702094,0.36709852
530330095001,33,9500,1,1.052263669,0.357426739,-0.655977815,-0.6171215,-1.043517189,0.101272987,0.47094613,-0.27781082
530330095002,33,9500,2,-1.162757877,0.937584464,0.115867862,0.22342605,0.423692636,-0.856029584,-0.20512081,0.24302702
530330095003,33,9500,3,1.200162251,0.43758905,-0.724446979,-0.13620557,-0.936840238,0.061098095,-0.07234822,-0.28264922
530330095004,33,9500,4,-0.091507881,0.174703046,-0.148524861,0.49026972,0.596536761,-0.907771707,-0.29302303,0.37798545
530330096001,33,9600,1,0.688305018,1.227319735,-0.404678224,-0.80500227,0.041568904,0.097834733,0.48122373,-0.29718026
530330096002,33,9600,2,0.078540864,-0.948329755,0.014954575,-0.24520452,-0.409076691,-0.48698973,0.33655953,-0.25255292
530330096003,33,9600,3,0.727771274,-0.576190245,-0.884159178,-0.86639393,-0.406795086,-0.019012242,0.814297,-0.2703172
530330096004,33,9600,4,0.105441921,-0.183885045,0.088628976,-0.62795976,-0.078439797,-0.212750611,0.57742496,-0.27393199
530330096005,33,9600,5,0.614801171,-0.213592693,1.287152739,-0.82040919,-0.24291466,-0.047078021,0.75397379,-0.25338123
530330097011,33,9701,1,0.356336274,-0.335748401,-0.625990637,-1.01656959,0.767730395,-0.373148823,1.11818106,-0.25083929
530330097012,33,9701,2,0.38618279,-0.815308554,0.315023406,-1.12714366,0.77515246,-0.44598801,1.40124232,-0.28139237
530330097013,33,9701,3,0.948593074,-1.380808456,-0.620407675,-1.30529649,1.027809966,-0.315573556,1.78222573,-0.29777984
530330097014,33,9701,4,1.111580544,0.388621386,-0.856150686,-1.80650981,-0.358639237,0.338226027,1.51378455,-0.27225506
530330097021,33,9702,1,0.514342982,1.140625082,0.787525001,-0.74400075,-0.332388757,0.001639445,0.40208762,-0.26319895
530330097022,33,9702,2,0.878016191,0.998311897,-0.44214764,-0.7598498,-0.395462984,-0.300574375,0.40756437,-0.27482237
530330097023,33,9702,3,0.658051275,1.376110808,-0.458018125,-1.03616548,-0.47893756,-0.520841822,0.67316944,-0.30503328
530330097024,33,9702,4,0.584944161,1.369909307,-0.134758372,-1.18997033,-0.127078055,-0.113960161,0.8046522,-0.29735584
530330097025,33,9702,5,0.789863131,-0.129041932,-0.714901247,-0.94517019,0.735332845,-0.056888767,0.94694952,-0.27482287
530330098001,33,9800,1,0.550452686,-0.542571975,-0.224472636,-0.42128744,-0.462890872,-0.33267473,0.32614101,0.04804878
530330098002,33,9800,2,0.50720446,0.734716622,-1.058070401,-0.33520402,-0.367661546,-0.527021563,0.05425814,-0.26475818
530330098003,33,9800,3,0.612349526,1.183527074,-1.017234423,-0.53719556,-0.735629219,-0.399928571,0.1060713,-0.22510946
530330098004,33,9800,4,0.498418172,0.077381298,-0.341767813,-0.52093388,-0.803488235,-0.6635264,0.26580021,-0.134235
530330098005,33,9800,5,-0.063411141,-0.339631966,0.900250797,-0.18920057,-0.210631932,-0.889111581,0.13797269,-0.18037116
530330099001,33,9900,1,-0.107738256,0.900614218,-0.150550852,-0.45820641,-0.850318123,-0.600672689,0.14931137,-0.26470969
530330099002,33,9900,2,0.222218834,0.179975578,0.234389216,-0.47149096,-0.801307087,-0.435529238,0.26169207,-0.26476587
530330099003,33,9900,3,-0.497913734,0.020706216,2.402710111,-0.3191362,1.109230869,-0.795663384,0.17116991,-0.08193672
530330099004,33,9900,4,0.26762477,-0.208396224,0.145385783,-0.91758544,-0.308770504,-0.09634454,0.80840404,0.12301659
530330100011,33,10001,1,-0.506295067,0.742722129,0.610835929,0.01721837,-0.043524805,0.39220321,-0.21303137,-0.22649483
530330100012,33,10001,2,-1.02460315,1.536804786,1.464072591,-0.02046065,0.69209758,-0.029440689,-0.12763217,-0.25027261
530330100013,33,10001,3,-1.418282338,1.075479511,1.773193513,0.69917318,0.60108043,-0.302182336,-0.93865411,-0.0512208
530330100021,33,10002,1,-1.835006329,2.19726212,0.204081355,0.55277244,0.126699965,-0.439420781,-0.82664936,-0.26026455
530330100022,33,10002,2,-1.456907429,0.401377742,0.045589285,0.91790463,-0.081778432,-0.226945089,-0.95700697,0.3219543
530330100023,33,10002,3,-0.373339578,1.643635806,-0.854905746,0.57525944,0.004653748,0.163601334,-0.76751267,-0.27328195
530330100024,33,10002,4,-0.932692654,0.232218977,0.003662063,0.54290426,-0.02379219,-0.183414997,-0.5406042,-0.27691266
530330101001,33,10100,1,-0.013289796,0.983433905,0.220919201,-0.43507283,-0.165642166,0.588512776,-0.036998,-0.2563941
530330101002,33,10100,2,-0.184752415,0.587335782,0.482878503,0.10738164,-0.293591961,0.22731553,-0.51807629,-0.27596652
530330101003,33,10100,3,-0.459672182,0.906786763,0.276315821,0.60390362,-0.702445805,-0.794115124,-0.96899418,0.20311145
530330101004,33,10100,4,-1.245286532,0.444606977,-0.78106513,0.71460256,-0.456029104,-1.101250478,-1.04541835,-0.23294381
530330101005,33,10100,5,-0.081438873,0.430937756,-0.590855637,0.26899123,-0.744995457,-0.716199673,-0.62743553,-0.11797893
530330102001,33,10200,1,0.469943908,0.435067797,-0.473874671,-0.51462996,-0.180134565,0.768811173,0.27752229,-0.27928826
530330102002,33,10200,2,0.355441314,1.201679536,0.31065752,-1.2921753,0.016193418,-2.136709093,0.85771069,-0.27621152
530330102003,33,10200,3,-1.317006116,1.976294468,0.479061428,-0.08772341,-0.033911324,-3.054678918,-0.38902053,-0.25525297
530330102004,33,10200,4,0.605671078,0.09195742,-0.472703363,-0.22300217,-0.358767133,0.585806143,-0.02895884,-0.27566874
530330103001,33,10300,1,0.258532124,0.703429887,-0.371608848,0.14973141,-0.249523326,0.326234389,-0.48326456,-0.26888295
530330103002,33,10300,2,-0.942518394,1.716312725,0.022688796,-0.0152913,-0.948945569,-0.898821865,-0.51768523,0.013437
530330103003,33,10300,3,-2.156276893,1.94359889,0.217517568,0.36915423,-0.604916885,-1.385720332,-0.95307799,-0.26756164
530330103004,33,10300,4,-1.845530255,1.001183828,0.558536571,0.86266189,-0.134842038,-0.690812336,-1.19970629,0.13536317
530330103005,33,10300,5,-0.357966852,-0.71837219,-0.668738213,0.6802868,-0.268408868,-0.193931696,-0.82163771,0.85000463
530330104011,33,10401,1,-1.33977051,1.9096954,0.023850556,0.61994357,0.579779349,-0.113333568,-1.00188409,-0.25386218
530330104012,33,10401,2,-1.8070735,2.637123558,0.588235575,0.18942965,-0.241371832,-0.1263948,-0.82949771,-0.25657412
530330104013,33,10401,3,-1.762043681,3.737187838,0.280441798,-0.08731148,-0.302444985,0.167650539,-0.68713666,-0.25522827
530330104021,33,10402,1,-1.061192391,1.708686476,-0.205954247,-0.16022291,0.755269495,0.337533822,-0.07967711,-0.26696781
530330104022,33,10402,2,-0.719547501,1.381455435,1.61272069,-0.14023417,0.705011318,0.335758044,-0.02083946,-0.26791799
530330104023,33,10402,3,-1.824040244,2.413422119,0.718202062,0.0625386,1.020445979,0.095065314,-0.55427215,-0.26510544
530330104024,33,10402,4,-1.471929611,1.937231791,0.611558963,-0.09781024,0.762312274,0.192124818,-0.11933498,-0.26702029
530330105001,33,10500,1,0.080006022,-1.800371185,-0.166844999,0.20400392,0.91700537,-1.039636871,0.07014878,0.59889182
530330105002,33,10500,2,0.16521621,-0.49957633,1.807626725,-0.295609749,0.93141571,-0.73560353,0.30787934,-0.17750704
530330105003,33,10500,3,0.84280957,0.5677118,-0.35013706,-0.653376849,1.04847244,-0.4249494,0.62198308,-0.28371948
530330105004,33,10500,4,-0.03585326,-1.57281484,0.080698885,0.186938994,0.90027947,-1.1321598,0.03140986,2.12323955
530330105005,33,10500,5,0.07082999,0.15109704,1.902571439,-0.506186489,-0.5606482,-0.85669222,0.2900222,-0.14889927
530330106001,33,10600,1,0.46279212,1.241582,0.993175686,-0.809853626,-0.99506675,-0.37058617,0.59779209,-0.26857139
530330106002,33,10600,2,-0.26463502,0.03374458,1.968985176,-0.501240682,-0.78766375,-0.86611971,0.40192194,-0.12215639
530330106003,33,10600,3,0.29539916,-0.25473273,1.242060644,-0.719573557,-0.90418208,-0.53672728,0.73732334,-0.2657551
530330106004,33,10600,4,-0.01932238,-0.01033523,-0.056473551,-1.029193251,-0.7253928,-0.53133203,0.95112732,-0.29035306
530330106005,33,10600,5,0.5971607,1.09575571,-0.016709365,-1.752626291,0.40839113,-0.07144551,1.40253332,-0.28668483
530330106006,33,10600,6,0.36991398,0.2425212,2.025206882,-0.833938009,-0.88518042,-0.42951483,0.67901647,-0.27457007
530330107011,33,10701,1,-1.08513483,0.36872897,0.815133624,-0.362222789,-0.97796997,-1.01476657,0.18302284,-0.23849804
530330107012,33,10701,2,-0.92978122,1.33200224,-0.357225021,-1.17949535,-1.19879027,-2.64502008,0.72712358,-0.24887146
530330107021,33,10702,1,-0.44501261,1.14844707,0.109595088,-0.43645097,1.16011617,-0.6921807,0.30715558,-0.26742579
530330107022,33,10702,2,-2.04604436,1.12454394,0.597608631,-0.613900544,-0.66692603,-3.25847543,0.48486146,-0.03554347
530330107023,33,10702,3,-1.77926906,1.12464577,1.497480077,-0.73968621,-0.75957597,-3.02969907,0.62318672,-0.27672014
530330108001,33,10800,1,-0.80143327,1.3466201,0.027528634,-0.616758994,-0.92199852,-0.86547773,0.22035802,-0.25911031
530330108002,33,10800,2,-0.66810368,0.95260932,4.712625315,-0.591729743,-1.13220181,-0.73355223,0.31719846,-0.28218454
530330108003,33,10800,3,-0.48512903,1.16784856,0.738694919,-0.844511709,-0.60156856,-0.33857213,0.36299683,-0.25394778
530330109001,33,10900,1,-0.73499628,-0.03836619,-0.406768152,-0.807064013,-0.18803281,-1.67421257,0.67964952,-0.20751024
530330109002,33,10900,2,-0.35592918,-0.68611694,-0.598815154,-0.22804765,0.4490147,0.29827356,0.40438425,-0.14419066
530330110011,33,11001,1,-1.67041449,1.455145,0.931857516,0.400517441,0.11508834,-2.16382942,-0.80311451,-0.27169748
530330110012,33,11001,2,-2.23095063,0.30370221,1.101604585,0.816199492,0.16133334,-2.6469817,-0.97357698,0.02250869
530330110013,33,11001,3,-2.45876551,1.93639916,0.546944635,0.020241706,0.04508371,-3.699697,-0.31893862,-0.23675007
530330110021,33,11002,1,-2.83436879,3.50342733,0.74294904,0.062630932,0.13506856,-2.28036957,-0.70462892,-0.26837825
530330110022,33,11002,2,-2.70373521,2.60149577,-0.139357955,0.277379127,0.10829139,-2.40362525,-0.95458376,-0.27694758
