gis_id,public_health,farmers_market,parks,food_banks
191,5.213266775,0.892689037,0.364893822,0.670067626
192,5.031902427,1.082047503,0.453891223,0.856423696
193,4.693460684,1.581630437,0.586304377,1.332114228
194,5.516615085,1.391196059,0.76570059,1.15594629
195,4.380353445,2.303113699,0.531948936,0.834999907
196,3.859914237,2.463472074,0.197645369,1.425735979
197,3.977024223,2.780332379,0.474846192,1.252473282
198,4.466391215,2.608920207,0.423271251,0.822554271
199,6.226037353,1.283209414,0.240127244,3.611183506
200,6.649999155,1.600274152,0.135145301,3.90483436
201,5.382727569,0.539715446,0.016221551,4.678525879
202,5.642604498,0.57639221,0.367432425,4.31413384
203,4.60754401,0.481872913,0.359527408,3.913842323
204,7.606460882,2.765316934,0.100856791,2.907443045
205,5.400664472,1.023168985,0.394853985,3.513885906
206,5.177813989,0.372395872,0.200414807,4.151144255
207,5.900077937,1.208526584,0.672439793,3.374700924
208,6.829602319,2.565750665,0.129928875,2.081571311
209,6.360119579,1.907105661,0.477266306,2.688241497
210,5.163173102,1.623052821,0.437495885,3.191366247
211,5.399878301,1.416846013,0.068750473,3.191609829
212,5.836173132,1.838440469,0.033109918,2.706425249
213,5.573893948,2.114145425,0.528978175,2.643043273
214,4.792938187,1.137917818,0.210071808,3.770694687
215,3.562135866,1.762782454,0.239625492,2.949529983
216,3.739459122,1.357727008,0.491091438,3.07198455
217,4.830230183,2.687683361,0.709725591,2.43525594
218,4.419066725,2.294828926,0.611794651,2.779156897
219,4.129988547,2.767304139,0.473880229,2.354561119
220,3.861918922,2.10879227,0.27410461,3.121151344
221,3.581569856,2.591263124,0.342290056,2.782178059
222,2.952127299,3.260092938,0.057343213,2.287769149
223,3.259140869,3.611293209,0.189473321,2.190342268
224,3.400354897,3.09855159,0.163402932,2.441344843
225,3.957171517,3.209753497,0.352382153,1.938534566
226,4.1004844,1.998819148,0.412948712,1.785193999
227,3.585681251,2.616738779,0.096027051,1.990159643
228,3.800026838,2.282534152,0.119173763,1.976270574
229,3.228543788,2.81007873,0.14768721,2.201093463
230,4.283195258,2.987377714,0.221030833,1.63418235
231,4.039485478,2.747641696,0.335390854,1.771866875
232,3.445499246,2.341721631,0.068903181,1.159700529
233,5.491850699,3.924979482,0.189312608,2.695689784
234,4.866761702,3.304030638,0.265090739,2.080426601
235,5.162764893,3.713733127,0.506308855,2.370704394
236,4.518344986,3.059786252,0.477019748,1.718906688
237,3.543035666,2.054496082,0.337642889,0.733586152
238,2.860506899,1.578512521,0.41316562,0.400870915
239,3.183978604,1.792110315,0.714017564,0.433071347
240,2.877570686,1.970253658,0.219804473,1.12546606
241,2.051719402,1.227075934,0.221247726,1.04575588
242,2.329941438,1.142841461,0.466539475,0.608103174
243,2.109453254,1.639757025,0.139462804,1.157122113
244,2.825832873,2.372721174,0.288514882,1.862092496
245,1.988932718,2.369042463,0.465734926,1.459180918
246,1.443424357,2.222650274,0.2810663,1.214980971
247,1.930630837,2.636982075,0.121580816,1.652726943
248,2.416420008,2.945233689,0.094537321,2.015381124
249,2.539004361,3.27827151,0.045518691,2.194083511
250,2.692156226,3.00683221,0.063654139,2.242095563
251,3.039523646,2.543447527,0.334107536,2.518056964
252,2.759770279,2.504964637,0.360942315,2.175366598
253,2.432637188,2.710637771,0.035560955,1.817426227
254,3.315856905,2.134145169,0.251078758,2.74210425
255,1.926896153,2.901284228,0.043423256,1.522469889
256,1.961215562,3.122782559,0.172349395,1.322224378
257,1.562783117,2.69093856,0.233821546,1.118664029
258,2.224018631,3.114296432,0.220073714,1.714592137
259,1.745279382,3.021564326,0.168505854,1.163427496
260,2.019449727,3.166337475,0.092558253,1.455748986
261,1.876718168,3.190649823,0.376565707,1.193824557
262,1.166622804,2.53494423,0.484540188,0.609767655
263,0.605794298,1.687719041,0.148467723,0.756271852
264,0.316976812,1.74598664,0.276731388,0.566688563
265,0.543417963,2.043161397,0.096002748,0.296643197
266,1.212187547,1.021635763,0.14089013,0.211375138
267,0.834312927,0.856978998,0.428108432,0.371503537
268,0.746479987,1.234739649,0.344988466,0.297895631
269,1.693332547,0.917316784,0.109839713,0.694314116
270,1.7975335,0.753261571,0.134957633,0.836204555
271,1.434835658,0.857113006,0.196607062,0.439675194
272,1.552795206,0.699663162,0.148336125,0.597390333
273,1.505771926,0.459820485,0.105091344,0.658364567
274,1.460127957,0.240390474,0.289133621,0.616280045
275,1.246987862,0.479485269,0.213463755,0.536724968
276,2.274076548,0.809301405,0.270303195,0.56136351
277,2.129940844,0.499242465,0.140539598,0.273865921
278,2.016265785,0.727249147,0.403241249,0.795024053
279,1.866072402,0.306027106,0.283262064,0.309805542
280,1.823996254,0.296253512,0.18578795,0.656133331
281,2.824805487,1.323193442,0.324618878,0.156877199
282,2.860224377,1.255089123,0.053876598,0.581773892
283,2.511216961,0.943444211,0.253267671,0.506501947
284,3.654769874,2.02430855,0.155947294,1.288698532
285,3.384764897,1.792691537,0.198066653,0.765124855
286,3.227086171,1.613352187,0.20664712,0.922190311
287,3.233319657,1.604451909,0.227532379,0.960169993
288,4.311698719,2.730136104,0.054632927,1.689582575
289,4.125482137,2.589688239,0.251215101,1.373019128
290,4.006031061,2.40390454,0.056541431,1.50341772
291,4.096456545,2.466092686,0.157160479,1.642696812
292,2.865988882,1.277516842,0.448551151,0.583762402
293,2.647273573,1.063515782,0.279007836,0.375857613
294,2.37433424,0.872599325,0.099661047,0.34686439
295,2.364035893,0.754091454,0.203121955,0.058555885
296,2.508632746,0.877968882,0.252654877,0.309432523
297,0.657402671,2.223175566,0.283089182,0.093437621
298,0.285238073,1.915772292,0.100828622,0.46678801
299,0.987581705,2.58378593,0.081388216,0.278454535
300,0.65204744,2.27472269,0.109385493,0.178609253
301,0.808413755,2.409907426,0.118003672,0.115964168
302,0.30442445,1.713508481,0.204432221,0.357655804
303,0.451544823,2.04970551,0.298315957,0.546822461
304,1.067814437,1.789193853,0.34538821,0.447022274
305,1.042977651,1.467124189,0.388207842,0.576560172
306,0.631867805,1.73148851,0.213602905,0.047501767
307,0.8046906,1.114495778,0.220894659,0.434346551
308,1.218497787,1.0887097,0.198015818,0.571418689
309,1.015394124,0.924670584,0.16531388,0.301490449
310,1.306090327,0.839085206,0.240338681,0.440363781
311,0.972690399,0.722264786,0.069677743,0.047967915
312,1.448986392,0.235599237,0.374647106,0.401481448
313,1.492141179,0.600183722,0.202221009,0.303585566
314,1.143836906,0.498734878,0.178996105,0.218680762
315,1.46091602,1.222914452,0.443575358,0.806721123
316,1.801912945,1.201933566,0.117334599,0.752779886
317,1.775337158,1.498752898,0.138694732,0.463324841
318,2.155622212,0.932125174,0.217240947,0.498192704
319,1.910983173,0.935632047,0.181772827,0.47029842
320,2.304172202,1.492599604,0.184009937,0.278808425
321,2.673646393,1.321249646,0.055880031,0.150425352
322,3.048268277,1.81990876,0.10615215,0.381946849
323,2.709936548,1.616333341,0.329970034,0.226645836
324,3.366895331,1.826243175,0.34410653,0.773747911
325,3.463626574,2.041484193,0.13998583,0.666071186
326,3.594041705,2.289596008,0.274998471,0.427007902
327,3.705240508,3.228299992,0.322354551,0.75963273
328,3.569626822,3.075647535,0.511540988,0.543036202
329,3.741127626,2.535616041,0.119724853,0.109363546
330,3.665673739,2.835238718,0.417067027,0.471965116
331,3.428695542,2.442506994,0.320225294,0.477597672
332,2.883825909,2.06992796,0.449533466,0.334857663
333,2.405037896,1.957343791,0.279950956,0.081861094
334,2.262486197,2.12787068,0.123911681,0.181280228
335,1.995691234,1.82089568,0.108771408,0.150867903
336,1.704476092,2.010345544,0.010473289,0.632325437
337,3.079198577,2.856968465,0.285174551,0.650839955
338,2.833351483,3.184398434,1.169633505,1.249702721
339,3.324660718,3.460723232,1.2707241,1.799627761
340,3.514478045,3.179499461,0.195205061,0.841553544
341,3.513274057,2.938810896,0.063870994,0.979955387
342,2.73598842,3.182821817,0.616059823,0.455602676
343,3.153492725,3.559254458,0.232777797,0.426221157
344,3.458786294,2.946012369,0.194278977,0.842094574
345,2.517158624,3.0540219,0.133652078,1.595847024
346,2.748289183,3.260340132,0.209012365,1.239698663
347,1.452090528,1.994428586,0.18367335,1.236021054
348,1.672265015,2.177633696,0.590135264,1.36485173
349,4.376666139,2.681511546,0.439968713,2.266190528
350,4.790249962,2.458732405,0.262150217,2.177316079
351,5.160568514,2.563117422,0.131816305,2.460253075
352,4.574895203,2.972198762,0.296456299,2.719827919
353,4.336888425,3.272062662,0.079444614,2.989912518
354,6.358397413,2.2347846,0.142222234,2.53607229
355,6.747222946,2.45240442,0.348364576,2.855821545
356,6.980369122,2.545574955,0.148374331,3.003185001
357,7.094967488,1.429705078,0.286380138,2.05527389
358,5.617188174,1.789833417,0.469127852,1.76659719
359,6.388322826,0.884378443,0.430831615,1.227738067
360,6.534388384,0.631427418,0.650848717,1.390775623
361,6.613210145,1.234554612,0.631439542,1.694450846
362,5.946906668,1.992317953,0.310853086,2.146895457
363,5.051293277,1.958272301,0.102084259,1.62755599
364,5.307970774,1.525560663,0.585550879,1.069052149
365,5.904054777,0.906207847,0.561048559,0.389182667
366,6.288858711,0.542058766,0.167129951,0.641570163
367,5.743626126,1.253609753,0.62477347,1.129475762
368,5.401651558,1.434085938,0.911174299,0.72183586
369,5.478482184,2.127095238,0.193379304,1.360328443
370,5.440818698,1.193102305,0.106164751,0.716041264
371,4.386729186,2.673066878,1.352468428,1.864019193
372,1.495046375,1.8529529,0.265234251,1.18851361
373,1.927564998,2.060436606,0.236676751,1.651517928
374,0.974234985,1.166860297,0.561682464,0.757314964
375,2.524066416,2.848199724,0.277921721,0.547535062
376,2.520280078,2.896579294,0.049534873,0.26879978
377,2.220288477,2.637326262,0.376990205,0.54270158
378,1.995782353,2.330596042,0.448945503,0.865812095
379,0.900424509,1.203083415,0.3459314,1.067114917
380,0.555680923,0.687909456,0.289133773,0.837112674
381,0.569255521,0.857376586,0.513491462,0.359119131
382,0.692727498,1.149933975,0.10985373,0.377773642
383,0.591224796,1.133810859,0.492516103,0.433214383
384,1.723239033,1.549548261,0.453758255,1.738424364
385,2.510352324,2.304919954,0.57440073,2.325804592
386,1.859730477,1.44389093,0.725870283,1.156722303
387,1.326627801,1.069645669,0.397527878,1.260456582
388,0.933338847,0.626179893,0.568029089,0.982876033
389,1.611943327,1.12896918,0.331225426,0.719972446
390,1.564578773,1.028899216,0.175569466,0.340479263
391,0.755055984,0.264110886,0.329458703,0.6710742
392,0.762217731,0.282186518,0.304519089,0.733641696
393,0.964263113,0.671400938,0.441951508,0.877730877
394,1.346136517,0.983695036,0.138066748,0.819602602
395,1.786985085,1.28391021,0.577826947,0.502068525
396,2.390848692,2.10352935,0.249978339,0.963556161
397,1.824628872,1.699215283,0.752307431,1.381333313
398,1.972790814,1.604538196,0.350409003,0.485833663
399,2.296301365,2.171791395,0.447113314,1.35198693
400,5.723491076,0.607321203,0.224680433,0.527888508
401,5.227293591,0.881255769,0.047244651,1.206858049
402,5.739797944,0.791800399,0.84459582,1.558968465
403,5.821830478,0.293029362,0.238857322,0.813621578
404,6.120383358,0.307895943,0.397439813,1.144515987
405,4.35764585,1.809226197,0.632656028,2.11810051
406,4.917202735,1.326321836,0.487707747,1.80069934
407,4.438146996,2.015596991,0.307329697,2.495736149
408,4.79253459,2.022585314,0.222909048,2.632450615
409,5.640390957,1.406807216,0.914675145,2.179716751
410,5.175232306,1.325506507,0.468486332,1.955941357
411,3.872682763,2.326089786,0.436188446,2.255256824
412,3.049096774,3.063668987,0.500248131,1.868391539
413,4.601917453,1.545882151,0.595463551,1.571949262
414,4.095107786,2.018614501,0.68622364,2.101631519
415,3.869157939,2.259862184,0.290386453,2.459079987
416,3.645427064,3.273104715,0.638476118,1.490944762
417,3.372854035,2.938949273,0.497436549,2.296463746
418,4.560351536,2.174325217,0.240649942,1.764816014
419,3.549008714,3.099272924,0.863236781,1.010881384
420,3.586042124,3.363786757,0.612024352,0.101566799
421,2.502600406,1.961354843,0.28359408,1.06136207
422,2.375883197,1.833517301,0.34559888,0.991094538
423,3.237907248,2.696240546,0.539422662,1.806159902
424,2.939037927,2.433595769,0.44535844,0.88571003
425,2.470376181,1.950031579,0.311292433,0.64550648
426,2.460760199,1.981647365,0.677351658,0.342947732
427,2.695670621,2.203550197,0.628349326,1.571281617
428,2.843504622,2.321597675,0.259524069,1.577546216
429,3.376610629,2.85558274,0.316864181,2.101656339
430,2.24175756,1.71635265,0.541865469,0.986394549
431,3.075629518,2.642955466,0.39304731,2.153896426
432,2.488753098,2.033832062,0.791952363,1.532174237
433,3.430222016,2.927196351,0.55405451,2.230192265
434,3.272680153,2.790030013,0.708152693,2.158032391
435,1.770375502,4.869730049,0.262900743,0.559702117
436,2.52405308,4.197687993,0.695564364,0.665593025
437,2.43370579,4.420993065,0.679002699,0.645265119
438,1.710488686,4.953846761,0.385238503,1.30381189
439,0.612734782,5.496700351,0.922149273,0.501360487
440,1.05547398,5.063266372,0.525183316,0.333946762
441,1.582241174,4.586465326,0.165912532,0.652760338
442,1.939661687,4.337870142,0.429165097,1.054785167
443,2.384817538,3.752123844,0.121050697,1.194134977
444,2.051720949,4.185940049,0.430393105,0.891676384
445,2.130856826,3.984456245,0.428526195,0.997212731
446,1.742112838,4.577805795,0.531692471,0.683540887
447,1.186663208,5.098584846,0.771839106,0.421976324
448,1.941228297,4.839679779,0.066580834,1.15696189
449,2.905353381,3.37220762,0.225051879,1.725827474
450,2.65146891,4.095818469,0.829988657,1.629410205
451,3.305663565,3.145157178,0.554371925,2.142930348
452,3.953832822,2.611786988,0.313421585,2.783834637
453,3.596241947,3.256577603,0.644892916,2.484615712
454,3.346671152,3.918178675,0.54352016,2.356439636
455,2.979869687,4.637041193,0.058213916,2.188217036
456,3.664467223,4.189417576,0.132586655,2.757651878
457,4.230410667,3.175881663,0.26234471,3.147104607
458,4.265914068,3.730485277,0.435676141,1.170478509
459,4.354518619,4.342235371,0.253551256,0.503068566
460,4.231617327,3.689729775,0.716128212,1.09770484
461,5.210972849,4.924188378,0.621810875,0.668128956
462,4.542897379,4.055338531,0.189325901,2.007020811
463,5.7035522,5.212355479,0.290951704,2.053422665
464,5.445667842,4.936963473,0.31200351,1.54939049
465,4.724350561,4.201322754,0.345140415,1.18735438
466,3.968152916,3.444836951,0.411560294,1.639330898
467,4.419552982,3.91245,0.381655372,1.677442525
468,6.331443871,5.845291657,0.17734428,1.681731161
469,7.084700594,6.596633278,0.15444866,0.929068466
470,6.62015355,6.318555137,0.789828592,1.308450459
471,6.22216269,6.812077798,1.548455424,1.510099474
472,5.966527886,5.754902518,0.542510041,1.587125414
473,2.287550038,5.30143025,0.77352873,1.788508506
474,2.707431148,5.701512614,0.734308054,2.355914387
475,3.081960265,5.156695642,0.53061352,2.475991097
476,3.400763884,5.653132501,0.546943552,2.943116342
477,2.666332689,6.451935698,0.39992357,2.661889656
478,7.18027591,6.710862938,0.405410726,1.054136538
479,1.764967043,6.051399241,1.207970218,1.812223427
480,1.943385458,5.336806501,0.610746457,1.437860205
481,0.710073984,6.050695303,0.855355083,0.699946936
482,9.944620806,12.21350312,6.918513572,9.972562769
