block_group,pop_perc_poc,pop_perc_no_HI,median_household_income,per_capita_income,pop_perc_unemployed,education_level,red_lun_avg,median_house_value
5.30E+11,0.25,0.161637931,46811,50650,0.022988506,2.838,0.485726667,350500
5.30E+11,0.413468501,0.109341057,52072,53167,0.030412744,2.69,0.485726667,237500
5.30E+11,0.433962264,0.130089374,22408,23440,0.055610725,2.084,0.556406667,326400
5.30E+11,0.784191368,0.069682787,9770,7398,0,1.215,0.556406667,471679.3478
5.30E+11,0.351771287,0.078931013,54688,29182,0.044126787,2.75,0.485726667,390000
5.30E+11,0.467989179,0.077096483,41905,22203,0.068530207,3.05,0.485726667,417400
5.30E+11,0.614299153,0.14957667,27330,22070,0.045155221,1.631,0.556406667,471679.3478
5.30E+11,0.388173302,0.131147541,59432,37944,0.026932084,2.609,0.473316667,460200
5.30E+11,0.867098865,0.235818476,46372,22379,0.102106969,2.059,0.380986667,389100
5.30E+11,0.543391188,0.100801068,61875,38861,0.018024032,2.378,0.556406667,373500
5.30E+11,0.352899069,0.121689334,101806,46927,0.034359341,2.795,0.473316667,539600
5.30E+11,0.384512684,0.126168224,76406,31853,0.036715621,2.492,0.46537,444500
5.30E+11,0.638888889,0.100823045,67738,31020,0.047325103,2.315,0.46537,483300
5.30E+11,0.640127389,0.027070064,79340,76798,0.020700637,2.654,0.46537,699000
5.30E+11,0.46886121,0,82317,56301,0.022241993,2.812,0.46537,561700
5.30E+11,0.664541833,0.055776892,79574.57296,50923,0.048605578,2.437,0.46537,420600
5.30E+11,0.477640343,0.037107517,74594,43021,0.016175071,2.44,0.380986667,367300
5.30E+11,0.617580766,0.108940646,61042,38988,0.030803907,2.114,0.380986667,259000
5.30E+11,0.628318584,0.134606428,31641,27179,0.018630647,2.099,0.556406667,368000
5.30E+11,0.927208481,0.250883392,28750,14873,0.01130742,1.142,0.556406667,253100
5.30E+11,0.747261346,0.131455399,30076,33235,0.063380282,1.661,0.485726667,250900
5.30E+11,0.77443609,0.115789474,25714,26921,0.011278195,1.781,0.485726667,308900
5.30E+11,0.343534813,0.14613619,25417,31058,0.055853099,2.034,0.485726667,541700
5.30E+11,0.633695652,0.227173913,52981,35188,0.048913043,1.973,0.680386667,239300
5.30E+11,0.466476462,0.169757489,128542,46772,0.051355207,2.141,0.680386667,448800
5.30E+11,0.647398844,0.222956235,83036,37542,0.042113955,2.152,0.70132,382100
5.30E+11,0.973262032,0.158645276,79574.57296,21877,0.012477718,1.441,0.680386667,289300
5.30E+11,0.63893912,0.054852321,62847,40224,0.010247137,2.364,0.380986667,389300
5.30E+11,0.809330629,0.123732252,45507,20185,0,1.695,0.680386667,364200
5.30E+11,0.633587786,0.256997455,53267,31376,0.050890585,2.011,0.680386667,363000
5.30E+11,0.785208497,0.237608183,42266,25647,0.025177026,1.908,0.680386667,350000
5.30E+11,0.273111782,0.005438066,88640,72093,0.01570997,3.108,0.63036,633700
5.30E+11,0.567198178,0.13667426,49817,29409,0.105922551,1.927,0.496436667,345900
5.30E+11,0.127038627,0.072103004,145625,91301,0.029184549,3.105,0.63036,602500
5.30E+11,0.488783943,0.049586777,54659,50335,0,2.517,0.496436667,499000
5.30E+11,0.088235294,0.025735294,141597,63802,0.03125,2.669,0.298143333,565100
5.30E+11,0.250555967,0.14455152,43558,37018,0,2.546,0.298143333,440900
5.30E+11,0.302286198,0.028789162,87857,59631,0,2.885,0.298143333,688800
5.30E+11,0.124023438,0.096679688,59773,39175,0.022460938,2.416,0.298143333,532200
5.30E+11,0.218649518,0.039389068,117109,82748,0.047427653,2.686,0.298143333,743700
5.30E+11,0.223068553,0.104461371,85331,51276,0.04570185,2.566,0.29028,611500
5.30E+11,0.241985522,0.091003102,65333,42916,0.037228542,2.793,0.29028,596200
5.30E+11,0.071841453,0.056151941,66528,84387,0.029727498,3.029,0.29028,499000
5.30E+11,0.136023055,0.009221902,153229,71102,0.009798271,2.722,0.262196667,662500
5.30E+11,0.198314607,0.036516854,124552,45752,0,2.65,0.298143333,428900
5.30E+11,0.029661017,0,121806,48356,0.033898305,2.805,0.262196667,434800
5.30E+11,0.094616639,0.024469821,97647,44293,0.024469821,2.607,0.262196667,427600
5.30E+11,0.160591133,0.040394089,107361,43116,0.001970443,2.556,0.262196667,485000
5.30E+11,0.176609105,0.079277865,88462,51428,0.032967033,2.884,0.29028,523400
5.30E+11,0.130824373,0.018817204,79574.57296,56760,0,2.629,0.298143333,490100
5.30E+11,0.061182869,0.119646499,82296,44332,0.010876954,2.701,0.262196667,449000
5.30E+11,0.265544041,0.009067358,114677,42569,0,2.791,0.262196667,527400
5.30E+11,0.178596247,0.043085476,59333,45170,0.01181376,2.652,0.262196667,379100
5.30E+11,0.271021021,0.088588589,49250,31551,0.048048048,2.483,0.262196667,427200
5.30E+11,0.333026679,0.014719411,79574.57296,48595,0.033118675,2.232,0.298143333,447400
5.30E+11,0.270473328,0.146506386,70682,48573,0.109691961,2.877,0.298143333,308400
5.30E+11,0.599756691,0.077250608,68281,37952,0.053527981,2.373,0.261433333,261600
5.30E+11,0.295362903,0.024193548,62426,44955,0.015120968,2.705,0.298143333,325000
5.30E+11,0.683026585,0.110429448,84643,34287,0.04805726,2.398,0.66824,430200
5.30E+11,0.679565513,0.095723014,68347,38390,0.019008826,1.86,0.70132,356000
5.30E+11,0.762528474,0.062072893,36152,19968,0.0261959,1.656,0.66824,346200
5.30E+11,0.8230563,0.344057194,74028,27228,0,1.535,0.66824,397300
5.30E+11,0.747790218,0.256334708,66113,24530,0.023571008,1.885,0.66824,414500
5.30E+11,0.604651163,0.080889788,131250,41913,0.027300303,2.445,0.66824,366100
5.30E+11,0.652400835,0.099164927,50167,33690,0.021920668,2.052,0.66824,372300
5.30E+11,0.521973094,0.020627803,88583,61451,0.086995516,2.445,0.69085,613100
5.30E+11,0.516701461,0.169102296,55875,41661,0.021920668,2.48,0.69085,456100
5.30E+11,0.771682728,0.017790956,57763,26534,0.071163825,2.688,0.63036,382200
5.30E+11,0.741356383,0.098404255,55048,32756,0.025930851,1.712,0.63036,250400
5.30E+11,0.480874317,0.050273224,59971,48058,0.038797814,2.488,0.63036,465300
5.30E+11,0.362952837,0.059466849,93974,63888,0.05468216,2.683,0.69085,442000
5.30E+11,0.215587045,0.021255061,107917,60846,0.028340081,2.811,0.77963,590900
5.30E+11,0.679280984,0.104068117,60872,26965,0.025543992,1.938,0.77963,345700
5.30E+11,0.283694628,0.030160226,64773,44895,0.024505184,2.849,0.69085,410600
5.30E+11,0.261700096,0.032473734,69738,35882,0.053486151,2.551,0.69085,397800
5.30E+11,0.693467337,0.125628141,51797,23946,0.077889447,2.137,0.766116667,335800
5.30E+11,0.913435528,0.146077547,79574.57296,17531,0.106402164,1.301,0.766116667,278400
5.30E+11,0.934046346,0.257575758,35938,24110,0.049910873,1.545,0.69085,356600
5.30E+11,0.443704197,0.125916056,67773,39762,0.069287142,2.299,0.69085,385800
5.30E+11,0.799731183,0.281586022,68190,32188,0.094086022,1.909,0.66824,345700
5.30E+11,0.836533472,0.133367929,43611,20138,0.111572392,1.538,0.743166667,382700
5.30E+11,1.034722222,0.112654321,61458,23484,0.053240741,1.559,0.743166667,313900
5.30E+11,0.802804557,0.101665206,80114,34904,0.049956179,1.881,0.70132,342100
5.30E+11,0.751898734,0.157805907,80111,33438,0.020253165,2.27,0.70132,324200
5.30E+11,0.993841416,0.033872209,62589,24363,0.006928406,1.303,0.70132,307800
5.30E+11,0.821092279,0.220338983,85682,27460,0.032642812,1.705,0.70132,321100
5.30E+11,0.199561404,0.035087719,49770,49791,0.014254386,2.42,0.261433333,303900
5.30E+11,0.234375,0.06171875,70250,50969,0.04453125,2.531,0.261433333,402400
5.30E+11,0.040234702,0.009220453,104688,45839,0,2.82,0.261433333,426200
5.30E+11,0.214325069,0.033608815,47206,36097,0.031404959,2.387,0.261433333,319400
5.30E+11,0.486373166,0.049615653,73725,44039,0.025856045,2.544,0.262196667,393900
5.30E+11,0.350119904,0.1558753,137917,61219,0.010191847,2.808,0.32775,513900
5.30E+11,0.404199475,0.132108486,84732,39974,0,2.343,0.32775,360100
5.30E+11,0.239280775,0.076071923,69028,45903,0.044260028,2.629,0.32775,398800
5.30E+11,0.181913775,0.093585699,66021,45298,0.063091483,2.335,0.32775,479100
5.30E+11,0.151739875,0.065031375,98239,46125,0.039931546,2.655,0.29028,584800
5.30E+11,0.270125224,0.10822898,83233,36054,0.011627907,2.784,0.32775,409800
5.30E+11,0.605409706,0.095863166,42225,21646,0.055290374,1.876,0.456543333,287900
5.30E+11,0.47301855,0.138279933,67273,37328,0.153456998,2.31,0.74109,292800
5.30E+11,0.46656535,0.136018237,83315,36279,0.038753799,2.272,0.261433333,334700
5.30E+11,0.834801762,0.115088106,26875,15718,0.030837004,1.563,0.751476667,313800
5.30E+11,0.862807296,0.051546392,30407,16119,0.013481364,1.669,0.751476667,309500
5.30E+11,0.551086082,0.129525342,69500,35360,0.065164924,2.101,0.456543333,316500
5.30E+11,0.607703281,0.072039943,66500,33396,0.020684736,2.276,0.456543333,297200
5.30E+11,0.495308642,0.122962963,76989,28852,0.05382716,2.335,0.298143333,308200
5.30E+11,0.36199095,0.085972851,40114,31105,0.02413273,2.204,0.783606667,284400
5.30E+11,0.221938776,0.201530612,46875,33555,0.030612245,2.251,0.70132,327500
5.30E+11,0.831421006,0.107678729,44777,21829,0.015004413,1.762,0.783606667,306200
5.30E+11,0.78045977,0.137931034,15592,16877,0.104597701,1.511,0.783606667,282500
5.30E+11,0.954933424,0.149197678,29071,15099,0.051212018,1.251,0.818166667,275800
5.30E+11,0.948996656,0.418896321,79574.57296,18300,0.049331104,1.027,0.783606667,273900
5.30E+11,0.989143546,0.176517893,31875,13358,0.032569361,1.094,0.783606667,347600
5.30E+11,0.867179981,0.037536092,53628,35301,0.014436959,1.379,0.783606667,343900
5.30E+11,0.884501481,0.14017769,33913,17801,0.126357354,1.333,0.766116667,285700
5.30E+11,0.717157215,0.212491027,53145,24139,0.0028715,1.739,0.766116667,283200
5.30E+11,0.832128514,0.135742972,71875,21542,0.105220884,1.784,0.818316667,321300
5.30E+11,0.89550173,0.046366782,88571,28938,0.009688581,1.66,0.766116667,317900
5.30E+11,0.214545455,0.002727273,97000,49894,0,2.808,0.77963,561900
5.30E+11,0.82276547,0.147440794,59844,22758,0.022154316,1.596,0.77963,431700
5.30E+11,1.053525913,0.231096007,30000,16423,0.019541206,1.096,0.77963,279900
5.30E+11,0.642922374,0.232876712,78929,25213,0.051141553,2.264,0.77963,397700
5.30E+11,0.537156704,0.204361874,35543,17803,0.054119548,1.423,0.741746667,208000
5.30E+11,0.471153846,0.148351648,43068,27534,0.021978022,1.648,0.741746667,240900
5.30E+11,1,0.191576087,33814,16050,0.059782609,1.332,0.741746667,271100
5.30E+11,0.454472523,0.111512234,31310,28708,0.00641797,1.827,0.741746667,423500
5.30E+11,0.634904714,0.027081244,80917,29853,0,2.068,0.74221,269400
5.30E+11,0.473616474,0.096525097,64009,25674,0.041184041,1.815,0.74221,260400
5.30E+11,0.601753287,0.120851597,59634,25004,0.011271133,1.598,0.74221,267000
5.30E+11,0.593665158,0.1239819,77375,32300,0.019004525,2.042,0.74221,293600
5.30E+11,0.754065041,0.194444444,44200,22490,0.039295393,1.82,0.74109,330600
5.30E+11,0.629882813,0.209960938,51250,30298,0.044921875,1.975,0.74109,240500
5.30E+11,0.486048021,0.138221934,70610,30593,0.048020766,1.773,0.74221,292100
5.30E+11,0.670395227,0.252796421,54850,29018,0.095451156,1.742,0.74109,242400
5.30E+11,0.675381264,0.092955701,45967,23800,0.086419753,1.958,0.74109,238500
5.30E+11,0.508002371,0.146413752,42361,23957,0.058684055,2.028,0.74109,268800
5.30E+11,0.244780418,0.052555796,77946,36148,0.030957523,2.315,0.74109,327300
5.30E+11,0.248159057,0.043446244,81719,44906,0.018409426,2.365,0.5696,365400
5.30E+11,0.473089701,0.142192691,63098,49410,0.030564784,2.261,0.32775,367700
5.30E+11,0.02173913,0.045986622,85652,69812,0.031772575,2.748,0.32775,522100
5.30E+11,0.227686703,0.045537341,100078,55563,0.027322404,2.512,0.32775,426700
5.30E+11,0.216603774,0.043773585,105250,56202,0.008301887,2.387,0.5696,542500
5.30E+11,0.251901141,0.072243346,102727,47322,0.002851711,2.412,0.5696,534500
5.30E+11,0.154761905,0.022727273,138286,93870,0.011904762,2.596,0.5696,530700
5.30E+11,0.05025641,0,72132,47975,0.015384615,2.557,0.32775,596200
5.30E+11,0.923250564,0.124905944,29500,16761,0.023325809,1.331,0.818166667,350700
5.30E+11,0.955758963,0.219679634,60286,21372,0.106788711,1.471,0.783606667,288500
5.30E+11,0.944140197,0.26067908,60341,25923,0.013691128,1.697,0.818166667,266000
5.30E+11,0.750505051,0.116161616,80403,28124,0.073737374,1.997,0.807043333,265500
5.30E+11,0.565151515,0.045454545,96689,63090,0.043939394,2.665,0.786173333,503900
5.30E+11,0.6384,0.216,104464,46272,0.0272,1.996,0.786173333,459600
5.30E+11,0.726315789,0.193684211,67312,23875,0.031578947,2.111,0.786173333,300800
5.30E+11,0.921854305,0.148344371,15744,15853,0.055629139,1.331,0.818316667,302100
5.30E+11,0.809107923,0.210854648,47102,15796,0.076731129,1.509,0.818316667,246800
5.30E+11,1,0.266716754,27756,8698,0.111570248,1.016,0.786173333,341700
5.30E+11,0.891317188,0.055522741,77917,35837,0.007678677,2.426,0.786173333,419400
5.30E+11,0.56570997,0.0581571,70114,30852,0.018882175,2.431,0.786173333,274000
5.30E+11,0.90535248,0.025456919,71081,22041,0.023498695,1.428,0.807043333,275000
5.30E+11,0.94896789,0.068807339,47339,15987,0.034977064,1.294,0.807043333,220300
5.30E+11,0.719823789,0.207929515,71029,33725,0.069603524,1.662,0.807043333,289600
5.30E+11,0.30952381,0.123809524,55714,34923,0.017142857,1.957,0.5696,282700
5.30E+11,0.111302847,0.050043141,92120,39562,0.006902502,2.433,0.5696,349700
5.30E+11,0.160474308,0.02687747,98917,52689,0.03083004,2.741,0.5696,412700
5.30E+11,0.251189343,0.010466223,115852,78339,0.006660324,2.992,0.5696,619000
5.30E+11,0.320199778,0.024972253,87159,48693,0.030521643,2.416,0.5696,374600
5.30E+11,0.62115797,0.048606147,87398,47532,0.005003574,2.459,0.786173333,352300
5.30E+11,0.50477327,0.206443914,47305,36403,0.023866348,1.835,0.741746667,215700
5.30E+11,1,0.330559758,44448,17652,0.039334342,1.488,0.741746667,225900
5.30E+11,1,0.089490114,28173,11384,0.032258065,1.4,0.741746667,267200
5.30E+11,0.372639314,0.087694157,79574.57296,46476.07484,0.035166507,2.577553015,0.5696,471679.3478
